"measure","scenario","period","climset","strategy","value","value_hist"
"Copco1 Mean Spill Volume per Year","WD",2070,"CMIP5","Reduce ET 30%",234.5665,186.3791
"Copco1 Mean Spill Volume per Year","WD",2070,"CMIP5","Reduce ET 50%",235.6685,186.3791
"Copco1 Mean Spill Volume per Year","WW",2070,"CMIP3","Add 30KAF",541.416,186.3791
"Copco1 Mean Spill Volume per Year","WW",2070,"CMIP3","Baseline",529.2919,186.3791
"Copco1 Mean Spill Volume per Year","WW",2070,"CMIP3","Reduce ET 30%",532.6056,186.3791
"Copco1 Mean Spill Volume per Year","WW",2070,"CMIP3","Reduce ET 50%",534.706,186.3791
"Copco1 Mean Spill Volume per Year","WW",2070,"CMIP5","Add 30KAF",426.58,186.3791
"Copco1 Mean Spill Volume per Year","WW",2070,"CMIP5","Baseline",416.2883,186.3791
"Copco1 Mean Spill Volume per Year","WW",2070,"CMIP5","Reduce ET 30%",418.5846,186.3791
"Copco1 Mean Spill Volume per Year","WW",2070,"CMIP5","Reduce ET 50%",420.2266,186.3791
"Copco1 Mean Spill Volume per Year","HD",2070,"CMIP3","Add 30KAF",252.9846,186.3791
"Copco1 Mean Spill Volume per Year","HD",2070,"CMIP3","Baseline",243.2811,186.3791
"Copco1 Mean Spill Volume per Year","HD",2070,"CMIP3","Reduce ET 30%",245.4907,186.3791
"Copco1 Mean Spill Volume per Year","HD",2070,"CMIP3","Reduce ET 50%",246.929,186.3791
"Copco1 Mean Spill Volume per Year","HD",2070,"CMIP5","Add 30KAF",266.9033,186.3791
"Copco1 Mean Spill Volume per Year","HD",2070,"CMIP5","Baseline",257.5221,186.3791
"Copco1 Mean Spill Volume per Year","HD",2070,"CMIP5","Reduce ET 30%",261.4338,186.3791
"Copco1 Mean Spill Volume per Year","HD",2070,"CMIP5","Reduce ET 50%",263.4786,186.3791
"Copco1 Mean Spill Volume per Year","HW",2070,"CMIP3","Add 30KAF",579.4563,186.3791
"Copco1 Mean Spill Volume per Year","HW",2070,"CMIP3","Baseline",566.2908,186.3791
"Copco1 Mean Spill Volume per Year","HW",2070,"CMIP3","Reduce ET 30%",569.2722,186.3791
"Copco1 Mean Spill Volume per Year","HW",2070,"CMIP3","Reduce ET 50%",572.1865,186.3791
"Copco1 Mean Spill Volume per Year","HW",2070,"CMIP5","Add 30KAF",596.2784,186.3791
"Copco1 Mean Spill Volume per Year","HW",2070,"CMIP5","Baseline",583.8971,186.3791
"Copco1 Mean Spill Volume per Year","HW",2070,"CMIP5","Reduce ET 30%",589.037,186.3791
"Copco1 Mean Spill Volume per Year","HW",2070,"CMIP5","Reduce ET 50%",592.1221,186.3791
"Copco1 Mean Spill Volume per Year","CT",2070,"CMIP3","Add 30KAF",430.6592,186.3791
"Copco1 Mean Spill Volume per Year","CT",2070,"CMIP3","Baseline",419.0979,186.3791
"Copco1 Mean Spill Volume per Year","CT",2070,"CMIP3","Reduce ET 30%",421.712,186.3791
"Copco1 Mean Spill Volume per Year","CT",2070,"CMIP3","Reduce ET 50%",423.781,186.3791
"Copco1 Mean Spill Volume per Year","CT",2070,"CMIP5","Add 30KAF",385.9215,186.3791
"Copco1 Mean Spill Volume per Year","CT",2070,"CMIP5","Baseline",374.9456,186.3791
"Copco1 Mean Spill Volume per Year","CT",2070,"CMIP5","Reduce ET 30%",376.6548,186.3791
"Copco1 Mean Spill Volume per Year","CT",2070,"CMIP5","Reduce ET 50%",378.1492,186.3791
"Iron Gate Mean Spill Days per Year","WD",2030,"CMIP3","Add 30KAF",139.4,170.3333
"Iron Gate Mean Spill Days per Year","WD",2030,"CMIP3","Baseline",132.2333,170.3333
"Iron Gate Mean Spill Days per Year","WD",2030,"CMIP3","Reduce ET 30%",133.4667,170.3333
"Iron Gate Mean Spill Days per Year","WD",2030,"CMIP3","Reduce ET 50%",134.3667,170.3333
"Iron Gate Mean Spill Days per Year","WD",2030,"CMIP5","Add 30KAF",136.6,170.3333
"Iron Gate Mean Spill Days per Year","WD",2030,"CMIP5","Baseline",130.7,170.3333
"Iron Gate Mean Spill Days per Year","WD",2030,"CMIP5","Reduce ET 30%",133.4,170.3333
"Iron Gate Mean Spill Days per Year","WD",2030,"CMIP5","Reduce ET 50%",133.8,170.3333
"Iron Gate Mean Spill Days per Year","WW",2030,"CMIP3","Add 30KAF",161.2333,170.3333
"Iron Gate Mean Spill Days per Year","WW",2030,"CMIP3","Baseline",155.7,170.3333
"Iron Gate Mean Spill Days per Year","WW",2030,"CMIP3","Reduce ET 30%",156.2333,170.3333
"Iron Gate Mean Spill Days per Year","WW",2030,"CMIP3","Reduce ET 50%",156.4667,170.3333
"Iron Gate Mean Spill Days per Year","WW",2030,"CMIP5","Add 30KAF",148,170.3333
"Iron Gate Mean Spill Days per Year","WW",2030,"CMIP5","Baseline",144.5333,170.3333
"Iron Gate Mean Spill Days per Year","WW",2030,"CMIP5","Reduce ET 30%",144.3667,170.3333
"Iron Gate Mean Spill Days per Year","WW",2030,"CMIP5","Reduce ET 50%",144.2667,170.3333
"Iron Gate Mean Spill Days per Year","HD",2030,"CMIP3","Add 30KAF",115.2333,170.3333
"Iron Gate Mean Spill Days per Year","HD",2030,"CMIP3","Baseline",111.1333,170.3333
"Iron Gate Mean Spill Days per Year","HD",2030,"CMIP3","Reduce ET 30%",112.1333,170.3333
"Iron Gate Mean Spill Days per Year","HD",2030,"CMIP3","Reduce ET 50%",113.1,170.3333
"Iron Gate Mean Spill Days per Year","HD",2030,"CMIP5","Add 30KAF",119.4,170.3333
"Iron Gate Mean Spill Days per Year","HD",2030,"CMIP5","Baseline",115,170.3333
"Iron Gate Mean Spill Days per Year","HD",2030,"CMIP5","Reduce ET 30%",116.5333,170.3333
"Iron Gate Mean Spill Days per Year","HD",2030,"CMIP5","Reduce ET 50%",117.3333,170.3333
"Iron Gate Mean Spill Days per Year","HW",2030,"CMIP3","Add 30KAF",142.7,170.3333
"Iron Gate Mean Spill Days per Year","HW",2030,"CMIP3","Baseline",140.1667,170.3333
"Iron Gate Mean Spill Days per Year","HW",2030,"CMIP3","Reduce ET 30%",140.9333,170.3333
"Iron Gate Mean Spill Days per Year","HW",2030,"CMIP3","Reduce ET 50%",141.9667,170.3333
"Iron Gate Mean Spill Days per Year","HW",2030,"CMIP5","Add 30KAF",145.1667,170.3333
"Iron Gate Mean Spill Days per Year","HW",2030,"CMIP5","Baseline",141.7333,170.3333
"Iron Gate Mean Spill Days per Year","HW",2030,"CMIP5","Reduce ET 30%",142.5667,170.3333
"Iron Gate Mean Spill Days per Year","HW",2030,"CMIP5","Reduce ET 50%",143.4333,170.3333
"Iron Gate Mean Spill Days per Year","CT",2030,"CMIP3","Add 30KAF",135.2667,170.3333
"Iron Gate Mean Spill Days per Year","CT",2030,"CMIP3","Baseline",131.8333,170.3333
"Iron Gate Mean Spill Days per Year","CT",2030,"CMIP3","Reduce ET 30%",133.5,170.3333
"Iron Gate Mean Spill Days per Year","CT",2030,"CMIP3","Reduce ET 50%",133.9333,170.3333
"Iron Gate Mean Spill Days per Year","CT",2030,"CMIP5","Add 30KAF",139.1,170.3333
"Iron Gate Mean Spill Days per Year","CT",2030,"CMIP5","Baseline",135.7333,170.3333
"Iron Gate Mean Spill Days per Year","CT",2030,"CMIP5","Reduce ET 30%",136.3,170.3333
"Iron Gate Mean Spill Days per Year","CT",2030,"CMIP5","Reduce ET 50%",136.6667,170.3333
"Iron Gate Mean Spill Days per Year","WD",2070,"CMIP3","Add 30KAF",120.6667,170.3333
"Iron Gate Mean Spill Days per Year","WD",2070,"CMIP3","Baseline",117.6667,170.3333
"Iron Gate Mean Spill Days per Year","WD",2070,"CMIP3","Reduce ET 30%",118.9333,170.3333
"Iron Gate Mean Spill Days per Year","WD",2070,"CMIP3","Reduce ET 50%",119.9333,170.3333
"Iron Gate Mean Spill Days per Year","WD",2070,"CMIP5","Add 30KAF",127.1667,170.3333
"Iron Gate Mean Spill Days per Year","WD",2070,"CMIP5","Baseline",123.1,170.3333
"Iron Gate Mean Spill Days per Year","WD",2070,"CMIP5","Reduce ET 30%",124.7667,170.3333
"Iron Gate Mean Spill Days per Year","WD",2070,"CMIP5","Reduce ET 50%",125,170.3333
"Iron Gate Mean Spill Days per Year","WW",2070,"CMIP3","Add 30KAF",160.4667,170.3333
"Iron Gate Mean Spill Days per Year","WW",2070,"CMIP3","Baseline",156.7,170.3333
"Iron Gate Mean Spill Days per Year","WW",2070,"CMIP3","Reduce ET 30%",157.6,170.3333
"Iron Gate Mean Spill Days per Year","WW",2070,"CMIP3","Reduce ET 50%",157.9333,170.3333
"Iron Gate Mean Spill Days per Year","WW",2070,"CMIP5","Add 30KAF",155.2,170.3333
"Iron Gate Mean Spill Days per Year","WW",2070,"CMIP5","Baseline",149.7667,170.3333
"Iron Gate Mean Spill Days per Year","WW",2070,"CMIP5","Reduce ET 30%",150.2,170.3333
"Iron Gate Mean Spill Days per Year","WW",2070,"CMIP5","Reduce ET 50%",150.6333,170.3333
"Iron Gate Mean Spill Days per Year","HD",2070,"CMIP3","Add 30KAF",111.7,170.3333
"Iron Gate Mean Spill Days per Year","HD",2070,"CMIP3","Baseline",110.1,170.3333
"Iron Gate Mean Spill Days per Year","HD",2070,"CMIP3","Reduce ET 30%",112.7333,170.3333
"Iron Gate Mean Spill Days per Year","HD",2070,"CMIP3","Reduce ET 50%",113.7667,170.3333
"Iron Gate Mean Spill Days per Year","HD",2070,"CMIP5","Add 30KAF",124.3667,170.3333
"Iron Gate Mean Spill Days per Year","HD",2070,"CMIP5","Baseline",121.4,170.3333
"Iron Gate Mean Spill Days per Year","HD",2070,"CMIP5","Reduce ET 30%",123.1,170.3333
"Iron Gate Mean Spill Days per Year","HD",2070,"CMIP5","Reduce ET 50%",124,170.3333
"Iron Gate Mean Spill Days per Year","HW",2070,"CMIP3","Add 30KAF",152.3667,170.3333
"Iron Gate Mean Spill Days per Year","HW",2070,"CMIP3","Baseline",149.6,170.3333
"Iron Gate Mean Spill Days per Year","HW",2070,"CMIP3","Reduce ET 30%",151.5333,170.3333
"Iron Gate Mean Spill Days per Year","HW",2070,"CMIP3","Reduce ET 50%",151.8667,170.3333
"Iron Gate Mean Spill Days per Year","HW",2070,"CMIP5","Add 30KAF",153.7,170.3333
"Iron Gate Mean Spill Days per Year","HW",2070,"CMIP5","Baseline",151.8667,170.3333
"Iron Gate Mean Spill Days per Year","HW",2070,"CMIP5","Reduce ET 30%",153.5667,170.3333
"Iron Gate Mean Spill Days per Year","HW",2070,"CMIP5","Reduce ET 50%",154.8667,170.3333
"Iron Gate Mean Spill Days per Year","CT",2070,"CMIP3","Add 30KAF",142.7,170.3333
"Iron Gate Mean Spill Days per Year","CT",2070,"CMIP3","Baseline",141.2667,170.3333
"Iron Gate Mean Spill Days per Year","CT",2070,"CMIP3","Reduce ET 30%",142.2,170.3333
"Iron Gate Mean Spill Days per Year","CT",2070,"CMIP3","Reduce ET 50%",142.7333,170.3333
"Iron Gate Mean Spill Days per Year","CT",2070,"CMIP5","Add 30KAF",138.4333,170.3333
"Iron Gate Mean Spill Days per Year","CT",2070,"CMIP5","Baseline",135.2667,170.3333
"Iron Gate Mean Spill Days per Year","CT",2070,"CMIP5","Reduce ET 30%",137.0667,170.3333
"Iron Gate Mean Spill Days per Year","CT",2070,"CMIP5","Reduce ET 50%",137.6,170.3333
"Iron Gate Mean Spill Volume per Year","WD",2030,"CMIP3","Add 30KAF",531.7226,533.8601
"Iron Gate Mean Spill Volume per Year","WD",2030,"CMIP3","Baseline",512.654,533.8601
"Iron Gate Mean Spill Volume per Year","WD",2030,"CMIP3","Reduce ET 30%",514.174,533.8601
"Iron Gate Mean Spill Volume per Year","WD",2030,"CMIP3","Reduce ET 50%",514.8169,533.8601
"Iron Gate Mean Spill Volume per Year","WD",2030,"CMIP5","Add 30KAF",506.6592,533.8601
"Iron Gate Mean Spill Volume per Year","WD",2030,"CMIP5","Baseline",488.9585,533.8601
"Iron Gate Mean Spill Volume per Year","WD",2030,"CMIP5","Reduce ET 30%",491.1856,533.8601
"Iron Gate Mean Spill Volume per Year","WD",2030,"CMIP5","Reduce ET 50%",493.0662,533.8601
"Iron Gate Mean Spill Volume per Year","WW",2030,"CMIP3","Add 30KAF",733.1502,533.8601
"Iron Gate Mean Spill Volume per Year","WW",2030,"CMIP3","Baseline",711.7701,533.8601
"Iron Gate Mean Spill Volume per Year","WW",2030,"CMIP3","Reduce ET 30%",713.6855,533.8601
"Iron Gate Mean Spill Volume per Year","WW",2030,"CMIP3","Reduce ET 50%",714.794,533.8601
"Iron Gate Mean Spill Volume per Year","WW",2030,"CMIP5","Add 30KAF",730.7967,533.8601
"Iron Gate Mean Spill Volume per Year","WW",2030,"CMIP5","Baseline",709.8225,533.8601
"Iron Gate Mean Spill Volume per Year","WW",2030,"CMIP5","Reduce ET 30%",711.8138,533.8601
"Iron Gate Mean Spill Volume per Year","WW",2030,"CMIP5","Reduce ET 50%",713.3861,533.8601
"Iron Gate Mean Spill Volume per Year","HD",2030,"CMIP3","Add 30KAF",509.4214,533.8601
"Iron Gate Mean Spill Volume per Year","HD",2030,"CMIP3","Baseline",493.2449,533.8601
"Iron Gate Mean Spill Volume per Year","HD",2030,"CMIP3","Reduce ET 30%",496.8811,533.8601
"Iron Gate Mean Spill Volume per Year","HD",2030,"CMIP3","Reduce ET 50%",498.8878,533.8601
"Iron Gate Mean Spill Volume per Year","HD",2030,"CMIP5","Add 30KAF",473.931,533.8601
"Iron Gate Mean Spill Volume per Year","HD",2030,"CMIP5","Baseline",456.6857,533.8601
"Iron Gate Mean Spill Volume per Year","HD",2030,"CMIP5","Reduce ET 30%",459.9391,533.8601
"Iron Gate Mean Spill Volume per Year","HD",2030,"CMIP5","Reduce ET 50%",462.8315,533.8601
"Iron Gate Mean Spill Volume per Year","HW",2030,"CMIP3","Add 30KAF",827.8571,533.8601
"Iron Gate Mean Spill Volume per Year","HW",2030,"CMIP3","Baseline",806.5499,533.8601
"Iron Gate Mean Spill Volume per Year","HW",2030,"CMIP3","Reduce ET 30%",810.5353,533.8601
"Iron Gate Mean Spill Volume per Year","HW",2030,"CMIP3","Reduce ET 50%",813.6461,533.8601
"Iron Gate Mean Spill Volume per Year","HW",2030,"CMIP5","Add 30KAF",801.9168,533.8601
"Iron Gate Mean Spill Volume per Year","HW",2030,"CMIP5","Baseline",781.547,533.8601
"Iron Gate Mean Spill Volume per Year","HW",2030,"CMIP5","Reduce ET 30%",785.6318,533.8601
"Iron Gate Mean Spill Volume per Year","HW",2030,"CMIP5","Reduce ET 50%",788.6034,533.8601
"Iron Gate Mean Spill Volume per Year","CT",2030,"CMIP3","Add 30KAF",632.0062,533.8601
"Iron Gate Mean Spill Volume per Year","CT",2030,"CMIP3","Baseline",613.494,533.8601
"Iron Gate Mean Spill Volume per Year","CT",2030,"CMIP3","Reduce ET 30%",616.4567,533.8601
"Iron Gate Mean Spill Volume per Year","CT",2030,"CMIP3","Reduce ET 50%",618.456,533.8601
"Iron Gate Mean Spill Volume per Year","CT",2030,"CMIP5","Add 30KAF",704.8375,533.8601
"Iron Gate Mean Spill Volume per Year","CT",2030,"CMIP5","Baseline",685.8091,533.8601
"Iron Gate Mean Spill Volume per Year","CT",2030,"CMIP5","Reduce ET 30%",689.2664,533.8601
"Iron Gate Mean Spill Volume per Year","CT",2030,"CMIP5","Reduce ET 50%",691.7042,533.8601
"Iron Gate Mean Spill Volume per Year","WD",2070,"CMIP3","Add 30KAF",522.6798,533.8601
"Iron Gate Mean Spill Volume per Year","WD",2070,"CMIP3","Baseline",506.29,533.8601
"Iron Gate Mean Spill Volume per Year","WD",2070,"CMIP3","Reduce ET 30%",509.197,533.8601
"Iron Gate Mean Spill Volume per Year","WD",2070,"CMIP3","Reduce ET 50%",511.6263,533.8601
"Iron Gate Mean Spill Volume per Year","WD",2070,"CMIP5","Add 30KAF",535.7542,533.8601
"Iron Gate Mean Spill Volume per Year","WD",2070,"CMIP5","Baseline",517.6026,533.8601
"Iron Gate Mean Spill Volume per Year","WD",2070,"CMIP5","Reduce ET 30%",520.797,533.8601
"Iron Gate Mean Spill Volume per Year","WD",2070,"CMIP5","Reduce ET 50%",523.1832,533.8601
"Iron Gate Mean Spill Volume per Year","WW",2070,"CMIP3","Add 30KAF",934.224,533.8601
"Iron Gate Mean Spill Volume per Year","WW",2070,"CMIP3","Baseline",913.0865,533.8601
"Iron Gate Mean Spill Volume per Year","WW",2070,"CMIP3","Reduce ET 30%",917.4902,533.8601
"Iron Gate Mean Spill Volume per Year","WW",2070,"CMIP3","Reduce ET 50%",921.0097,533.8601
"Iron Gate Mean Spill Volume per Year","WW",2070,"CMIP5","Add 30KAF",804.4523,533.8601
"Iron Gate Mean Spill Volume per Year","WW",2070,"CMIP5","Baseline",783.8572,533.8601
"Iron Gate Mean Spill Volume per Year","WW",2070,"CMIP5","Reduce ET 30%",786.9697,533.8601
"Iron Gate Mean Spill Volume per Year","WW",2070,"CMIP5","Reduce ET 50%",789.2198,533.8601
"Iron Gate Mean Spill Volume per Year","HD",2070,"CMIP3","Add 30KAF",503.0186,533.8601
"Iron Gate Mean Spill Volume per Year","HD",2070,"CMIP3","Baseline",485.9708,533.8601
"Iron Gate Mean Spill Volume per Year","HD",2070,"CMIP3","Reduce ET 30%",492.6857,533.8601
"Iron Gate Mean Spill Volume per Year","HD",2070,"CMIP3","Reduce ET 50%",495.4437,533.8601
"Iron Gate Mean Spill Volume per Year","HD",2070,"CMIP5","Add 30KAF",521.4994,533.8601
"Iron Gate Mean Spill Volume per Year","HD",2070,"CMIP5","Baseline",505.8834,533.8601
"Iron Gate Mean Spill Volume per Year","HD",2070,"CMIP5","Reduce ET 30%",513.4298,533.8601
"Iron Gate Mean Spill Volume per Year","HD",2070,"CMIP5","Reduce ET 50%",516.888,533.8601
"Iron Gate Mean Spill Volume per Year","HW",2070,"CMIP3","Add 30KAF",948.9509,533.8601
"Iron Gate Mean Spill Volume per Year","HW",2070,"CMIP3","Baseline",928.9193,533.8601
"Iron Gate Mean Spill Volume per Year","HW",2070,"CMIP3","Reduce ET 30%",936.6738,533.8601
"Iron Gate Mean Spill Volume per Year","HW",2070,"CMIP3","Reduce ET 50%",941.7989,533.8601
"Iron Gate Mean Spill Volume per Year","HW",2070,"CMIP5","Add 30KAF",971.7988,533.8601
"Iron Gate Mean Spill Volume per Year","HW",2070,"CMIP5","Baseline",951.7957,533.8601
"Iron Gate Mean Spill Volume per Year","HW",2070,"CMIP5","Reduce ET 30%",961.4467,533.8601
"Iron Gate Mean Spill Volume per Year","HW",2070,"CMIP5","Reduce ET 50%",966.7332,533.8601
"Iron Gate Mean Spill Volume per Year","CT",2070,"CMIP3","Add 30KAF",774.4504,533.8601
"Iron Gate Mean Spill Volume per Year","CT",2070,"CMIP3","Baseline",754.2105,533.8601
"Iron Gate Mean Spill Volume per Year","CT",2070,"CMIP3","Reduce ET 30%",759.7491,533.8601
"Iron Gate Mean Spill Volume per Year","CT",2070,"CMIP3","Reduce ET 50%",763.6611,533.8601
"Iron Gate Mean Spill Volume per Year","CT",2070,"CMIP5","Add 30KAF",707.3745,533.8601
"Iron Gate Mean Spill Volume per Year","CT",2070,"CMIP5","Baseline",687.8628,533.8601
"Iron Gate Mean Spill Volume per Year","CT",2070,"CMIP5","Reduce ET 30%",693.2828,533.8601
"Iron Gate Mean Spill Volume per Year","CT",2070,"CMIP5","Reduce ET 50%",697.5314,533.8601
"Mean Annual Hydropower Generated (MW)","WD",2030,"CMIP3","Add 30KAF",25825.1502,26741.1142
"Mean Annual Hydropower Generated (MW)","WD",2030,"CMIP3","Baseline",25394.6459,26741.1142
"Mean Annual Hydropower Generated (MW)","WD",2030,"CMIP3","Reduce ET 30%",25448.3039,26741.1142
"Mean Annual Hydropower Generated (MW)","WD",2030,"CMIP3","Reduce ET 50%",25492.9072,26741.1142
"Mean Annual Hydropower Generated (MW)","WD",2030,"CMIP5","Add 30KAF",25326.9697,26741.1142
"Mean Annual Hydropower Generated (MW)","WD",2030,"CMIP5","Baseline",24900.6662,26741.1142
"Mean Annual Hydropower Generated (MW)","WD",2030,"CMIP5","Reduce ET 30%",25005.5951,26741.1142
"Mean Annual Hydropower Generated (MW)","WD",2030,"CMIP5","Reduce ET 50%",25064.8407,26741.1142
"Mean Annual Hydropower Generated (MW)","WW",2030,"CMIP3","Add 30KAF",28164.3016,26741.1142
"Mean Annual Hydropower Generated (MW)","WW",2030,"CMIP3","Baseline",27715.0688,26741.1142
"Mean Annual Hydropower Generated (MW)","WW",2030,"CMIP3","Reduce ET 30%",27746.6651,26741.1142
"Mean Annual Hydropower Generated (MW)","WW",2030,"CMIP3","Reduce ET 50%",27762.8102,26741.1142
"Mean Annual Hydropower Generated (MW)","WW",2030,"CMIP5","Add 30KAF",27458.4202,26741.1142
"Mean Annual Hydropower Generated (MW)","WW",2030,"CMIP5","Baseline",27029.5437,26741.1142
"Mean Annual Hydropower Generated (MW)","WW",2030,"CMIP5","Reduce ET 30%",27089.8268,26741.1142
"Mean Annual Hydropower Generated (MW)","WW",2030,"CMIP5","Reduce ET 50%",27120.1843,26741.1142
"Mean Annual Hydropower Generated (MW)","HD",2030,"CMIP3","Add 30KAF",23749.9236,26741.1142
"Mean Annual Hydropower Generated (MW)","HD",2030,"CMIP3","Baseline",23371.6167,26741.1142
"Mean Annual Hydropower Generated (MW)","HD",2030,"CMIP3","Reduce ET 30%",23532.1119,26741.1142
"Mean Annual Hydropower Generated (MW)","HD",2030,"CMIP3","Reduce ET 50%",23627.2304,26741.1142
"Mean Annual Hydropower Generated (MW)","HD",2030,"CMIP5","Add 30KAF",23724.9525,26741.1142
"Mean Annual Hydropower Generated (MW)","HD",2030,"CMIP5","Baseline",23340.3422,26741.1142
"Mean Annual Hydropower Generated (MW)","HD",2030,"CMIP5","Reduce ET 30%",23474.2121,26741.1142
"Mean Annual Hydropower Generated (MW)","HD",2030,"CMIP5","Reduce ET 50%",23568.7151,26741.1142
"Mean Annual Hydropower Generated (MW)","HW",2030,"CMIP3","Add 30KAF",26864.9071,26741.1142
"Mean Annual Hydropower Generated (MW)","HW",2030,"CMIP3","Baseline",26527.262,26741.1142
"Mean Annual Hydropower Generated (MW)","HW",2030,"CMIP3","Reduce ET 30%",26629.4233,26741.1142
"Mean Annual Hydropower Generated (MW)","HW",2030,"CMIP3","Reduce ET 50%",26699.087,26741.1142
"Mean Annual Hydropower Generated (MW)","HW",2030,"CMIP5","Add 30KAF",26870.4689,26741.1142
"Mean Annual Hydropower Generated (MW)","HW",2030,"CMIP5","Baseline",26524.9381,26741.1142
"Mean Annual Hydropower Generated (MW)","HW",2030,"CMIP5","Reduce ET 30%",26638.2451,26741.1142
"Mean Annual Hydropower Generated (MW)","HW",2030,"CMIP5","Reduce ET 50%",26720.2567,26741.1142
"Mean Annual Hydropower Generated (MW)","CT",2030,"CMIP3","Add 30KAF",26027.2985,26741.1142
"Mean Annual Hydropower Generated (MW)","CT",2030,"CMIP3","Baseline",25595.2076,26741.1142
"Mean Annual Hydropower Generated (MW)","CT",2030,"CMIP3","Reduce ET 30%",25714.7781,26741.1142
"Mean Annual Hydropower Generated (MW)","CT",2030,"CMIP3","Reduce ET 50%",25782.5856,26741.1142
"Mean Annual Hydropower Generated (MW)","CT",2030,"CMIP5","Add 30KAF",26388.9542,26741.1142
"Mean Annual Hydropower Generated (MW)","CT",2030,"CMIP5","Baseline",25991.6784,26741.1142
"Mean Annual Hydropower Generated (MW)","CT",2030,"CMIP5","Reduce ET 30%",26104.5934,26741.1142
"Mean Annual Hydropower Generated (MW)","CT",2030,"CMIP5","Reduce ET 50%",26172.2223,26741.1142
"Mean Annual Hydropower Generated (MW)","WD",2070,"CMIP3","Add 30KAF",24485.9456,26741.1142
"Mean Annual Hydropower Generated (MW)","WD",2070,"CMIP3","Baseline",24133.3771,26741.1142
"Mean Annual Hydropower Generated (MW)","WD",2070,"CMIP3","Reduce ET 30%",24266.1219,26741.1142
"Mean Annual Hydropower Generated (MW)","WD",2070,"CMIP3","Reduce ET 50%",24353.5064,26741.1142
"Mean Annual Hydropower Generated (MW)","WD",2070,"CMIP5","Add 30KAF",24859.318,26741.1142
"Mean Annual Hydropower Generated (MW)","WD",2070,"CMIP5","Baseline",24451.3807,26741.1142
"Mean Annual Hydropower Generated (MW)","WD",2070,"CMIP5","Reduce ET 30%",24557.9773,26741.1142
"Mean Annual Hydropower Generated (MW)","WD",2070,"CMIP5","Reduce ET 50%",24628.6562,26741.1142
"Mean Annual Hydropower Generated (MW)","WW",2070,"CMIP3","Add 30KAF",28197.0027,26741.1142
"Mean Annual Hydropower Generated (MW)","WW",2070,"CMIP3","Baseline",27828.3906,26741.1142
"Mean Annual Hydropower Generated (MW)","WW",2070,"CMIP3","Reduce ET 30%",27921.2526,26741.1142
"Mean Annual Hydropower Generated (MW)","WW",2070,"CMIP3","Reduce ET 50%",27991.4678,26741.1142
"Mean Annual Hydropower Generated (MW)","WW",2070,"CMIP5","Add 30KAF",27812.3624,26741.1142
"Mean Annual Hydropower Generated (MW)","WW",2070,"CMIP5","Baseline",27374.5849,26741.1142
"Mean Annual Hydropower Generated (MW)","WW",2070,"CMIP5","Reduce ET 30%",27434.1526,26741.1142
"Mean Annual Hydropower Generated (MW)","WW",2070,"CMIP5","Reduce ET 50%",27468.9751,26741.1142
"Mean Annual Hydropower Generated (MW)","HD",2070,"CMIP3","Add 30KAF",22976.308,26741.1142
"Mean Annual Hydropower Generated (MW)","HD",2070,"CMIP3","Baseline",22661.943,26741.1142
"Mean Annual Hydropower Generated (MW)","HD",2070,"CMIP3","Reduce ET 30%",22888.1445,26741.1142
"Mean Annual Hydropower Generated (MW)","HD",2070,"CMIP3","Reduce ET 50%",23011.707,26741.1142
"Mean Annual Hydropower Generated (MW)","HD",2070,"CMIP5","Add 30KAF",23039.9411,26741.1142
"Mean Annual Hydropower Generated (MW)","HD",2070,"CMIP5","Baseline",22714.8808,26741.1142
"Mean Annual Hydropower Generated (MW)","HD",2070,"CMIP5","Reduce ET 30%",22967.2874,26741.1142
"Mean Annual Hydropower Generated (MW)","HD",2070,"CMIP5","Reduce ET 50%",23087.5017,26741.1142
"Mean Annual Hydropower Generated (MW)","HW",2070,"CMIP3","Add 30KAF",26848.6051,26741.1142
"Mean Annual Hydropower Generated (MW)","HW",2070,"CMIP3","Baseline",26511.3132,26741.1142
"Mean Annual Hydropower Generated (MW)","HW",2070,"CMIP3","Reduce ET 30%",26739.8716,26741.1142
"Mean Annual Hydropower Generated (MW)","HW",2070,"CMIP3","Reduce ET 50%",26868.4624,26741.1142
"Mean Annual Hydropower Generated (MW)","HW",2070,"CMIP5","Add 30KAF",26628.5484,26741.1142
"Mean Annual Hydropower Generated (MW)","HW",2070,"CMIP5","Baseline",26283.7877,26741.1142
"Mean Annual Hydropower Generated (MW)","HW",2070,"CMIP5","Reduce ET 30%",26519.8092,26741.1142
"Mean Annual Hydropower Generated (MW)","HW",2070,"CMIP5","Reduce ET 50%",26674.4486,26741.1142
"Mean Annual Hydropower Generated (MW)","CT",2070,"CMIP3","Add 30KAF",26272.841,26741.1142
"Mean Annual Hydropower Generated (MW)","CT",2070,"CMIP3","Baseline",25923.4083,26741.1142
"Mean Annual Hydropower Generated (MW)","CT",2070,"CMIP3","Reduce ET 30%",26068.8609,26741.1142
"Mean Annual Hydropower Generated (MW)","CT",2070,"CMIP3","Reduce ET 50%",26156.2689,26741.1142
"Mean Annual Hydropower Generated (MW)","CT",2070,"CMIP5","Add 30KAF",25531.8755,26741.1142
"Mean Annual Hydropower Generated (MW)","CT",2070,"CMIP5","Baseline",25147.6534,26741.1142
"Mean Annual Hydropower Generated (MW)","CT",2070,"CMIP5","Reduce ET 30%",25331.5785,26741.1142
