"measure","scenario","period","climset","strategy","value_hist","pctchange","colournm"
"Boyle Mean Spill Days per Year","3",2030,"CMIP5","Add 30KAF",105.9,110.985174693107,"3"
"Boyle Mean Spill Days per Year","4",2030,"CMIP3","Baseline",105.9,42.9336166194523,"3"
"Boyle Mean Spill Days per Year","4",2030,"CMIP3","Reduce ET 30%",105.9,43.1853635505193,"3"
"Boyle Mean Spill Days per Year","4",2030,"CMIP3","Reduce ET 50%",105.9,43.2169027384325,"3"
"Boyle Mean Spill Days per Year","4",2030,"CMIP3","Add 30KAF",105.9,44.1611898016997,"3"
"Boyle Mean Spill Days per Year","4",2030,"CMIP5","Baseline",105.9,48.0642115203022,"3"
"Boyle Mean Spill Days per Year","4",2030,"CMIP5","Reduce ET 30%",105.9,48.2530689329556,"3"
"Boyle Mean Spill Days per Year","4",2030,"CMIP5","Reduce ET 50%",105.9,48.3474976392823,"3"
"Boyle Mean Spill Days per Year","4",2030,"CMIP5","Add 30KAF",105.9,49.1973559962228,"3"
"Boyle Mean Spill Days per Year","5",2030,"CMIP3","Baseline",105.9,66.5407932011331,"3"
"Boyle Mean Spill Days per Year","5",2030,"CMIP3","Reduce ET 30%",105.9,66.6036827195467,"3"
"Boyle Mean Spill Days per Year","5",2030,"CMIP3","Reduce ET 50%",105.9,66.6981114258734,"3"
"Boyle Mean Spill Days per Year","5",2030,"CMIP3","Add 30KAF",105.9,67.4535410764873,"3"
"Boyle Mean Spill Days per Year","5",2030,"CMIP5","Baseline",105.9,82.1529745042493,"3"
"Boyle Mean Spill Days per Year","5",2030,"CMIP5","Reduce ET 30%",105.9,82.5306893295562,"3"
"Boyle Mean Spill Days per Year","5",2030,"CMIP5","Reduce ET 50%",105.9,82.9084041548631,"3"
"Boyle Mean Spill Days per Year","5",2030,"CMIP5","Add 30KAF",105.9,83.3805476864967,"3"
"Boyle Mean Spill Volume per Year","1",2030,"CMIP3","Baseline",163.0602,92.814003662451,"3"
"Boyle Mean Spill Volume per Year","1",2030,"CMIP3","Reduce ET 30%",163.0602,93.5206138591759,"3"
"Boyle Mean Spill Volume per Year","1",2030,"CMIP3","Reduce ET 50%",163.0602,94.2152652823926,"3"
"Boyle Mean Spill Volume per Year","1",2030,"CMIP3","Add 30KAF",163.0602,98.4754710223586,"3"
"Boyle Mean Spill Volume per Year","1",2030,"CMIP5","Baseline",163.0602,95.9302147305106,"3"
"Boyle Mean Spill Volume per Year","1",2030,"CMIP5","Reduce ET 30%",163.0602,96.25070986053,"3"
"Boyle Mean Spill Volume per Year","1",2030,"CMIP5","Reduce ET 50%",163.0602,96.6524633233615,"3"
"Boyle Mean Spill Volume per Year","1",2030,"CMIP5","Add 30KAF",163.0602,101.982090050178,"3"
"Boyle Mean Spill Volume per Year","2",2030,"CMIP3","Baseline",163.0602,20.255525259996,"3"
"Boyle Mean Spill Volume per Year","2",2030,"CMIP3","Reduce ET 30%",163.0602,20.4752600573285,"3"
"Boyle Mean Spill Volume per Year","2",2030,"CMIP3","Reduce ET 50%",163.0602,20.1104254747633,"3"
"Boyle Mean Spill Volume per Year","2",2030,"CMIP3","Add 30KAF",163.0602,25.4165026168249,"3"
"Boyle Mean Spill Volume per Year","2",2030,"CMIP5","Baseline",163.0602,7.93455423211795,"3"
"Boyle Mean Spill Volume per Year","2",2030,"CMIP5","Reduce ET 30%",163.0602,8.15140665839978,"3"
"Boyle Mean Spill Volume per Year","2",2030,"CMIP5","Reduce ET 50%",163.0602,8.52636020316423,"3"
"Boyle Mean Spill Volume per Year","2",2030,"CMIP5","Add 30KAF",163.0602,12.5109008820055,"3"
"Boyle Mean Spill Volume per Year","3",2030,"CMIP3","Baseline",163.0602,153.733713070387,"4"
"Boyle Mean Spill Volume per Year","3",2030,"CMIP3","Reduce ET 30%",163.0602,154.882797886915,"4"
"Boyle Mean Spill Volume per Year","3",2030,"CMIP3","Reduce ET 50%",163.0602,155.813435774027,"4"
"Boyle Mean Spill Volume per Year","3",2030,"CMIP3","Add 30KAF",163.0602,160.821279502907,"4"
"Boyle Mean Spill Volume per Year","3",2030,"CMIP5","Baseline",163.0602,141.414704507906,"4"
"Boyle Mean Spill Volume per Year","3",2030,"CMIP5","Reduce ET 30%",163.0602,142.645783581769,"4"
"Boyle Mean Spill Volume per Year","3",2030,"CMIP5","Reduce ET 50%",163.0602,143.410225180639,"4"
"Boyle Mean Spill Volume per Year","3",2030,"CMIP5","Add 30KAF",163.0602,148.535080908769,"4"
"Boyle Mean Spill Volume per Year","4",2030,"CMIP3","Baseline",163.0602,19.3644433160268,"3"
"Boyle Mean Spill Volume per Year","4",2030,"CMIP3","Reduce ET 30%",163.0602,19.6494914148271,"3"
"Boyle Mean Spill Volume per Year","4",2030,"CMIP3","Reduce ET 50%",163.0602,19.7446096595,"3"
"Boyle Mean Spill Volume per Year","4",2030,"CMIP3","Add 30KAF",163.0602,23.7305608603448,"3"
"Boyle Mean Spill Volume per Year","4",2030,"CMIP5","Baseline",163.0602,12.2862599211825,"3"
"Boyle Mean Spill Volume per Year","4",2030,"CMIP5","Reduce ET 30%",163.0602,12.948959954667,"3"
"Boyle Mean Spill Volume per Year","4",2030,"CMIP5","Reduce ET 50%",163.0602,13.3250787132605,"3"
"Boyle Mean Spill Volume per Year","4",2030,"CMIP5","Add 30KAF",163.0602,16.6734126414661,"3"
"Boyle Mean Spill Volume per Year","5",2030,"CMIP3","Baseline",163.0602,56.9245591505468,"3"
"Boyle Mean Spill Volume per Year","5",2030,"CMIP3","Reduce ET 30%",163.0602,57.3402338522828,"3"
"Boyle Mean Spill Volume per Year","5",2030,"CMIP3","Reduce ET 50%",163.0602,57.727207497599,"3"
"Boyle Mean Spill Volume per Year","5",2030,"CMIP3","Add 30KAF",163.0602,62.0572034132179,"3"
"Boyle Mean Spill Volume per Year","5",2030,"CMIP5","Baseline",163.0602,96.8878978438638,"3"
"Boyle Mean Spill Volume per Year","5",2030,"CMIP5","Reduce ET 30%",163.0602,97.6980280902391,"3"
"Boyle Mean Spill Volume per Year","5",2030,"CMIP5","Reduce ET 50%",163.0602,98.2851732059693,"3"
"Boyle Mean Spill Volume per Year","5",2030,"CMIP5","Add 30KAF",163.0602,102.80197129649,"3"
"Copco1 Mean Spill Days per Year","1",2030,"CMIP3","Baseline",42.8,33.8785046728972,"3"
"Copco1 Mean Spill Days per Year","1",2030,"CMIP3","Reduce ET 30%",42.8,34.3457943925234,"3"
"Copco1 Mean Spill Days per Year","1",2030,"CMIP3","Reduce ET 50%",42.8,34.6572429906542,"3"
"Copco1 Mean Spill Days per Year","1",2030,"CMIP3","Add 30KAF",42.8,37.6168224299065,"3"
"Copco1 Mean Spill Days per Year","1",2030,"CMIP5","Baseline",42.8,29.7507009345794,"3"
"Copco1 Mean Spill Days per Year","1",2030,"CMIP5","Reduce ET 30%",42.8,29.7507009345794,"3"
"Copco1 Mean Spill Days per Year","1",2030,"CMIP5","Reduce ET 50%",42.8,30.5296728971963,"3"
"Copco1 Mean Spill Days per Year","1",2030,"CMIP5","Add 30KAF",42.8,34.8908878504673,"3"
"Copco1 Mean Spill Days per Year","2",2030,"CMIP3","Baseline",42.8,3.27102803738319,"3"
"Copco1 Mean Spill Days per Year","2",2030,"CMIP3","Reduce ET 30%",42.8,3.58247663551403,"3"
"Copco1 Mean Spill Days per Year","2",2030,"CMIP3","Reduce ET 50%",42.8,4.04976635514019,"3"
"Copco1 Mean Spill Days per Year","2",2030,"CMIP3","Add 30KAF",42.8,8.41121495327103,"3"
"Copco1 Mean Spill Days per Year","2",2030,"CMIP5","Baseline",42.8,-0.389485981308408,"2"
"Copco1 Mean Spill Days per Year","2",2030,"CMIP5","Reduce ET 30%",42.8,0.700934579439262,"3"
"Copco1 Mean Spill Days per Year","2",2030,"CMIP5","Reduce ET 50%",42.8,1.16822429906542,"3"
"Copco1 Mean Spill Days per Year","2",2030,"CMIP5","Add 30KAF",42.8,3.0373831775701,"3"
"Copco1 Mean Spill Days per Year","3",2030,"CMIP3","Baseline",42.8,38.3177570093458,"3"
"Copco1 Mean Spill Days per Year","3",2030,"CMIP3","Reduce ET 30%",42.8,39.3301401869159,"3"
"Copco1 Mean Spill Days per Year","3",2030,"CMIP3","Reduce ET 50%",42.8,39.4859813084112,"3"
"Copco1 Mean Spill Days per Year","3",2030,"CMIP3","Add 30KAF",42.8,43.1464953271028,"3"
"Copco1 Mean Spill Days per Year","3",2030,"CMIP5","Baseline",42.8,33.8007009345794,"3"
"Copco1 Mean Spill Days per Year","3",2030,"CMIP5","Reduce ET 30%",42.8,34.8908878504673,"3"
"Copco1 Mean Spill Days per Year","3",2030,"CMIP5","Reduce ET 50%",42.8,35.3581775700935,"3"
"Copco1 Mean Spill Days per Year","3",2030,"CMIP5","Add 30KAF",42.8,38.0841121495327,"3"
"Copco1 Mean Spill Days per Year","4",2030,"CMIP3","Baseline",42.8,-9.2679906542056,"2"
"Copco1 Mean Spill Days per Year","4",2030,"CMIP3","Reduce ET 30%",42.8,-8.02172897196261,"2"
"Copco1 Mean Spill Days per Year","4",2030,"CMIP3","Reduce ET 50%",42.8,-7.63247663551402,"2"
"Copco1 Mean Spill Days per Year","4",2030,"CMIP3","Add 30KAF",42.8,-5.21799065420561,"2"
"Copco1 Mean Spill Days per Year","4",2030,"CMIP5","Baseline",42.8,-13.3177570093458,"2"
"Copco1 Mean Spill Days per Year","4",2030,"CMIP5","Reduce ET 30%",42.8,-12.9282710280374,"2"
"Copco1 Mean Spill Days per Year","4",2030,"CMIP5","Reduce ET 50%",42.8,-12.2273364485981,"2"
"Copco1 Mean Spill Days per Year","4",2030,"CMIP5","Add 30KAF",42.8,-10.6698598130841,"2"
"Copco1 Mean Spill Days per Year","5",2030,"CMIP3","Baseline",42.8,16.0436915887851,"3"
"Copco1 Mean Spill Days per Year","5",2030,"CMIP3","Reduce ET 30%",42.8,16.6665887850467,"3"
"Copco1 Mean Spill Days per Year","5",2030,"CMIP3","Reduce ET 50%",42.8,17.2119158878505,"3"
"Copco1 Mean Spill Days per Year","5",2030,"CMIP3","Add 30KAF",42.8,20.4829439252336,"3"
"Copco1 Mean Spill Days per Year","5",2030,"CMIP5","Baseline",42.8,20.7943925233645,"3"
"Copco1 Mean Spill Days per Year","5",2030,"CMIP5","Reduce ET 30%",42.8,21.7289719626168,"3"
"Copco1 Mean Spill Days per Year","5",2030,"CMIP5","Reduce ET 50%",42.8,22.5077102803738,"3"
"Copco1 Mean Spill Days per Year","5",2030,"CMIP5","Add 30KAF",42.8,25.1558411214953,"3"
"Copco1 Mean Spill Volume per Year","1",2030,"CMIP3","Baseline",186.3791,83.7018742981375,"3"
"Copco1 Mean Spill Volume per Year","1",2030,"CMIP3","Reduce ET 30%",186.3791,84.3728722802074,"3"
"Copco1 Mean Spill Volume per Year","1",2030,"CMIP3","Reduce ET 50%",186.3791,84.9301772569993,"3"
"Copco1 Mean Spill Volume per Year","1",2030,"CMIP3","Add 30KAF",186.3791,89.2419804581093,"3"
"Copco1 Mean Spill Volume per Year","1",2030,"CMIP5","Baseline",186.3791,86.1988280874841,"3"
"Copco1 Mean Spill Volume per Year","1",2030,"CMIP5","Reduce ET 30%",186.3791,86.4540069138654,"3"
"Copco1 Mean Spill Volume per Year","1",2030,"CMIP5","Reduce ET 50%",186.3791,86.8565198565719,"3"
"Copco1 Mean Spill Volume per Year","1",2030,"CMIP5","Add 30KAF",186.3791,91.9845626467775,"3"
"Copco1 Mean Spill Volume per Year","2",2030,"CMIP3","Baseline",186.3791,13.6650514998731,"3"
"Copco1 Mean Spill Volume per Year","2",2030,"CMIP3","Reduce ET 30%",186.3791,13.8240822066423,"3"
"Copco1 Mean Spill Volume per Year","2",2030,"CMIP3","Reduce ET 50%",186.3791,13.6774992475015,"3"
"Copco1 Mean Spill Volume per Year","2",2030,"CMIP3","Add 30KAF",186.3791,18.6622319777271,"3"
"Copco1 Mean Spill Volume per Year","2",2030,"CMIP5","Baseline",186.3791,3.52475143403955,"3"
"Copco1 Mean Spill Volume per Year","2",2030,"CMIP5","Reduce ET 30%",186.3791,3.74521606768141,"3"
"Copco1 Mean Spill Volume per Year","2",2030,"CMIP5","Reduce ET 50%",186.3791,4.02303691776599,"3"
"Copco1 Mean Spill Volume per Year","2",2030,"CMIP5","Add 30KAF",186.3791,7.92588868601683,"3"
"Copco1 Mean Spill Volume per Year","3",2030,"CMIP3","Baseline",186.3791,144.042277272505,"4"
"Copco1 Mean Spill Volume per Year","3",2030,"CMIP3","Reduce ET 30%",186.3791,145.185162928676,"4"
"Copco1 Mean Spill Volume per Year","3",2030,"CMIP3","Reduce ET 50%",186.3791,146.204536882086,"4"
"Copco1 Mean Spill Volume per Year","3",2030,"CMIP3","Add 30KAF",186.3791,151.071606204773,"4"
"Copco1 Mean Spill Volume per Year","3",2030,"CMIP5","Baseline",186.3791,129.730264820465,"3"
"Copco1 Mean Spill Volume per Year","3",2030,"CMIP5","Reduce ET 30%",186.3791,130.780489872523,"3"
"Copco1 Mean Spill Volume per Year","3",2030,"CMIP5","Reduce ET 50%",186.3791,131.538944012499,"3"
"Copco1 Mean Spill Volume per Year","3",2030,"CMIP5","Add 30KAF",186.3791,136.285613569333,"4"
"Copco1 Mean Spill Volume per Year","4",2030,"CMIP3","Baseline",186.3791,20.3705780315497,"3"
"Copco1 Mean Spill Volume per Year","4",2030,"CMIP3","Reduce ET 30%",186.3791,20.7624138114198,"3"
"Copco1 Mean Spill Volume per Year","4",2030,"CMIP3","Reduce ET 50%",186.3791,21.0042864248191,"3"
"Copco1 Mean Spill Volume per Year","4",2030,"CMIP3","Add 30KAF",186.3791,25.1424113540628,"3"
"Copco1 Mean Spill Volume per Year","4",2030,"CMIP5","Baseline",186.3791,9.04328865200015,"3"
"Copco1 Mean Spill Volume per Year","4",2030,"CMIP5","Reduce ET 30%",186.3791,9.65972043002676,"3"
"Copco1 Mean Spill Volume per Year","4",2030,"CMIP5","Reduce ET 50%",186.3791,10.0680816679553,"3"
"Copco1 Mean Spill Volume per Year","4",2030,"CMIP5","Add 30KAF",186.3791,13.5963742715787,"3"
"Copco1 Mean Spill Volume per Year","5",2030,"CMIP3","Baseline",186.3791,54.5465129942145,"3"
"Copco1 Mean Spill Volume per Year","5",2030,"CMIP3","Reduce ET 30%",186.3791,55.0254293533985,"3"
"Copco1 Mean Spill Volume per Year","5",2030,"CMIP3","Reduce ET 50%",186.3791,55.4462383389554,"3"
"Copco1 Mean Spill Volume per Year","5",2030,"CMIP3","Add 30KAF",186.3791,59.9400361950455,"3"
"Copco1 Mean Spill Volume per Year","5",2030,"CMIP5","Baseline",186.3791,88.4960813739309,"3"
"Copco1 Mean Spill Volume per Year","5",2030,"CMIP5","Reduce ET 30%",186.3791,89.4082544663001,"3"
"Copco1 Mean Spill Volume per Year","5",2030,"CMIP5","Reduce ET 50%",186.3791,90.1213172507003,"3"
"Copco1 Mean Spill Volume per Year","5",2030,"CMIP5","Add 30KAF",186.3791,94.6920014100294,"3"
"Iron Gate Mean Spill Days per Year","1",2030,"CMIP3","Baseline",170.3333,-8.59098015479065,"2"
"Iron Gate Mean Spill Days per Year","1",2030,"CMIP3","Reduce ET 30%",170.3333,-8.27788811700354,"2"
"Iron Gate Mean Spill Days per Year","1",2030,"CMIP3","Reduce ET 50%",170.3333,-8.14086264987528,"2"
"Iron Gate Mean Spill Days per Year","1",2030,"CMIP3","Add 30KAF",170.3333,-5.34246679891718,"2"
"Iron Gate Mean Spill Days per Year","1",2030,"CMIP5","Baseline",170.3333,-15.1467740013256,"2"
"Iron Gate Mean Spill Days per Year","1",2030,"CMIP5","Reduce ET 30%",170.3333,-15.2445822396443,"2"
"Iron Gate Mean Spill Days per Year","1",2030,"CMIP5","Reduce ET 50%",170.3333,-15.303290666006,"2"
"Iron Gate Mean Spill Days per Year","1",2030,"CMIP5","Add 30KAF",170.3333,-13.1115289846436,"2"
"Iron Gate Mean Spill Days per Year","2",2030,"CMIP3","Baseline",170.3333,-22.3679104438181,"2"
"Iron Gate Mean Spill Days per Year","2",2030,"CMIP3","Reduce ET 30%",170.3333,-21.6438007130725,"2"
"Iron Gate Mean Spill Days per Year","2",2030,"CMIP3","Reduce ET 50%",170.3333,-21.115424875817,"2"
"Iron Gate Mean Spill Days per Year","2",2030,"CMIP3","Add 30KAF",170.3333,-18.1604536517522,"2"
"Iron Gate Mean Spill Days per Year","2",2030,"CMIP5","Baseline",170.3333,-23.2680867452225,"2"
"Iron Gate Mean Spill Days per Year","2",2030,"CMIP5","Reduce ET 30%",170.3333,-21.6829592334558,"2"
"Iron Gate Mean Spill Days per Year","2",2030,"CMIP5","Reduce ET 50%",170.3333,-21.4481255280089,"2"
"Iron Gate Mean Spill Days per Year","2",2030,"CMIP5","Add 30KAF",170.3333,-19.8042895898806,"2"
"Iron Gate Mean Spill Days per Year","3",2030,"CMIP3","Baseline",170.3333,-17.7103361468368,"2"
"Iron Gate Mean Spill Days per Year","3",2030,"CMIP3","Reduce ET 30%",170.3333,-17.2602773503478,"2"
"Iron Gate Mean Spill Days per Year","3",2030,"CMIP3","Reduce ET 50%",170.3333,-16.6535844723257,"2"
"Iron Gate Mean Spill Days per Year","3",2030,"CMIP3","Add 30KAF",170.3333,-16.2230755818152,"2"
"Iron Gate Mean Spill Days per Year","3",2030,"CMIP5","Baseline",170.3333,-16.790609939454,"2"
"Iron Gate Mean Spill Days per Year","3",2030,"CMIP5","Reduce ET 30%",170.3333,-16.3013339141554,"2"
"Iron Gate Mean Spill Days per Year","3",2030,"CMIP5","Reduce ET 50%",170.3333,-15.7925666913046,"2"
"Iron Gate Mean Spill Days per Year","3",2030,"CMIP5","Add 30KAF",170.3333,-14.7749148287505,"2"
"Iron Gate Mean Spill Days per Year","4",2030,"CMIP3","Baseline",170.3333,-34.7553884061425,"2"
"Iron Gate Mean Spill Days per Year","4",2030,"CMIP3","Reduce ET 30%",170.3333,-34.1683041425253,"2"
"Iron Gate Mean Spill Days per Year","4",2030,"CMIP3","Reduce ET 50%",170.3333,-33.6007697848865,"2"
"Iron Gate Mean Spill Days per Year","4",2030,"CMIP3","Add 30KAF",170.3333,-32.3483429253117,"2"
"Iron Gate Mean Spill Days per Year","4",2030,"CMIP5","Baseline",170.3333,-32.4853096840136,"2"
"Iron Gate Mean Spill Days per Year","4",2030,"CMIP5","Reduce ET 30%",170.3333,-31.5851333826093,"2"
"Iron Gate Mean Spill Days per Year","4",2030,"CMIP5","Reduce ET 50%",170.3333,-31.1154659717155,"2"
"Iron Gate Mean Spill Days per Year","4",2030,"CMIP5","Add 30KAF",170.3333,-29.9021389240976,"2"
"Iron Gate Mean Spill Days per Year","5",2030,"CMIP3","Baseline",170.3333,-22.602744149265,"2"
"Iron Gate Mean Spill Days per Year","5",2030,"CMIP3","Reduce ET 30%",170.3333,-21.6242508070941,"2"
"Iron Gate Mean Spill Days per Year","5",2030,"CMIP3","Reduce ET 50%",170.3333,-21.3698671956687,"2"
"Iron Gate Mean Spill Days per Year","5",2030,"CMIP3","Add 30KAF",170.3333,-20.5870490385615,"2"
"Iron Gate Mean Spill Days per Year","5",2030,"CMIP5","Baseline",170.3333,-20.3131155211576,"2"
"Iron Gate Mean Spill Days per Year","5",2030,"CMIP5","Reduce ET 30%",170.3333,-19.9804148689657,"2"
"Iron Gate Mean Spill Days per Year","5",2030,"CMIP5","Reduce ET 50%",170.3333,-19.7651310694973,"2"
"Iron Gate Mean Spill Days per Year","5",2030,"CMIP5","Add 30KAF",170.3333,-18.3365789308374,"2"
"Iron Gate Mean Spill Volume per Year","1",2030,"CMIP3","Baseline",533.8601,33.3252101065429,"3"
"Iron Gate Mean Spill Volume per Year","1",2030,"CMIP3","Reduce ET 30%",533.8601,33.6839932409259,"3"
"Iron Gate Mean Spill Volume per Year","1",2030,"CMIP3","Reduce ET 50%",533.8601,33.8916319088091,"3"
"Iron Gate Mean Spill Volume per Year","1",2030,"CMIP3","Add 30KAF",533.8601,37.33002335256,"3"
"Iron Gate Mean Spill Volume per Year","1",2030,"CMIP5","Baseline",533.8601,32.9603954294393,"3"
"Iron Gate Mean Spill Volume per Year","1",2030,"CMIP5","Reduce ET 30%",533.8601,33.3333957716638,"3"
"Iron Gate Mean Spill Volume per Year","1",2030,"CMIP5","Reduce ET 50%",533.8601,33.6279111325233,"3"
"Iron Gate Mean Spill Volume per Year","1",2030,"CMIP5","Add 30KAF",533.8601,36.8891775204777,"3"
"Iron Gate Mean Spill Volume per Year","2",2030,"CMIP3","Baseline",533.8601,-3.97222043752661,"2"
"Iron Gate Mean Spill Volume per Year","2",2030,"CMIP3","Reduce ET 30%",533.8601,-3.68750165071336,"2"
"Iron Gate Mean Spill Volume per Year","2",2030,"CMIP3","Reduce ET 50%",533.8601,-3.56707684279083,"2"
"Iron Gate Mean Spill Volume per Year","2",2030,"CMIP3","Add 30KAF",533.8601,-0.400385793956119,"2"
"Iron Gate Mean Spill Volume per Year","2",2030,"CMIP5","Baseline",533.8601,-8.41074281445644,"2"
"Iron Gate Mean Spill Volume per Year","2",2030,"CMIP5","Reduce ET 30%",533.8601,-7.99357359727763,"2"
"Iron Gate Mean Spill Volume per Year","2",2030,"CMIP5","Reduce ET 50%",533.8601,-7.64130902459277,"2"
"Iron Gate Mean Spill Volume per Year","2",2030,"CMIP5","Add 30KAF",533.8601,-5.09513634751876,"2"
"Iron Gate Mean Spill Volume per Year","3",2030,"CMIP3","Baseline",533.8601,51.0788875212813,"3"
"Iron Gate Mean Spill Volume per Year","3",2030,"CMIP3","Reduce ET 30%",533.8601,51.825412687706,"3"
"Iron Gate Mean Spill Volume per Year","3",2030,"CMIP3","Reduce ET 50%",533.8601,52.4081121627183,"3"
"Iron Gate Mean Spill Volume per Year","3",2030,"CMIP3","Add 30KAF",533.8601,55.0700455044308,"3"
"Iron Gate Mean Spill Volume per Year","3",2030,"CMIP5","Baseline",533.8601,46.3954695246938,"3"
"Iron Gate Mean Spill Volume per Year","3",2030,"CMIP5","Reduce ET 30%",533.8601,47.1606138012562,"3"
"Iron Gate Mean Spill Volume per Year","3",2030,"CMIP5","Reduce ET 50%",533.8601,47.7172390294761,"3"
"Iron Gate Mean Spill Volume per Year","3",2030,"CMIP5","Add 30KAF",533.8601,50.2110384349758,"3"
"Iron Gate Mean Spill Volume per Year","4",2030,"CMIP3","Baseline",533.8601,-7.60783583564309,"2"
"Iron Gate Mean Spill Volume per Year","4",2030,"CMIP3","Reduce ET 30%",533.8601,-6.92672106418891,"2"
"Iron Gate Mean Spill Volume per Year","4",2030,"CMIP3","Reduce ET 50%",533.8601,-6.55083607109802,"2"
"Iron Gate Mean Spill Volume per Year","4",2030,"CMIP3","Add 30KAF",533.8601,-4.57773487848221,"2"
"Iron Gate Mean Spill Volume per Year","4",2030,"CMIP5","Baseline",533.8601,-14.455922066474,"2"
"Iron Gate Mean Spill Volume per Year","4",2030,"CMIP5","Reduce ET 30%",533.8601,-13.8465114736988,"2"
"Iron Gate Mean Spill Volume per Year","4",2030,"CMIP5","Reduce ET 50%",533.8601,-13.3047215927918,"2"
"Iron Gate Mean Spill Volume per Year","4",2030,"CMIP5","Add 30KAF",533.8601,-11.2256188465855,"2"
"Iron Gate Mean Spill Volume per Year","5",2030,"CMIP3","Baseline",533.8601,14.9166232876366,"3"
"Iron Gate Mean Spill Volume per Year","5",2030,"CMIP3","Reduce ET 30%",533.8601,15.4715814124337,"3"
"Iron Gate Mean Spill Volume per Year","5",2030,"CMIP3","Reduce ET 50%",533.8601,15.8460802745888,"3"
"Iron Gate Mean Spill Volume per Year","5",2030,"CMIP3","Add 30KAF",533.8601,18.3842358700341,"3"
"Iron Gate Mean Spill Volume per Year","5",2030,"CMIP5","Baseline",533.8601,28.4623256167674,"3"
"Iron Gate Mean Spill Volume per Year","5",2030,"CMIP5","Reduce ET 30%",533.8601,29.1099297362736,"3"
"Iron Gate Mean Spill Volume per Year","5",2030,"CMIP5","Reduce ET 50%",533.8601,29.5665662221245,"3"
"Iron Gate Mean Spill Volume per Year","5",2030,"CMIP5","Add 30KAF",533.8601,32.0266301976866,"3"
"Mean Annual Hydropower Generated (MW)","1",2030,"CMIP3","Baseline",26741.1142,3.64216162690783,"2"
"Mean Annual Hydropower Generated (MW)","1",2030,"CMIP3","Reduce ET 30%",26741.1142,3.76031788533328,"2"
"Mean Annual Hydropower Generated (MW)","1",2030,"CMIP3","Reduce ET 50%",26741.1142,3.82069345487482,"2"
"Mean Annual Hydropower Generated (MW)","1",2030,"CMIP3","Add 30KAF",26741.1142,5.32209461937827,"2"
"Mean Annual Hydropower Generated (MW)","1",2030,"CMIP5","Baseline",26741.1142,1.07859941004253,"2"
"Mean Annual Hydropower Generated (MW)","1",2030,"CMIP5","Reduce ET 30%",26741.1142,1.30403167718419,"2"
"Mean Annual Hydropower Generated (MW)","1",2030,"CMIP5","Reduce ET 50%",26741.1142,1.4175553687288,"2"
"Mean Annual Hydropower Generated (MW)","1",2030,"CMIP5","Add 30KAF",26741.1142,2.68240879805973,"2"
"Mean Annual Hydropower Generated (MW)","2",2030,"CMIP3","Baseline",26741.1142,-5.03519894470216,"3"
"Mean Annual Hydropower Generated (MW)","2",2030,"CMIP3","Reduce ET 30%",26741.1142,-4.83454163626436,"3"
