"measure","scenario","period","climset","strategy","value_hist","pctchange","colournm"
"TrinityOceanReach Mean Ann Boating Days","1",2070,"CMIP5","Baseline",252.9333,-7.36688288967882,"2"
"TrinityOceanReach Mean Ann Boating Days","1",2070,"CMIP5","Reduce ET 30%",252.9333,-7.40641900453598,"2"
"TrinityOceanReach Mean Ann Boating Days","1",2070,"CMIP5","Reduce ET 50%",252.9333,-7.43278959314571,"2"
"TrinityOceanReach Mean Ann Boating Days","1",2070,"CMIP5","Add 30KAF",252.9333,-7.51186182286002,"2"
"TrinityOceanReach Mean Ann Boating Days","2",2070,"CMIP3","Baseline",252.9333,7.7227474595081,"3"
"TrinityOceanReach Mean Ann Boating Days","2",2070,"CMIP3","Reduce ET 30%",252.9333,7.73591298575553,"3"
"TrinityOceanReach Mean Ann Boating Days","2",2070,"CMIP3","Reduce ET 50%",252.9333,7.69637687089836,"3"
"TrinityOceanReach Mean Ann Boating Days","2",2070,"CMIP3","Add 30KAF",252.9333,7.73591298575553,"3"
"TrinityOceanReach Mean Ann Boating Days","2",2070,"CMIP5","Baseline",252.9333,5.07382776407852,"3"
"TrinityOceanReach Mean Ann Boating Days","2",2070,"CMIP5","Reduce ET 30%",252.9333,5.02108658685907,"3"
"TrinityOceanReach Mean Ann Boating Days","2",2070,"CMIP5","Reduce ET 50%",252.9333,4.9815504720019,"3"
"TrinityOceanReach Mean Ann Boating Days","2",2070,"CMIP5","Add 30KAF",252.9333,4.9815504720019,"3"
"TrinityOceanReach Mean Ann Boating Days","3",2070,"CMIP3","Baseline",252.9333,-0.408526674819012,"2"
"TrinityOceanReach Mean Ann Boating Days","3",2070,"CMIP3","Reduce ET 30%",252.9333,-0.527135019390491,"2"
"TrinityOceanReach Mean Ann Boating Days","3",2070,"CMIP3","Reduce ET 50%",252.9333,-0.606207249104802,"2"
"TrinityOceanReach Mean Ann Boating Days","3",2070,"CMIP3","Add 30KAF",252.9333,-0.540300545637923,"2"
"TrinityOceanReach Mean Ann Boating Days","3",2070,"CMIP5","Baseline",252.9333,-2.43803405878151,"2"
"TrinityOceanReach Mean Ann Boating Days","3",2070,"CMIP5","Reduce ET 30%",252.9333,-2.39849794392434,"2"
"TrinityOceanReach Mean Ann Boating Days","3",2070,"CMIP5","Reduce ET 50%",252.9333,-2.35896182906719,"2"
"TrinityOceanReach Mean Ann Boating Days","3",2070,"CMIP5","Add 30KAF",252.9333,-2.47757017363867,"2"
"TrinityOceanReach Mean Ann Boating Days","4",2070,"CMIP3","Baseline",252.9333,11.3205339115095,"3"
"TrinityOceanReach Mean Ann Boating Days","4",2070,"CMIP3","Reduce ET 30%",252.9333,11.2809977966523,"3"
"TrinityOceanReach Mean Ann Boating Days","4",2070,"CMIP3","Reduce ET 50%",252.9333,11.2546272080426,"3"
"TrinityOceanReach Mean Ann Boating Days","4",2070,"CMIP3","Add 30KAF",252.9333,11.2809977966523,"3"
"TrinityOceanReach Mean Ann Boating Days","4",2070,"CMIP5","Baseline",252.9333,10.5034410257566,"3"
"TrinityOceanReach Mean Ann Boating Days","4",2070,"CMIP5","Reduce ET 30%",252.9333,10.4112032697948,"3"
"TrinityOceanReach Mean Ann Boating Days","4",2070,"CMIP5","Reduce ET 50%",252.9333,10.4243687960423,"3"
"TrinityOceanReach Mean Ann Boating Days","4",2070,"CMIP5","Add 30KAF",252.9333,10.3584620925754,"3"
"TrinityOceanReach Mean Ann Boating Days","5",2070,"CMIP3","Baseline",252.9333,-0.0922377559617552,"2"
"TrinityOceanReach Mean Ann Boating Days","5",2070,"CMIP3","Reduce ET 30%",252.9333,-0.118608344571478,"2"
"TrinityOceanReach Mean Ann Boating Days","5",2070,"CMIP3","Reduce ET 50%",252.9333,-0.171309985676067,"2"
"TrinityOceanReach Mean Ann Boating Days","5",2070,"CMIP3","Add 30KAF",252.9333,-0.19768057428579,"2"
"TrinityOceanReach Mean Ann Boating Days","5",2070,"CMIP5","Baseline",252.9333,-0.474433378285891,"2"
"TrinityOceanReach Mean Ann Boating Days","5",2070,"CMIP5","Reduce ET 30%",252.9333,-0.658908890209402,"2"
"TrinityOceanReach Mean Ann Boating Days","5",2070,"CMIP5","Reduce ET 50%",252.9333,-0.711650067428848,"2"
"TrinityOceanReach Mean Ann Boating Days","5",2070,"CMIP5","Add 30KAF",252.9333,-0.685279478819125,"2"
