"measure","scenario","period","climset","strategy","value","value_hist"
"KenoReach Mean Ann Fishing Days","CT",2030,"CMIP3","Add 30KAF",248.2,247.6667
"KenoReach Mean Ann Fishing Days","CT",2030,"CMIP3","Baseline",251.8333,247.6667
"KenoReach Mean Ann Fishing Days","CT",2030,"CMIP3","Reduce ET 30%",251.1333,247.6667
"KenoReach Mean Ann Fishing Days","CT",2030,"CMIP3","Reduce ET 50%",250.5,247.6667
"KenoReach Mean Ann Fishing Days","CT",2030,"CMIP5","Add 30KAF",235.5333,247.6667
"KenoReach Mean Ann Fishing Days","CT",2030,"CMIP5","Baseline",239.0333,247.6667
"KenoReach Mean Ann Fishing Days","CT",2030,"CMIP5","Reduce ET 30%",237.9667,247.6667
"KenoReach Mean Ann Fishing Days","CT",2030,"CMIP5","Reduce ET 50%",237.7,247.6667
"KenoReach Mean Ann Fishing Days","WD",2070,"CMIP3","Add 30KAF",258.4667,247.6667
"KenoReach Mean Ann Fishing Days","WD",2070,"CMIP3","Baseline",261,247.6667
"KenoReach Mean Ann Fishing Days","WD",2070,"CMIP3","Reduce ET 30%",260.5667,247.6667
"KenoReach Mean Ann Fishing Days","WD",2070,"CMIP3","Reduce ET 50%",260.1667,247.6667
"KenoReach Mean Ann Fishing Days","WD",2070,"CMIP5","Add 30KAF",253.3667,247.6667
"KenoReach Mean Ann Fishing Days","WD",2070,"CMIP5","Baseline",257.4333,247.6667
"KenoReach Mean Ann Fishing Days","WD",2070,"CMIP5","Reduce ET 30%",256.6,247.6667
"KenoReach Mean Ann Fishing Days","WD",2070,"CMIP5","Reduce ET 50%",256.5333,247.6667
"KenoReach Mean Ann Fishing Days","WW",2070,"CMIP3","Add 30KAF",203.6,247.6667
"KenoReach Mean Ann Fishing Days","WW",2070,"CMIP3","Baseline",207.2,247.6667
"KenoReach Mean Ann Fishing Days","WW",2070,"CMIP3","Reduce ET 30%",205.8,247.6667
"KenoReach Mean Ann Fishing Days","WW",2070,"CMIP3","Reduce ET 50%",205.3667,247.6667
"KenoReach Mean Ann Fishing Days","WW",2070,"CMIP5","Add 30KAF",208.7,247.6667
"KenoReach Mean Ann Fishing Days","WW",2070,"CMIP5","Baseline",212.8667,247.6667
"KenoReach Mean Ann Fishing Days","WW",2070,"CMIP5","Reduce ET 30%",212.1333,247.6667
"KenoReach Mean Ann Fishing Days","WW",2070,"CMIP5","Reduce ET 50%",211.4667,247.6667
"KenoReach Mean Ann Fishing Days","HD",2070,"CMIP3","Add 30KAF",261.8333,247.6667
"KenoReach Mean Ann Fishing Days","HD",2070,"CMIP3","Baseline",265.1,247.6667
"KenoReach Mean Ann Fishing Days","HD",2070,"CMIP3","Reduce ET 30%",264.6333,247.6667
"KenoReach Mean Ann Fishing Days","HD",2070,"CMIP3","Reduce ET 50%",264.0333,247.6667
"KenoReach Mean Ann Fishing Days","HD",2070,"CMIP5","Add 30KAF",251.3667,247.6667
"KenoReach Mean Ann Fishing Days","HD",2070,"CMIP5","Baseline",253.7667,247.6667
"KenoReach Mean Ann Fishing Days","HD",2070,"CMIP5","Reduce ET 30%",252.8667,247.6667
"KenoReach Mean Ann Fishing Days","HD",2070,"CMIP5","Reduce ET 50%",252.4667,247.6667
"KenoReach Mean Ann Fishing Days","HW",2070,"CMIP3","Add 30KAF",210.2,247.6667
"KenoReach Mean Ann Fishing Days","HW",2070,"CMIP3","Baseline",213.6333,247.6667
"KenoReach Mean Ann Fishing Days","HW",2070,"CMIP3","Reduce ET 30%",211.3333,247.6667
"KenoReach Mean Ann Fishing Days","HW",2070,"CMIP3","Reduce ET 50%",210.1667,247.6667
"KenoReach Mean Ann Fishing Days","HW",2070,"CMIP5","Add 30KAF",204.7333,247.6667
"KenoReach Mean Ann Fishing Days","HW",2070,"CMIP5","Baseline",207.7333,247.6667
"KenoReach Mean Ann Fishing Days","HW",2070,"CMIP5","Reduce ET 30%",205.2333,247.6667
"KenoReach Mean Ann Fishing Days","HW",2070,"CMIP5","Reduce ET 50%",203.9,247.6667
"KenoReach Mean Ann Fishing Days","CT",2070,"CMIP3","Add 30KAF",230.3333,247.6667
"KenoReach Mean Ann Fishing Days","CT",2070,"CMIP3","Baseline",233.6333,247.6667
"KenoReach Mean Ann Fishing Days","CT",2070,"CMIP3","Reduce ET 30%",231.7667,247.6667
"KenoReach Mean Ann Fishing Days","CT",2070,"CMIP3","Reduce ET 50%",231.2667,247.6667
"KenoReach Mean Ann Fishing Days","CT",2070,"CMIP5","Add 30KAF",237.6667,247.6667
"KenoReach Mean Ann Fishing Days","CT",2070,"CMIP5","Baseline",241.4333,247.6667
"KenoReach Mean Ann Fishing Days","CT",2070,"CMIP5","Reduce ET 30%",240.5667,247.6667
"KenoReach Mean Ann Fishing Days","CT",2070,"CMIP5","Reduce ET 50%",239.5333,247.6667
"SalmonTrinityReach Mean Ann Fishing Days","WD",2030,"CMIP3","Add 30KAF",231.6,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WD",2030,"CMIP3","Baseline",231.9667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WD",2030,"CMIP3","Reduce ET 30%",231.8667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WD",2030,"CMIP3","Reduce ET 50%",231.7667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WD",2030,"CMIP5","Add 30KAF",233.6333,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WD",2030,"CMIP5","Baseline",233.6667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WD",2030,"CMIP5","Reduce ET 30%",233.6,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WD",2030,"CMIP5","Reduce ET 50%",233.6,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WW",2030,"CMIP3","Add 30KAF",199.3,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WW",2030,"CMIP3","Baseline",199.6667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WW",2030,"CMIP3","Reduce ET 30%",199.4333,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WW",2030,"CMIP3","Reduce ET 50%",199.3333,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WW",2030,"CMIP5","Add 30KAF",205.8333,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WW",2030,"CMIP5","Baseline",206.3667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WW",2030,"CMIP5","Reduce ET 30%",206.3667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WW",2030,"CMIP5","Reduce ET 50%",206.3667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HD",2030,"CMIP3","Add 30KAF",244.2,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HD",2030,"CMIP3","Baseline",244.0667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HD",2030,"CMIP3","Reduce ET 30%",244.3667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HD",2030,"CMIP3","Reduce ET 50%",244.4667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HD",2030,"CMIP5","Add 30KAF",241.9667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HD",2030,"CMIP5","Baseline",242.2667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HD",2030,"CMIP5","Reduce ET 30%",242.3,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HD",2030,"CMIP5","Reduce ET 50%",242.5,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HW",2030,"CMIP3","Add 30KAF",211.4,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HW",2030,"CMIP3","Baseline",211.4333,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HW",2030,"CMIP3","Reduce ET 30%",211.4,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HW",2030,"CMIP3","Reduce ET 50%",211.5667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HW",2030,"CMIP5","Add 30KAF",214.6,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HW",2030,"CMIP5","Baseline",214.5667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HW",2030,"CMIP5","Reduce ET 30%",214.4333,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HW",2030,"CMIP5","Reduce ET 50%",214.3333,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","CT",2030,"CMIP3","Add 30KAF",221.0667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","CT",2030,"CMIP3","Baseline",221.1,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","CT",2030,"CMIP3","Reduce ET 30%",221.0667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","CT",2030,"CMIP3","Reduce ET 50%",221,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","CT",2030,"CMIP5","Add 30KAF",221.8667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","CT",2030,"CMIP5","Baseline",222.4333,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","CT",2030,"CMIP5","Reduce ET 30%",222.3333,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","CT",2030,"CMIP5","Reduce ET 50%",222.2667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WD",2070,"CMIP3","Add 30KAF",243.7333,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WD",2070,"CMIP3","Baseline",243.4667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WD",2070,"CMIP3","Reduce ET 30%",243.7,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WD",2070,"CMIP3","Reduce ET 50%",244.1,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WD",2070,"CMIP5","Add 30KAF",237.4333,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WD",2070,"CMIP5","Baseline",238.1,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WD",2070,"CMIP5","Reduce ET 30%",237.9,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WD",2070,"CMIP5","Reduce ET 50%",237.7,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WW",2070,"CMIP3","Add 30KAF",207.1667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WW",2070,"CMIP3","Baseline",207.2,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WW",2070,"CMIP3","Reduce ET 30%",207.3,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WW",2070,"CMIP3","Reduce ET 50%",207.4,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WW",2070,"CMIP5","Add 30KAF",206.2,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WW",2070,"CMIP5","Baseline",206.2,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WW",2070,"CMIP5","Reduce ET 30%",206.2667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","WW",2070,"CMIP5","Reduce ET 50%",206.3333,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HD",2070,"CMIP3","Add 30KAF",249.4,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HD",2070,"CMIP3","Baseline",249.5333,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HD",2070,"CMIP3","Reduce ET 30%",250.0333,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HD",2070,"CMIP3","Reduce ET 50%",250.2667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HD",2070,"CMIP5","Add 30KAF",246.3667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HD",2070,"CMIP5","Baseline",246.1667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HD",2070,"CMIP5","Reduce ET 30%",247.2,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HD",2070,"CMIP5","Reduce ET 50%",247.5667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HW",2070,"CMIP3","Add 30KAF",221.7,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HW",2070,"CMIP3","Baseline",221.6667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HW",2070,"CMIP3","Reduce ET 30%",221.9667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HW",2070,"CMIP3","Reduce ET 50%",221.9333,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HW",2070,"CMIP5","Add 30KAF",220.2333,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HW",2070,"CMIP5","Baseline",220,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HW",2070,"CMIP5","Reduce ET 30%",220.8333,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","HW",2070,"CMIP5","Reduce ET 50%",220.6667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","CT",2070,"CMIP3","Add 30KAF",223.8333,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","CT",2070,"CMIP3","Baseline",223.9,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","CT",2070,"CMIP3","Reduce ET 30%",224,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","CT",2070,"CMIP3","Reduce ET 50%",224,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","CT",2070,"CMIP5","Add 30KAF",220.3667,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","CT",2070,"CMIP5","Baseline",220.3333,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","CT",2070,"CMIP5","Reduce ET 30%",220.9,213.9333
"SalmonTrinityReach Mean Ann Fishing Days","CT",2070,"CMIP5","Reduce ET 50%",221.0667,213.9333
"ScottSalmonReach Mean Ann Fishing Days","WD",2030,"CMIP3","Add 30KAF",196.1333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WD",2030,"CMIP3","Baseline",197.1,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WD",2030,"CMIP3","Reduce ET 30%",196.7,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WD",2030,"CMIP3","Reduce ET 50%",196.4,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WD",2030,"CMIP5","Add 30KAF",199.7,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WD",2030,"CMIP5","Baseline",199.8667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WD",2030,"CMIP5","Reduce ET 30%",200.3,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WD",2030,"CMIP5","Reduce ET 50%",200.3333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WW",2030,"CMIP3","Add 30KAF",173.5667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WW",2030,"CMIP3","Baseline",173.6,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WW",2030,"CMIP3","Reduce ET 30%",173.4667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WW",2030,"CMIP3","Reduce ET 50%",173.5667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WW",2030,"CMIP5","Add 30KAF",178.9,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WW",2030,"CMIP5","Baseline",179.1,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WW",2030,"CMIP5","Reduce ET 30%",178.9667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WW",2030,"CMIP5","Reduce ET 50%",178.9,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HD",2030,"CMIP3","Add 30KAF",211.5667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HD",2030,"CMIP3","Baseline",211.5333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HD",2030,"CMIP3","Reduce ET 30%",211.6333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HD",2030,"CMIP3","Reduce ET 50%",211.5667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HD",2030,"CMIP5","Add 30KAF",210.2333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HD",2030,"CMIP5","Baseline",210.2333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HD",2030,"CMIP5","Reduce ET 30%",210.2667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HD",2030,"CMIP5","Reduce ET 50%",210.7333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HW",2030,"CMIP3","Add 30KAF",183.6667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HW",2030,"CMIP3","Baseline",183.8667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HW",2030,"CMIP3","Reduce ET 30%",183.7,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HW",2030,"CMIP3","Reduce ET 50%",184,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HW",2030,"CMIP5","Add 30KAF",184.7667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HW",2030,"CMIP5","Baseline",185.2333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HW",2030,"CMIP5","Reduce ET 30%",184.9667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HW",2030,"CMIP5","Reduce ET 50%",184.8333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","CT",2030,"CMIP3","Add 30KAF",188.0667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","CT",2030,"CMIP3","Baseline",188.5,183.9667
"ScottSalmonReach Mean Ann Fishing Days","CT",2030,"CMIP3","Reduce ET 30%",188.4,183.9667
"ScottSalmonReach Mean Ann Fishing Days","CT",2030,"CMIP3","Reduce ET 50%",188.4667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","CT",2030,"CMIP5","Add 30KAF",192.0667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","CT",2030,"CMIP5","Baseline",192.4,183.9667
"ScottSalmonReach Mean Ann Fishing Days","CT",2030,"CMIP5","Reduce ET 30%",192.6,183.9667
"ScottSalmonReach Mean Ann Fishing Days","CT",2030,"CMIP5","Reduce ET 50%",192.7333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WD",2070,"CMIP3","Add 30KAF",210.9333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WD",2070,"CMIP3","Baseline",211.1,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WD",2070,"CMIP3","Reduce ET 30%",210.9333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WD",2070,"CMIP3","Reduce ET 50%",210.8,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WD",2070,"CMIP5","Add 30KAF",200.7333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WD",2070,"CMIP5","Baseline",200.5667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WD",2070,"CMIP5","Reduce ET 30%",200.8333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WD",2070,"CMIP5","Reduce ET 50%",200.7,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WW",2070,"CMIP3","Add 30KAF",175.5333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WW",2070,"CMIP3","Baseline",175.9,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WW",2070,"CMIP3","Reduce ET 30%",175.7667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WW",2070,"CMIP3","Reduce ET 50%",175.8,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WW",2070,"CMIP5","Add 30KAF",175.0333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WW",2070,"CMIP5","Baseline",175.3667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WW",2070,"CMIP5","Reduce ET 30%",174.9667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","WW",2070,"CMIP5","Reduce ET 50%",175,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HD",2070,"CMIP3","Add 30KAF",216.6667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HD",2070,"CMIP3","Baseline",216.2667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HD",2070,"CMIP3","Reduce ET 30%",216.8333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HD",2070,"CMIP3","Reduce ET 50%",217.8333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HD",2070,"CMIP5","Add 30KAF",211.1,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HD",2070,"CMIP5","Baseline",211.2667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HD",2070,"CMIP5","Reduce ET 30%",212.5667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HD",2070,"CMIP5","Reduce ET 50%",212.3667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HW",2070,"CMIP3","Add 30KAF",194.6667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HW",2070,"CMIP3","Baseline",194.8667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HW",2070,"CMIP3","Reduce ET 30%",194.9667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HW",2070,"CMIP3","Reduce ET 50%",194.7333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HW",2070,"CMIP5","Add 30KAF",189.8333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HW",2070,"CMIP5","Baseline",189.6333,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HW",2070,"CMIP5","Reduce ET 30%",190.3,183.9667
"ScottSalmonReach Mean Ann Fishing Days","HW",2070,"CMIP5","Reduce ET 50%",190.2667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","CT",2070,"CMIP3","Add 30KAF",192.7667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","CT",2070,"CMIP3","Baseline",192.8,183.9667
"ScottSalmonReach Mean Ann Fishing Days","CT",2070,"CMIP3","Reduce ET 30%",192.2,183.9667
"ScottSalmonReach Mean Ann Fishing Days","CT",2070,"CMIP3","Reduce ET 50%",192.2,183.9667
"ScottSalmonReach Mean Ann Fishing Days","CT",2070,"CMIP5","Add 30KAF",191.4667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","CT",2070,"CMIP5","Baseline",191.6,183.9667
"ScottSalmonReach Mean Ann Fishing Days","CT",2070,"CMIP5","Reduce ET 30%",192.0667,183.9667
"ScottSalmonReach Mean Ann Fishing Days","CT",2070,"CMIP5","Reduce ET 50%",191.9333,183.9667
"TrinityOceanReach Mean Ann Fishing Days","WD",2030,"CMIP3","Add 30KAF",261.4333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WD",2030,"CMIP3","Baseline",261.8,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WD",2030,"CMIP3","Reduce ET 30%",261.6667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WD",2030,"CMIP3","Reduce ET 50%",261.5333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WD",2030,"CMIP5","Add 30KAF",262.7333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WD",2030,"CMIP5","Baseline",262.9,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WD",2030,"CMIP5","Reduce ET 30%",262.8667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WD",2030,"CMIP5","Reduce ET 50%",262.8667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WW",2030,"CMIP3","Add 30KAF",232.8333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WW",2030,"CMIP3","Baseline",232.8667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WW",2030,"CMIP3","Reduce ET 30%",232.8667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WW",2030,"CMIP3","Reduce ET 50%",232.9,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WW",2030,"CMIP5","Add 30KAF",236.5333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WW",2030,"CMIP5","Baseline",236.8,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WW",2030,"CMIP5","Reduce ET 30%",236.7667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WW",2030,"CMIP5","Reduce ET 50%",236.8667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HD",2030,"CMIP3","Add 30KAF",272.3,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HD",2030,"CMIP3","Baseline",272.5333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HD",2030,"CMIP3","Reduce ET 30%",272.4333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HD",2030,"CMIP3","Reduce ET 50%",272.2333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HD",2030,"CMIP5","Add 30KAF",273.7,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HD",2030,"CMIP5","Baseline",273.9667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HD",2030,"CMIP5","Reduce ET 30%",273.7333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HD",2030,"CMIP5","Reduce ET 50%",273.7333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HW",2030,"CMIP3","Add 30KAF",241,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HW",2030,"CMIP3","Baseline",241.0333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HW",2030,"CMIP3","Reduce ET 30%",240.9667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HW",2030,"CMIP3","Reduce ET 50%",240.9,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HW",2030,"CMIP5","Add 30KAF",241.5667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HW",2030,"CMIP5","Baseline",241.6667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HW",2030,"CMIP5","Reduce ET 30%",241.5667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","HW",2030,"CMIP5","Reduce ET 50%",241.4667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","CT",2030,"CMIP3","Add 30KAF",254.3333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","CT",2030,"CMIP3","Baseline",254.6,252.9333
"TrinityOceanReach Mean Ann Fishing Days","CT",2030,"CMIP3","Reduce ET 30%",254.4667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","CT",2030,"CMIP3","Reduce ET 50%",254.3667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","CT",2030,"CMIP5","Add 30KAF",255.8,252.9333
"TrinityOceanReach Mean Ann Fishing Days","CT",2030,"CMIP5","Baseline",255.8,252.9333
"TrinityOceanReach Mean Ann Fishing Days","CT",2030,"CMIP5","Reduce ET 30%",255.7667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","CT",2030,"CMIP5","Reduce ET 50%",255.8667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WD",2070,"CMIP3","Add 30KAF",272.5,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WD",2070,"CMIP3","Baseline",272.4667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WD",2070,"CMIP3","Reduce ET 30%",272.5,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WD",2070,"CMIP3","Reduce ET 50%",272.4,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WD",2070,"CMIP5","Add 30KAF",265.5333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WD",2070,"CMIP5","Baseline",265.7667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WD",2070,"CMIP5","Reduce ET 30%",265.6333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WD",2070,"CMIP5","Reduce ET 50%",265.5333,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WW",2070,"CMIP3","Add 30KAF",235,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WW",2070,"CMIP3","Baseline",235.2,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WW",2070,"CMIP3","Reduce ET 30%",235.1667,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WW",2070,"CMIP3","Reduce ET 50%",235.2,252.9333
"TrinityOceanReach Mean Ann Fishing Days","WW",2070,"CMIP5","Add 30KAF",233.9333,252.9333
