"measure","scenario","period","climset","strategy","value","value_hist"
"Mean Project Supply (Apr-Sep)","WD",2070,"CMIP3","Reduce ET 50%",342.6326,361.3104
"Mean Project Supply (Apr-Sep)","WD",2070,"CMIP5","Add 30KAF",353.9781,361.3104
"Mean Project Supply (Apr-Sep)","WD",2070,"CMIP5","Baseline",348.7321,361.3104
"Mean Project Supply (Apr-Sep)","WD",2070,"CMIP5","Reduce ET 30%",349.6375,361.3104
"Mean Project Supply (Apr-Sep)","WD",2070,"CMIP5","Reduce ET 50%",350.3477,361.3104
"Mean Project Supply (Apr-Sep)","WW",2070,"CMIP3","Add 30KAF",376.5777,361.3104
"Mean Project Supply (Apr-Sep)","WW",2070,"CMIP3","Baseline",373.8168,361.3104
"Mean Project Supply (Apr-Sep)","WW",2070,"CMIP3","Reduce ET 30%",374.4557,361.3104
"Mean Project Supply (Apr-Sep)","WW",2070,"CMIP3","Reduce ET 50%",374.8926,361.3104
"Mean Project Supply (Apr-Sep)","WW",2070,"CMIP5","Add 30KAF",375.1055,361.3104
"Mean Project Supply (Apr-Sep)","WW",2070,"CMIP5","Baseline",372.4986,361.3104
"Mean Project Supply (Apr-Sep)","WW",2070,"CMIP5","Reduce ET 30%",373.0194,361.3104
"Mean Project Supply (Apr-Sep)","WW",2070,"CMIP5","Reduce ET 50%",373.3914,361.3104
"Mean Project Supply (Apr-Sep)","HD",2070,"CMIP3","Add 30KAF",325.3669,361.3104
"Mean Project Supply (Apr-Sep)","HD",2070,"CMIP3","Baseline",317.8179,361.3104
"Mean Project Supply (Apr-Sep)","HD",2070,"CMIP3","Reduce ET 30%",320.8649,361.3104
"Mean Project Supply (Apr-Sep)","HD",2070,"CMIP3","Reduce ET 50%",323.2803,361.3104
"Mean Project Supply (Apr-Sep)","HD",2070,"CMIP5","Add 30KAF",329.1458,361.3104
"Mean Project Supply (Apr-Sep)","HD",2070,"CMIP5","Baseline",321.1393,361.3104
"Mean Project Supply (Apr-Sep)","HD",2070,"CMIP5","Reduce ET 30%",324.507,361.3104
"Mean Project Supply (Apr-Sep)","HD",2070,"CMIP5","Reduce ET 50%",326.936,361.3104
"Mean Project Supply (Apr-Sep)","HW",2070,"CMIP3","Add 30KAF",368.4573,361.3104
"Mean Project Supply (Apr-Sep)","HW",2070,"CMIP3","Baseline",365.6945,361.3104
"Mean Project Supply (Apr-Sep)","HW",2070,"CMIP3","Reduce ET 30%",366.4002,361.3104
"Mean Project Supply (Apr-Sep)","HW",2070,"CMIP3","Reduce ET 50%",366.955,361.3104
"Mean Project Supply (Apr-Sep)","HW",2070,"CMIP5","Add 30KAF",371.6534,361.3104
"Mean Project Supply (Apr-Sep)","HW",2070,"CMIP5","Baseline",368.422,361.3104
"Mean Project Supply (Apr-Sep)","HW",2070,"CMIP5","Reduce ET 30%",369.8137,361.3104
"Mean Project Supply (Apr-Sep)","HW",2070,"CMIP5","Reduce ET 50%",370.6942,361.3104
"Mean Project Supply (Apr-Sep)","CT",2070,"CMIP3","Add 30KAF",364.1494,361.3104
"Mean Project Supply (Apr-Sep)","CT",2070,"CMIP3","Baseline",360.073,361.3104
"Mean Project Supply (Apr-Sep)","CT",2070,"CMIP3","Reduce ET 30%",361.2039,361.3104
"Mean Project Supply (Apr-Sep)","CT",2070,"CMIP3","Reduce ET 50%",361.9933,361.3104
"Mean Project Supply (Apr-Sep)","CT",2070,"CMIP5","Add 30KAF",365.4316,361.3104
"Mean Project Supply (Apr-Sep)","CT",2070,"CMIP5","Baseline",361.6493,361.3104
"Mean Project Supply (Apr-Sep)","CT",2070,"CMIP5","Reduce ET 30%",362.5006,361.3104
"Mean Project Supply (Apr-Sep)","CT",2070,"CMIP5","Reduce ET 50%",363.2184,361.3104
