"measure","scenario","period","climset","strategy","value_hist","pctchange","colournm"
"Frequency Meeting Dry Year Fish Targets Scott","1",2070,"CMIP3","Baseline",70.5029,3.99997730589805,"3"
"Frequency Meeting Dry Year Fish Targets Scott","1",2070,"CMIP3","Reduce ET 30%",70.5029,3.19731528773993,"3"
"Frequency Meeting Dry Year Fish Targets Scott","1",2070,"CMIP3","Reduce ET 50%",70.5029,2.00644228818957,"3"
"Frequency Meeting Dry Year Fish Targets Scott","1",2070,"CMIP3","Add 30KAF",70.5029,3.99997730589805,"3"
"Frequency Meeting Dry Year Fish Targets Scott","1",2070,"CMIP5","Baseline",70.5029,7.99995461179612,"3"
"Frequency Meeting Dry Year Fish Targets Scott","1",2070,"CMIP5","Reduce ET 30%",70.5029,7.65046544184707,"3"
"Frequency Meeting Dry Year Fish Targets Scott","1",2070,"CMIP5","Reduce ET 50%",70.5029,6.79603250362752,"3"
"Frequency Meeting Dry Year Fish Targets Scott","1",2070,"CMIP5","Add 30KAF",70.5029,7.99995461179612,"3"
"Frequency Meeting Dry Year Fish Targets Scott","2",2070,"CMIP3","Baseline",70.5029,-9.34628220966797,"2"
"Frequency Meeting Dry Year Fish Targets Scott","2",2070,"CMIP3","Reduce ET 30%",70.5029,-10.1100805782457,"2"
"Frequency Meeting Dry Year Fish Targets Scott","2",2070,"CMIP3","Reduce ET 50%",70.5029,-11.4693154465986,"2"
"Frequency Meeting Dry Year Fish Targets Scott","2",2070,"CMIP3","Add 30KAF",70.5029,-9.34628220966797,"2"
"Frequency Meeting Dry Year Fish Targets Scott","2",2070,"CMIP5","Baseline",70.5029,-5.20389941406665,"2"
"Frequency Meeting Dry Year Fish Targets Scott","2",2070,"CMIP5","Reduce ET 30%",70.5029,-5.99351232360655,"2"
"Frequency Meeting Dry Year Fish Targets Scott","2",2070,"CMIP5","Reduce ET 50%",70.5029,-6.79617434176466,"2"
"Frequency Meeting Dry Year Fish Targets Scott","2",2070,"CMIP5","Add 30KAF",70.5029,-5.20389941406665,"2"
"Frequency Meeting Dry Year Fish Targets Scott","3",2070,"CMIP3","Baseline",70.5029,-1.55341127811763,"2"
"Frequency Meeting Dry Year Fish Targets Scott","3",2070,"CMIP3","Reduce ET 30%",70.5029,-2.75733338628624,"2"
"Frequency Meeting Dry Year Fish Targets Scott","3",2070,"CMIP3","Reduce ET 50%",70.5029,-4.09061187553987,"2"
"Frequency Meeting Dry Year Fish Targets Scott","3",2070,"CMIP3","Add 30KAF",70.5029,-1.55341127811763,"2"
"Frequency Meeting Dry Year Fish Targets Scott","3",2070,"CMIP5","Baseline",70.5029,-4.69909748393329,"2"
"Frequency Meeting Dry Year Fish Targets Scott","3",2070,"CMIP5","Reduce ET 30%",70.5029,-7.05502894207189,"2"
"Frequency Meeting Dry Year Fish Targets Scott","3",2070,"CMIP5","Reduce ET 50%",70.5029,-9.04856395978037,"2"
"Frequency Meeting Dry Year Fish Targets Scott","3",2070,"CMIP5","Add 30KAF",70.5029,-4.69909748393329,"2"
"Frequency Meeting Dry Year Fish Targets Scott","4",2070,"CMIP3","Baseline",70.5029,-17.0227040306143,"2"
"Frequency Meeting Dry Year Fish Targets Scott","4",2070,"CMIP3","Reduce ET 30%",70.5029,-18.6407934992745,"2"
"Frequency Meeting Dry Year Fish Targets Scott","4",2070,"CMIP3","Reduce ET 50%",70.5029,-20.1942047773921,"2"
"Frequency Meeting Dry Year Fish Targets Scott","4",2070,"CMIP3","Add 30KAF",70.5029,-17.0227040306143,"2"
"Frequency Meeting Dry Year Fish Targets Scott","4",2070,"CMIP5","Baseline",70.5029,-17.4239641206248,"2"
"Frequency Meeting Dry Year Fish Targets Scott","4",2070,"CMIP5","Reduce ET 30%",70.5029,-18.8996480995817,"2"
"Frequency Meeting Dry Year Fish Targets Scott","4",2070,"CMIP5","Reduce ET 50%",70.5029,-20.0517992876889,"2"
"Frequency Meeting Dry Year Fish Targets Scott","4",2070,"CMIP5","Add 30KAF",70.5029,-17.4239641206248,"2"
"Frequency Meeting Dry Year Fish Targets Scott","5",2070,"CMIP3","Baseline",70.5029,-1.57936765721694,"2"
