"measure","value","units","category","scenario","climset","period","strategy","value_hist","magchange"
"Copco1 Mean Spill Days per Year",61.2667,"days","Hydropower","HW","CMIP3",2030,"Add 30KAF",42.8,18.4667
"Iron Gate Mean Spill Days per Year",142.7,"days","Hydropower","HW","CMIP3",2030,"Add 30KAF",170.3333,-27.6333
"Freq of UKL Flood Control Release",44.3278,"Percent of Days","Flood Control","HW","CMIP3",2030,"Add 30KAF",44.1179,0.209900000000005
"Mean Ann UKL Flood Control Release Volume",390.5577,"KAF","Flood Control","HW","CMIP3",2030,"Add 30KAF",224.4786,166.0791
"KenoReach Mean Ann Fishing Days",221.2333,"days","Recreation Fishing","HW","CMIP3",2030,"Add 30KAF",247.6667,-26.4334
"BoyleReach Mean Ann Fishing Days",144.1,"days","Recreation Fishing","HW","CMIP3",2030,"Add 30KAF",154.9,-10.8
"HellsCornerReach Mean Ann Fishing Days",240.7333,"days","Recreation Fishing","HW","CMIP3",2030,"Add 30KAF",220.4333,20.3
"IGScottReach Mean Ann Fishing Days",265.5,"days","Recreation Fishing","HW","CMIP3",2030,"Add 30KAF",274.7333,-9.23329999999999
"ScottSalmonReach Mean Ann Fishing Days",183.6667,"days","Recreation Fishing","HW","CMIP3",2030,"Add 30KAF",183.9667,-0.300000000000011
"SalmonTrinityReach Mean Ann Fishing Days",211.4,"days","Recreation Fishing","HW","CMIP3",2030,"Add 30KAF",213.9333,-2.5333
"TrinityOceanReach Mean Ann Fishing Days",241,"days","Recreation Fishing","HW","CMIP3",2030,"Add 30KAF",252.9333,-11.9333
"KenoReach Mean Ann Boating Days",181.5,"days","Recreation Boating","HW","CMIP3",2030,"Add 30KAF",171.8,9.69999999999999
"BoyleReach Mean Ann Boating Days",54.6333,"days","Recreation Boating","HW","CMIP3",2030,"Add 30KAF",59,-4.3667
"HellsCornerReach Mean Ann Boating Days",183.6,"days","Recreation Boating","HW","CMIP3",2030,"Add 30KAF",256,-72.4
"IGScottReach Mean Ann Boating Days",265.5,"days","Recreation Boating","HW","CMIP3",2030,"Add 30KAF",274.7333,-9.23329999999999
"ScottSalmonReach Mean Ann Boating Days",235.8,"days","Recreation Boating","HW","CMIP3",2030,"Add 30KAF",249.2333,-13.4333
"SalmonTrinityReach Mean Ann Boating Days",211.4,"days","Recreation Boating","HW","CMIP3",2030,"Add 30KAF",213.9333,-2.5333
"TrinityOceanReach Mean Ann Boating Days",241,"days","Recreation Boating","HW","CMIP3",2030,"Add 30KAF",252.9333,-11.9333
"Mean Project Supply (Apr-Sep)",368.3456,"KAF","Water Delivery","HW","CMIP3",2030,"Add 30KAF",361.3104,7.03519999999997
"Mean Annual UKL Stg and Inflow",1487.6463,"KAF","Water Delivery","HW","CMIP3",2030,"Add 30KAF",1377.9978,109.6485
"Mean Annual Shasta Flow",206.1746,"cfs","Water Delivery","HW","CMIP3",2030,"Add 30KAF",187.6871,18.4875
"Mean Annual Scott Flow",834.5261,"cfs","Water Delivery","HW","CMIP3",2030,"Add 30KAF",668.7854,165.7407
"Mean Annual MWAT",80.1654,"degF","Water Quality","HW","CMIP3",2030,"Add 30KAF",75.7443,4.42110000000001
"Mean exceedence of MWAT - Poor",16.4854,"degF","Water Quality","HW","CMIP3",2030,"Add 30KAF",12.0643,4.4211
"Frequency Meeting Dry Year Fish Targets Scott",69.4077,"% of Days","Ecological Resources","HW","CMIP3",2070,"Baseline",70.5029,-1.09519999999999
"Frequency Meeting Dry Year Fish Targets Shasta",58.0268,"% of Days","Ecological Resources","HW","CMIP3",2070,"Baseline",56.8769,1.1499
"Mean Annual Water Delivery to LKNWR",14.6559,"KAF","Ecological Resources","HW","CMIP3",2070,"Baseline",24.6143,-9.9584
"Mean Annual Hydropower Generated (MW)",26511.3132,"MW","Hydropower","HW","CMIP3",2070,"Baseline",26741.1142,-229.800999999999
"Boyle Mean Spill Volume per Year",544.1491,"KAF","Hydropower","HW","CMIP3",2070,"Baseline",163.0602,381.0889
"Copco1 Mean Spill Volume per Year",566.2908,"KAF","Hydropower","HW","CMIP3",2070,"Baseline",186.3791,379.9117
"Iron Gate Mean Spill Volume per Year",928.9193,"KAF","Hydropower","HW","CMIP3",2070,"Baseline",533.8601,395.0592
"Boyle Mean Spill Days per Year",238.7,"days","Hydropower","HW","CMIP3",2070,"Baseline",105.9,132.8
"Copco1 Mean Spill Days per Year",61.8333,"days","Hydropower","HW","CMIP3",2070,"Baseline",42.8,19.0333
"Iron Gate Mean Spill Days per Year",149.6,"days","Hydropower","HW","CMIP3",2070,"Baseline",170.3333,-20.7333
"Freq of UKL Flood Control Release",43.5612,"Percent of Days","Flood Control","HW","CMIP3",2070,"Baseline",44.1179,-0.556699999999999
"Mean Ann UKL Flood Control Release Volume",447.8041,"KAF","Flood Control","HW","CMIP3",2070,"Baseline",224.4786,223.3255
"KenoReach Mean Ann Fishing Days",213.6333,"days","Recreation Fishing","HW","CMIP3",2070,"Baseline",247.6667,-34.0334
"BoyleReach Mean Ann Fishing Days",138.4333,"days","Recreation Fishing","HW","CMIP3",2070,"Baseline",154.9,-16.4667
"HellsCornerReach Mean Ann Fishing Days",233.8,"days","Recreation Fishing","HW","CMIP3",2070,"Baseline",220.4333,13.3667
"IGScottReach Mean Ann Fishing Days",261.2333,"days","Recreation Fishing","HW","CMIP3",2070,"Baseline",274.7333,-13.5
"ScottSalmonReach Mean Ann Fishing Days",194.8667,"days","Recreation Fishing","HW","CMIP3",2070,"Baseline",183.9667,10.9
"SalmonTrinityReach Mean Ann Fishing Days",221.6667,"days","Recreation Fishing","HW","CMIP3",2070,"Baseline",213.9333,7.73339999999999
"TrinityOceanReach Mean Ann Fishing Days",251.9,"days","Recreation Fishing","HW","CMIP3",2070,"Baseline",252.9333,-1.0333
"KenoReach Mean Ann Boating Days",183.2333,"days","Recreation Boating","HW","CMIP3",2070,"Baseline",171.8,11.4333
"BoyleReach Mean Ann Boating Days",53.6,"days","Recreation Boating","HW","CMIP3",2070,"Baseline",59,-5.4
"HellsCornerReach Mean Ann Boating Days",169,"days","Recreation Boating","HW","CMIP3",2070,"Baseline",256,-87
"IGScottReach Mean Ann Boating Days",261.2333,"days","Recreation Boating","HW","CMIP3",2070,"Baseline",274.7333,-13.5
"ScottSalmonReach Mean Ann Boating Days",241.4333,"days","Recreation Boating","HW","CMIP3",2070,"Baseline",249.2333,-7.80000000000001
"SalmonTrinityReach Mean Ann Boating Days",221.6667,"days","Recreation Boating","HW","CMIP3",2070,"Baseline",213.9333,7.73339999999999
"TrinityOceanReach Mean Ann Boating Days",251.9,"days","Recreation Boating","HW","CMIP3",2070,"Baseline",252.9333,-1.0333
"Mean Project Supply (Apr-Sep)",365.6945,"KAF","Water Delivery","HW","CMIP3",2070,"Baseline",361.3104,4.38409999999999
"Mean Annual UKL Stg and Inflow",1474.4483,"KAF","Water Delivery","HW","CMIP3",2070,"Baseline",1377.9978,96.4504999999999
"Mean Annual Shasta Flow",208.8059,"cfs","Water Delivery","HW","CMIP3",2070,"Baseline",187.6871,21.1188
"Mean Annual Scott Flow",823.2052,"cfs","Water Delivery","HW","CMIP3",2070,"Baseline",668.7854,154.4198
"Mean Annual MWAT",82.2269,"degF","Water Quality","HW","CMIP3",2070,"Baseline",75.7443,6.48260000000001
"Mean exceedence of MWAT - Poor",18.5469,"degF","Water Quality","HW","CMIP3",2070,"Baseline",12.0643,6.4826
"Frequency Meeting Dry Year Fish Targets Scott",68.5589,"% of Days","Ecological Resources","HW","CMIP3",2070,"Reduce ET 30%",70.5029,-1.944
"Frequency Meeting Dry Year Fish Targets Shasta",57.4245,"% of Days","Ecological Resources","HW","CMIP3",2070,"Reduce ET 30%",56.8769,0.547600000000003
"Mean Annual Water Delivery to LKNWR",16.7141,"KAF","Ecological Resources","HW","CMIP3",2070,"Reduce ET 30%",24.6143,-7.9002
"Mean Annual Hydropower Generated (MW)",26739.8716,"MW","Hydropower","HW","CMIP3",2070,"Reduce ET 30%",26741.1142,-1.2426000000014
"Boyle Mean Spill Volume per Year",546.967,"KAF","Hydropower","HW","CMIP3",2070,"Reduce ET 30%",163.0602,383.9068
"Copco1 Mean Spill Volume per Year",569.2722,"KAF","Hydropower","HW","CMIP3",2070,"Reduce ET 30%",186.3791,382.8931
"Iron Gate Mean Spill Volume per Year",936.6738,"KAF","Hydropower","HW","CMIP3",2070,"Reduce ET 30%",533.8601,402.8137
"Boyle Mean Spill Days per Year",239.3333,"days","Hydropower","HW","CMIP3",2070,"Reduce ET 30%",105.9,133.4333
"Copco1 Mean Spill Days per Year",62.7,"days","Hydropower","HW","CMIP3",2070,"Reduce ET 30%",42.8,19.9
"Iron Gate Mean Spill Days per Year",151.5333,"days","Hydropower","HW","CMIP3",2070,"Reduce ET 30%",170.3333,-18.8
"Freq of UKL Flood Control Release",42.9497,"Percent of Days","Flood Control","HW","CMIP3",2070,"Reduce ET 30%",44.1179,-1.1682
"Mean Ann UKL Flood Control Release Volume",451.7019,"KAF","Flood Control","HW","CMIP3",2070,"Reduce ET 30%",224.4786,227.2233
"KenoReach Mean Ann Fishing Days",211.3333,"days","Recreation Fishing","HW","CMIP3",2070,"Reduce ET 30%",247.6667,-36.3334
"BoyleReach Mean Ann Fishing Days",135.8333,"days","Recreation Fishing","HW","CMIP3",2070,"Reduce ET 30%",154.9,-19.0667
"HellsCornerReach Mean Ann Fishing Days",231.7667,"days","Recreation Fishing","HW","CMIP3",2070,"Reduce ET 30%",220.4333,11.3334
"IGScottReach Mean Ann Fishing Days",262.1,"days","Recreation Fishing","HW","CMIP3",2070,"Reduce ET 30%",274.7333,-12.6333
"ScottSalmonReach Mean Ann Fishing Days",194.9667,"days","Recreation Fishing","HW","CMIP3",2070,"Reduce ET 30%",183.9667,11
"SalmonTrinityReach Mean Ann Fishing Days",221.9667,"days","Recreation Fishing","HW","CMIP3",2070,"Reduce ET 30%",213.9333,8.0334
"TrinityOceanReach Mean Ann Fishing Days",251.6,"days","Recreation Fishing","HW","CMIP3",2070,"Reduce ET 30%",252.9333,-1.33330000000001
"KenoReach Mean Ann Boating Days",184.3333,"days","Recreation Boating","HW","CMIP3",2070,"Reduce ET 30%",171.8,12.5333
"BoyleReach Mean Ann Boating Days",54.2,"days","Recreation Boating","HW","CMIP3",2070,"Reduce ET 30%",59,-4.8
"HellsCornerReach Mean Ann Boating Days",170.1,"days","Recreation Boating","HW","CMIP3",2070,"Reduce ET 30%",256,-85.9
"IGScottReach Mean Ann Boating Days",262.1,"days","Recreation Boating","HW","CMIP3",2070,"Reduce ET 30%",274.7333,-12.6333
"ScottSalmonReach Mean Ann Boating Days",241.3667,"days","Recreation Boating","HW","CMIP3",2070,"Reduce ET 30%",249.2333,-7.86660000000001
"SalmonTrinityReach Mean Ann Boating Days",221.9667,"days","Recreation Boating","HW","CMIP3",2070,"Reduce ET 30%",213.9333,8.0334
"TrinityOceanReach Mean Ann Boating Days",251.6,"days","Recreation Boating","HW","CMIP3",2070,"Reduce ET 30%",252.9333,-1.33330000000001
"Mean Project Supply (Apr-Sep)",366.4002,"KAF","Water Delivery","HW","CMIP3",2070,"Reduce ET 30%",361.3104,5.08979999999997
"Mean Annual UKL Stg and Inflow",1481.7982,"KAF","Water Delivery","HW","CMIP3",2070,"Reduce ET 30%",1377.9978,103.8004
"Mean Annual Shasta Flow",209.6221,"cfs","Water Delivery","HW","CMIP3",2070,"Reduce ET 30%",187.6871,21.935
"Mean Annual Scott Flow",825.1143,"cfs","Water Delivery","HW","CMIP3",2070,"Reduce ET 30%",668.7854,156.3289
"Mean Annual MWAT",82.2269,"degF","Water Quality","HW","CMIP3",2070,"Reduce ET 30%",75.7443,6.48260000000001
"Mean exceedence of MWAT - Poor",18.5469,"degF","Water Quality","HW","CMIP3",2070,"Reduce ET 30%",12.0643,6.4826
"Frequency Meeting Dry Year Fish Targets Scott",67.6189,"% of Days","Ecological Resources","HW","CMIP3",2070,"Reduce ET 50%",70.5029,-2.884
"Frequency Meeting Dry Year Fish Targets Shasta",56.0737,"% of Days","Ecological Resources","HW","CMIP3",2070,"Reduce ET 50%",56.8769,-0.803199999999997
"Mean Annual Water Delivery to LKNWR",17.6838,"KAF","Ecological Resources","HW","CMIP3",2070,"Reduce ET 50%",24.6143,-6.9305
"Mean Annual Hydropower Generated (MW)",26868.4624,"MW","Hydropower","HW","CMIP3",2070,"Reduce ET 50%",26741.1142,127.3482
"Boyle Mean Spill Volume per Year",549.5237,"KAF","Hydropower","HW","CMIP3",2070,"Reduce ET 50%",163.0602,386.4635
"Copco1 Mean Spill Volume per Year",572.1865,"KAF","Hydropower","HW","CMIP3",2070,"Reduce ET 50%",186.3791,385.8074
"Iron Gate Mean Spill Volume per Year",941.7989,"KAF","Hydropower","HW","CMIP3",2070,"Reduce ET 50%",533.8601,407.9388
"Boyle Mean Spill Days per Year",239.6667,"days","Hydropower","HW","CMIP3",2070,"Reduce ET 50%",105.9,133.7667
"Copco1 Mean Spill Days per Year",63.1333,"days","Hydropower","HW","CMIP3",2070,"Reduce ET 50%",42.8,20.3333
"Iron Gate Mean Spill Days per Year",151.8667,"days","Hydropower","HW","CMIP3",2070,"Reduce ET 50%",170.3333,-18.4666
"Freq of UKL Flood Control Release",43.2691,"Percent of Days","Flood Control","HW","CMIP3",2070,"Reduce ET 50%",44.1179,-0.848799999999997
"Mean Ann UKL Flood Control Release Volume",454.7092,"KAF","Flood Control","HW","CMIP3",2070,"Reduce ET 50%",224.4786,230.2306
"KenoReach Mean Ann Fishing Days",210.1667,"days","Recreation Fishing","HW","CMIP3",2070,"Reduce ET 50%",247.6667,-37.5
"BoyleReach Mean Ann Fishing Days",134.5,"days","Recreation Fishing","HW","CMIP3",2070,"Reduce ET 50%",154.9,-20.4
"HellsCornerReach Mean Ann Fishing Days",230.2667,"days","Recreation Fishing","HW","CMIP3",2070,"Reduce ET 50%",220.4333,9.83339999999998
"IGScottReach Mean Ann Fishing Days",262.2667,"days","Recreation Fishing","HW","CMIP3",2070,"Reduce ET 50%",274.7333,-12.4666
"ScottSalmonReach Mean Ann Fishing Days",194.7333,"days","Recreation Fishing","HW","CMIP3",2070,"Reduce ET 50%",183.9667,10.7666
"SalmonTrinityReach Mean Ann Fishing Days",221.9333,"days","Recreation Fishing","HW","CMIP3",2070,"Reduce ET 50%",213.9333,8
"TrinityOceanReach Mean Ann Fishing Days",251.4,"days","Recreation Fishing","HW","CMIP3",2070,"Reduce ET 50%",252.9333,-1.5333
"KenoReach Mean Ann Boating Days",184.8333,"days","Recreation Boating","HW","CMIP3",2070,"Reduce ET 50%",171.8,13.0333
"BoyleReach Mean Ann Boating Days",54.4667,"days","Recreation Boating","HW","CMIP3",2070,"Reduce ET 50%",59,-4.5333
"HellsCornerReach Mean Ann Boating Days",171.2,"days","Recreation Boating","HW","CMIP3",2070,"Reduce ET 50%",256,-84.8
"IGScottReach Mean Ann Boating Days",262.2667,"days","Recreation Boating","HW","CMIP3",2070,"Reduce ET 50%",274.7333,-12.4666
"ScottSalmonReach Mean Ann Boating Days",241.2,"days","Recreation Boating","HW","CMIP3",2070,"Reduce ET 50%",249.2333,-8.03330000000003
"SalmonTrinityReach Mean Ann Boating Days",221.9333,"days","Recreation Boating","HW","CMIP3",2070,"Reduce ET 50%",213.9333,8
"TrinityOceanReach Mean Ann Boating Days",251.4,"days","Recreation Boating","HW","CMIP3",2070,"Reduce ET 50%",252.9333,-1.5333
"Mean Project Supply (Apr-Sep)",366.955,"KAF","Water Delivery","HW","CMIP3",2070,"Reduce ET 50%",361.3104,5.64459999999997
"Mean Annual UKL Stg and Inflow",1486.8628,"KAF","Water Delivery","HW","CMIP3",2070,"Reduce ET 50%",1377.9978,108.865
"Mean Annual Shasta Flow",210.436,"cfs","Water Delivery","HW","CMIP3",2070,"Reduce ET 50%",187.6871,22.7489
"Mean Annual Scott Flow",826.6372,"cfs","Water Delivery","HW","CMIP3",2070,"Reduce ET 50%",668.7854,157.8518
"Mean Annual MWAT",82.25,"degF","Water Quality","HW","CMIP3",2070,"Reduce ET 50%",75.7443,6.5057
"Mean exceedence of MWAT - Poor",18.57,"degF","Water Quality","HW","CMIP3",2070,"Reduce ET 50%",12.0643,6.5057
"Frequency Meeting Dry Year Fish Targets Scott",69.4077,"% of Days","Ecological Resources","HW","CMIP3",2070,"Add 30KAF",70.5029,-1.09519999999999
"Frequency Meeting Dry Year Fish Targets Shasta",58.0268,"% of Days","Ecological Resources","HW","CMIP3",2070,"Add 30KAF",56.8769,1.1499
"Mean Annual Water Delivery to LKNWR",15.1868,"KAF","Ecological Resources","HW","CMIP3",2070,"Add 30KAF",24.6143,-9.4275
"Mean Annual Hydropower Generated (MW)",26848.6051,"MW","Hydropower","HW","CMIP3",2070,"Add 30KAF",26741.1142,107.490900000001
"Boyle Mean Spill Volume per Year",555.771,"KAF","Hydropower","HW","CMIP3",2070,"Add 30KAF",163.0602,392.7108
"Copco1 Mean Spill Volume per Year",579.4563,"KAF","Hydropower","HW","CMIP3",2070,"Add 30KAF",186.3791,393.0772
"Iron Gate Mean Spill Volume per Year",948.9509,"KAF","Hydropower","HW","CMIP3",2070,"Add 30KAF",533.8601,415.0908
"Boyle Mean Spill Days per Year",239.8667,"days","Hydropower","HW","CMIP3",2070,"Add 30KAF",105.9,133.9667
"Copco1 Mean Spill Days per Year",63.5,"days","Hydropower","HW","CMIP3",2070,"Add 30KAF",42.8,20.7
"Iron Gate Mean Spill Days per Year",152.3667,"days","Hydropower","HW","CMIP3",2070,"Add 30KAF",170.3333,-17.9666
"Freq of UKL Flood Control Release",44.3004,"Percent of Days","Flood Control","HW","CMIP3",2070,"Add 30KAF",44.1179,0.182500000000005
"Mean Ann UKL Flood Control Release Volume",460.4339,"KAF","Flood Control","HW","CMIP3",2070,"Add 30KAF",224.4786,235.9553
"KenoReach Mean Ann Fishing Days",210.2,"days","Recreation Fishing","HW","CMIP3",2070,"Add 30KAF",247.6667,-37.4667
"BoyleReach Mean Ann Fishing Days",134.6333,"days","Recreation Fishing","HW","CMIP3",2070,"Add 30KAF",154.9,-20.2667
"HellsCornerReach Mean Ann Fishing Days",230.5667,"days","Recreation Fishing","HW","CMIP3",2070,"Add 30KAF",220.4333,10.1334
"IGScottReach Mean Ann Fishing Days",262.0667,"days","Recreation Fishing","HW","CMIP3",2070,"Add 30KAF",274.7333,-12.6666
"ScottSalmonReach Mean Ann Fishing Days",194.6667,"days","Recreation Fishing","HW","CMIP3",2070,"Add 30KAF",183.9667,10.7
"SalmonTrinityReach Mean Ann Fishing Days",221.7,"days","Recreation Fishing","HW","CMIP3",2070,"Add 30KAF",213.9333,7.76669999999999
"TrinityOceanReach Mean Ann Fishing Days",251.5667,"days","Recreation Fishing","HW","CMIP3",2070,"Add 30KAF",252.9333,-1.36660000000001
"KenoReach Mean Ann Boating Days",184.7667,"days","Recreation Boating","HW","CMIP3",2070,"Add 30KAF",171.8,12.9667
"BoyleReach Mean Ann Boating Days",54.2,"days","Recreation Boating","HW","CMIP3",2070,"Add 30KAF",59,-4.8
"HellsCornerReach Mean Ann Boating Days",171.1667,"days","Recreation Boating","HW","CMIP3",2070,"Add 30KAF",256,-84.8333
"IGScottReach Mean Ann Boating Days",262.0667,"days","Recreation Boating","HW","CMIP3",2070,"Add 30KAF",274.7333,-12.6666
"ScottSalmonReach Mean Ann Boating Days",241,"days","Recreation Boating","HW","CMIP3",2070,"Add 30KAF",249.2333,-8.23330000000001
"SalmonTrinityReach Mean Ann Boating Days",221.7,"days","Recreation Boating","HW","CMIP3",2070,"Add 30KAF",213.9333,7.76669999999999
"TrinityOceanReach Mean Ann Boating Days",251.5667,"days","Recreation Boating","HW","CMIP3",2070,"Add 30KAF",252.9333,-1.36660000000001
"Mean Project Supply (Apr-Sep)",368.4573,"KAF","Water Delivery","HW","CMIP3",2070,"Add 30KAF",361.3104,7.14689999999996
"Mean Annual UKL Stg and Inflow",1493.4473,"KAF","Water Delivery","HW","CMIP3",2070,"Add 30KAF",1377.9978,115.4495
"Mean Annual Shasta Flow",208.8059,"cfs","Water Delivery","HW","CMIP3",2070,"Add 30KAF",187.6871,21.1188
"Mean Annual Scott Flow",823.2052,"cfs","Water Delivery","HW","CMIP3",2070,"Add 30KAF",668.7854,154.4198
"Mean Annual MWAT",82.2534,"degF","Water Quality","HW","CMIP3",2070,"Add 30KAF",75.7443,6.5091
"Mean exceedence of MWAT - Poor",18.5734,"degF","Water Quality","HW","CMIP3",2070,"Add 30KAF",12.0643,6.5091
"Frequency Meeting Dry Year Fish Targets Scott",70.8406,"% of Days","Ecological Resources","HW","CMIP5",2030,"Baseline",70.5029,0.337699999999998
"Frequency Meeting Dry Year Fish Targets Shasta",59.9708,"% of Days","Ecological Resources","HW","CMIP5",2030,"Baseline",56.8769,3.0939
"Mean Annual Water Delivery to LKNWR",13.3284,"KAF","Ecological Resources","HW","CMIP5",2030,"Baseline",24.6143,-11.2859
"Mean Annual Hydropower Generated (MW)",26524.9381,"MW","Hydropower","HW","CMIP5",2030,"Baseline",26741.1142,-216.176100000001
"Boyle Mean Spill Volume per Year",393.6513,"KAF","Hydropower","HW","CMIP5",2030,"Baseline",163.0602,230.5911
"Copco1 Mean Spill Volume per Year",428.1692,"KAF","Hydropower","HW","CMIP5",2030,"Baseline",186.3791,241.7901
"Iron Gate Mean Spill Volume per Year",781.547,"KAF","Hydropower","HW","CMIP5",2030,"Baseline",533.8601,247.6869
"Boyle Mean Spill Days per Year",222.6333,"days","Hydropower","HW","CMIP5",2030,"Baseline",105.9,116.7333
"Copco1 Mean Spill Days per Year",57.2667,"days","Hydropower","HW","CMIP5",2030,"Baseline",42.8,14.4667
"Iron Gate Mean Spill Days per Year",141.7333,"days","Hydropower","HW","CMIP5",2030,"Baseline",170.3333,-28.6
"Freq of UKL Flood Control Release",44.1179,"Percent of Days","Flood Control","HW","CMIP5",2030,"Baseline",44.1179,0
"Mean Ann UKL Flood Control Release Volume",366.1015,"KAF","Flood Control","HW","CMIP5",2030,"Baseline",224.4786,141.6229
"KenoReach Mean Ann Fishing Days",226.8333,"days","Recreation Fishing","HW","CMIP5",2030,"Baseline",247.6667,-20.8334
"BoyleReach Mean Ann Fishing Days",143.5333,"days","Recreation Fishing","HW","CMIP5",2030,"Baseline",154.9,-11.3667
"HellsCornerReach Mean Ann Fishing Days",243.9,"days","Recreation Fishing","HW","CMIP5",2030,"Baseline",220.4333,23.4667
"IGScottReach Mean Ann Fishing Days",270.2,"days","Recreation Fishing","HW","CMIP5",2030,"Baseline",274.7333,-4.5333
"ScottSalmonReach Mean Ann Fishing Days",185.2333,"days","Recreation Fishing","HW","CMIP5",2030,"Baseline",183.9667,1.26660000000001
"SalmonTrinityReach Mean Ann Fishing Days",214.5667,"days","Recreation Fishing","HW","CMIP5",2030,"Baseline",213.9333,0.633399999999995
"TrinityOceanReach Mean Ann Fishing Days",241.6667,"days","Recreation Fishing","HW","CMIP5",2030,"Baseline",252.9333,-11.2666
"KenoReach Mean Ann Boating Days",188.7667,"days","Recreation Boating","HW","CMIP5",2030,"Baseline",171.8,16.9667
"BoyleReach Mean Ann Boating Days",52.9,"days","Recreation Boating","HW","CMIP5",2030,"Baseline",59,-6.1
"HellsCornerReach Mean Ann Boating Days",181.1,"days","Recreation Boating","HW","CMIP5",2030,"Baseline",256,-74.9
"IGScottReach Mean Ann Boating Days",270.2,"days","Recreation Boating","HW","CMIP5",2030,"Baseline",274.7333,-4.5333
"ScottSalmonReach Mean Ann Boating Days",237.3333,"days","Recreation Boating","HW","CMIP5",2030,"Baseline",249.2333,-11.9
"SalmonTrinityReach Mean Ann Boating Days",214.5667,"days","Recreation Boating","HW","CMIP5",2030,"Baseline",213.9333,0.633399999999995
"TrinityOceanReach Mean Ann Boating Days",241.6667,"days","Recreation Boating","HW","CMIP5",2030,"Baseline",252.9333,-11.2666
"Mean Project Supply (Apr-Sep)",369.2656,"KAF","Water Delivery","HW","CMIP5",2030,"Baseline",361.3104,7.95519999999999
"Mean Annual UKL Stg and Inflow",1461.5291,"KAF","Water Delivery","HW","CMIP5",2030,"Baseline",1377.9978,83.5312999999999
"Mean Annual Shasta Flow",209.9437,"cfs","Water Delivery","HW","CMIP5",2030,"Baseline",187.6871,22.2566
"Mean Annual Scott Flow",806.3598,"cfs","Water Delivery","HW","CMIP5",2030,"Baseline",668.7854,137.5744
"Mean Annual MWAT",80.5229,"degF","Water Quality","HW","CMIP5",2030,"Baseline",75.7443,4.77860000000001
"Mean exceedence of MWAT - Poor",16.8429,"degF","Water Quality","HW","CMIP5",2030,"Baseline",12.0643,4.7786
"Frequency Meeting Dry Year Fish Targets Scott",70.4572,"% of Days","Ecological Resources","HW","CMIP5",2030,"Reduce ET 30%",70.5029,-0.0456999999999965
"Frequency Meeting Dry Year Fish Targets Shasta",59.0581,"% of Days","Ecological Resources","HW","CMIP5",2030,"Reduce ET 30%",56.8769,2.1812
"Mean Annual Water Delivery to LKNWR",14.6239,"KAF","Ecological Resources","HW","CMIP5",2030,"Reduce ET 30%",24.6143,-9.9904
"Mean Annual Hydropower Generated (MW)",26638.2451,"MW","Hydropower","HW","CMIP5",2030,"Reduce ET 30%",26741.1142,-102.8691
"Boyle Mean Spill Volume per Year",395.6587,"KAF","Hydropower","HW","CMIP5",2030,"Reduce ET 30%",163.0602,232.5985
"Copco1 Mean Spill Volume per Year",430.1266,"KAF","Hydropower","HW","CMIP5",2030,"Reduce ET 30%",186.3791,243.7475
"Iron Gate Mean Spill Volume per Year",785.6318,"KAF","Hydropower","HW","CMIP5",2030,"Reduce ET 30%",533.8601,251.7717
"Boyle Mean Spill Days per Year",222.8333,"days","Hydropower","HW","CMIP5",2030,"Reduce ET 30%",105.9,116.9333
"Copco1 Mean Spill Days per Year",57.7333,"days","Hydropower","HW","CMIP5",2030,"Reduce ET 30%",42.8,14.9333
"Iron Gate Mean Spill Days per Year",142.5667,"days","Hydropower","HW","CMIP5",2030,"Reduce ET 30%",170.3333,-27.7666
"Freq of UKL Flood Control Release",43.9445,"Percent of Days","Flood Control","HW","CMIP5",2030,"Reduce ET 30%",44.1179,-0.173400000000001
"Mean Ann UKL Flood Control Release Volume",367.6934,"KAF","Flood Control","HW","CMIP5",2030,"Reduce ET 30%",224.4786,143.2148
"KenoReach Mean Ann Fishing Days",225.6,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce ET 30%",247.6667,-22.0667
"BoyleReach Mean Ann Fishing Days",141.9,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce ET 30%",154.9,-13
"HellsCornerReach Mean Ann Fishing Days",243.1333,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce ET 30%",220.4333,22.7
"IGScottReach Mean Ann Fishing Days",270.3667,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce ET 30%",274.7333,-4.36660000000001
"ScottSalmonReach Mean Ann Fishing Days",184.9667,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce ET 30%",183.9667,1
"SalmonTrinityReach Mean Ann Fishing Days",214.4333,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce ET 30%",213.9333,0.5
"TrinityOceanReach Mean Ann Fishing Days",241.5667,"days","Recreation Fishing","HW","CMIP5",2030,"Reduce ET 30%",252.9333,-11.3666
"KenoReach Mean Ann Boating Days",189.1333,"days","Recreation Boating","HW","CMIP5",2030,"Reduce ET 30%",171.8,17.3333
"BoyleReach Mean Ann Boating Days",53.7,"days","Recreation Boating","HW","CMIP5",2030,"Reduce ET 30%",59,-5.3
"HellsCornerReach Mean Ann Boating Days",182.4333,"days","Recreation Boating","HW","CMIP5",2030,"Reduce ET 30%",256,-73.5667
"IGScottReach Mean Ann Boating Days",270.3667,"days","Recreation Boating","HW","CMIP5",2030,"Reduce ET 30%",274.7333,-4.36660000000001
