"measure","value","units","category","scenario","climset","period","strategy","value_hist","magchange"
"Iron Gate Mean Spill Days per Year",142.7333,"days","Hydropower","CT","CMIP3",2070,"Reduce ET 50%",170.3333,-27.6
"Freq of UKL Flood Control Release",42.0644,"Percent of Days","Flood Control","CT","CMIP3",2070,"Reduce ET 50%",44.1179,-2.0535
"Mean Ann UKL Flood Control Release Volume",362.4263,"KAF","Flood Control","CT","CMIP3",2070,"Reduce ET 50%",224.4786,137.9477
"KenoReach Mean Ann Fishing Days",231.2667,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce ET 50%",247.6667,-16.4
"BoyleReach Mean Ann Fishing Days",149.6,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce ET 50%",154.9,-5.30000000000001
"HellsCornerReach Mean Ann Fishing Days",242.2,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce ET 50%",220.4333,21.7667
"IGScottReach Mean Ann Fishing Days",271.5667,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce ET 50%",274.7333,-3.16659999999996
"ScottSalmonReach Mean Ann Fishing Days",192.2,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce ET 50%",183.9667,8.23329999999999
"SalmonTrinityReach Mean Ann Fishing Days",224,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce ET 50%",213.9333,10.0667
"TrinityOceanReach Mean Ann Fishing Days",252.5,"days","Recreation Fishing","CT","CMIP3",2070,"Reduce ET 50%",252.9333,-0.433300000000003
"KenoReach Mean Ann Boating Days",177.4667,"days","Recreation Boating","CT","CMIP3",2070,"Reduce ET 50%",171.8,5.66669999999999
"BoyleReach Mean Ann Boating Days",51.5333,"days","Recreation Boating","CT","CMIP3",2070,"Reduce ET 50%",59,-7.4667
"HellsCornerReach Mean Ann Boating Days",179.9333,"days","Recreation Boating","CT","CMIP3",2070,"Reduce ET 50%",256,-76.0667
"IGScottReach Mean Ann Boating Days",271.5667,"days","Recreation Boating","CT","CMIP3",2070,"Reduce ET 50%",274.7333,-3.16659999999996
"ScottSalmonReach Mean Ann Boating Days",243.4,"days","Recreation Boating","CT","CMIP3",2070,"Reduce ET 50%",249.2333,-5.83330000000001
"SalmonTrinityReach Mean Ann Boating Days",224,"days","Recreation Boating","CT","CMIP3",2070,"Reduce ET 50%",213.9333,10.0667
"TrinityOceanReach Mean Ann Boating Days",252.5,"days","Recreation Boating","CT","CMIP3",2070,"Reduce ET 50%",252.9333,-0.433300000000003
"Mean Project Supply (Apr-Sep)",361.9933,"KAF","Water Delivery","CT","CMIP3",2070,"Reduce ET 50%",361.3104,0.682899999999961
"Mean Annual UKL Stg and Inflow",1410.5579,"KAF","Water Delivery","CT","CMIP3",2070,"Reduce ET 50%",1377.9978,32.5600999999999
"Mean Annual Shasta Flow",198.0679,"cfs","Water Delivery","CT","CMIP3",2070,"Reduce ET 50%",187.6871,10.3808
"Mean Annual Scott Flow",759.0676,"cfs","Water Delivery","CT","CMIP3",2070,"Reduce ET 50%",668.7854,90.2822
"Mean Annual MWAT",81.2077,"degF","Water Quality","CT","CMIP3",2070,"Reduce ET 50%",75.7443,5.46340000000001
"Mean exceedence of MWAT - Poor",17.5277,"degF","Water Quality","CT","CMIP3",2070,"Reduce ET 50%",12.0643,5.4634
"Frequency Meeting Dry Year Fish Targets Scott",69.3894,"% of Days","Ecological Resources","CT","CMIP3",2070,"Add 30KAF",70.5029,-1.1135
"Frequency Meeting Dry Year Fish Targets Shasta",56.6578,"% of Days","Ecological Resources","CT","CMIP3",2070,"Add 30KAF",56.8769,-0.219099999999997
"Mean Annual Water Delivery to LKNWR",12.8552,"KAF","Ecological Resources","CT","CMIP3",2070,"Add 30KAF",24.6143,-11.7591
"Mean Annual Hydropower Generated (MW)",26272.841,"MW","Hydropower","CT","CMIP3",2070,"Add 30KAF",26741.1142,-468.2732
"Boyle Mean Spill Volume per Year",388.2064,"KAF","Hydropower","CT","CMIP3",2070,"Add 30KAF",163.0602,225.1462
"Copco1 Mean Spill Volume per Year",430.6592,"KAF","Hydropower","CT","CMIP3",2070,"Add 30KAF",186.3791,244.2801
"Iron Gate Mean Spill Volume per Year",774.4504,"KAF","Hydropower","CT","CMIP3",2070,"Add 30KAF",533.8601,240.5903
"Boyle Mean Spill Days per Year",207.3667,"days","Hydropower","CT","CMIP3",2070,"Add 30KAF",105.9,101.4667
"Copco1 Mean Spill Days per Year",56,"days","Hydropower","CT","CMIP3",2070,"Add 30KAF",42.8,13.2
"Iron Gate Mean Spill Days per Year",142.7,"days","Hydropower","CT","CMIP3",2070,"Add 30KAF",170.3333,-27.6333
"Freq of UKL Flood Control Release",43.3787,"Percent of Days","Flood Control","CT","CMIP3",2070,"Add 30KAF",44.1179,-0.739199999999997
"Mean Ann UKL Flood Control Release Volume",370.8115,"KAF","Flood Control","CT","CMIP3",2070,"Add 30KAF",224.4786,146.3329
"KenoReach Mean Ann Fishing Days",230.3333,"days","Recreation Fishing","CT","CMIP3",2070,"Add 30KAF",247.6667,-17.3334
"BoyleReach Mean Ann Fishing Days",150.0667,"days","Recreation Fishing","CT","CMIP3",2070,"Add 30KAF",154.9,-4.83330000000001
"HellsCornerReach Mean Ann Fishing Days",242.3,"days","Recreation Fishing","CT","CMIP3",2070,"Add 30KAF",220.4333,21.8667
"IGScottReach Mean Ann Fishing Days",271.4333,"days","Recreation Fishing","CT","CMIP3",2070,"Add 30KAF",274.7333,-3.30000000000001
"ScottSalmonReach Mean Ann Fishing Days",192.7667,"days","Recreation Fishing","CT","CMIP3",2070,"Add 30KAF",183.9667,8.79999999999998
"SalmonTrinityReach Mean Ann Fishing Days",223.8333,"days","Recreation Fishing","CT","CMIP3",2070,"Add 30KAF",213.9333,9.90000000000001
"TrinityOceanReach Mean Ann Fishing Days",252.4333,"days","Recreation Fishing","CT","CMIP3",2070,"Add 30KAF",252.9333,-0.5
"KenoReach Mean Ann Boating Days",176.4,"days","Recreation Boating","CT","CMIP3",2070,"Add 30KAF",171.8,4.59999999999999
"BoyleReach Mean Ann Boating Days",50.2333,"days","Recreation Boating","CT","CMIP3",2070,"Add 30KAF",59,-8.7667
"HellsCornerReach Mean Ann Boating Days",179.6333,"days","Recreation Boating","CT","CMIP3",2070,"Add 30KAF",256,-76.3667
"IGScottReach Mean Ann Boating Days",271.4333,"days","Recreation Boating","CT","CMIP3",2070,"Add 30KAF",274.7333,-3.30000000000001
"ScottSalmonReach Mean Ann Boating Days",243.5,"days","Recreation Boating","CT","CMIP3",2070,"Add 30KAF",249.2333,-5.73330000000001
"SalmonTrinityReach Mean Ann Boating Days",223.8333,"days","Recreation Boating","CT","CMIP3",2070,"Add 30KAF",213.9333,9.90000000000001
"TrinityOceanReach Mean Ann Boating Days",252.4333,"days","Recreation Boating","CT","CMIP3",2070,"Add 30KAF",252.9333,-0.5
"Mean Project Supply (Apr-Sep)",364.1494,"KAF","Water Delivery","CT","CMIP3",2070,"Add 30KAF",361.3104,2.839
"Mean Annual UKL Stg and Inflow",1417.8674,"KAF","Water Delivery","CT","CMIP3",2070,"Add 30KAF",1377.9978,39.8696
"Mean Annual Shasta Flow",196.5632,"cfs","Water Delivery","CT","CMIP3",2070,"Add 30KAF",187.6871,8.87610000000001
"Mean Annual Scott Flow",755.673,"cfs","Water Delivery","CT","CMIP3",2070,"Add 30KAF",668.7854,86.8876
"Mean Annual MWAT",81.2103,"degF","Water Quality","CT","CMIP3",2070,"Add 30KAF",75.7443,5.46600000000001
"Mean exceedence of MWAT - Poor",17.5303,"degF","Water Quality","CT","CMIP3",2070,"Add 30KAF",12.0643,5.466
"Frequency Meeting Dry Year Fish Targets Scott",69.718,"% of Days","Ecological Resources","CT","CMIP5",2030,"Baseline",70.5029,-0.784899999999993
"Frequency Meeting Dry Year Fish Targets Shasta",56.0829,"% of Days","Ecological Resources","CT","CMIP5",2030,"Baseline",56.8769,-0.793999999999997
"Mean Annual Water Delivery to LKNWR",14.0619,"KAF","Ecological Resources","CT","CMIP5",2030,"Baseline",24.6143,-10.5524
"Mean Annual Hydropower Generated (MW)",25991.6784,"MW","Hydropower","CT","CMIP5",2030,"Baseline",26741.1142,-749.435799999999
"Boyle Mean Spill Volume per Year",321.0458,"KAF","Hydropower","CT","CMIP5",2030,"Baseline",163.0602,157.9856
"Copco1 Mean Spill Volume per Year",351.3173,"KAF","Hydropower","CT","CMIP5",2030,"Baseline",186.3791,164.9382
"Iron Gate Mean Spill Volume per Year",685.8091,"KAF","Hydropower","CT","CMIP5",2030,"Baseline",533.8601,151.949
"Boyle Mean Spill Days per Year",192.9,"days","Hydropower","CT","CMIP5",2030,"Baseline",105.9,87
"Copco1 Mean Spill Days per Year",51.7,"days","Hydropower","CT","CMIP5",2030,"Baseline",42.8,8.90000000000001
"Iron Gate Mean Spill Days per Year",135.7333,"days","Hydropower","CT","CMIP5",2030,"Baseline",170.3333,-34.6
"Freq of UKL Flood Control Release",41.9093,"Percent of Days","Flood Control","CT","CMIP5",2030,"Baseline",44.1179,-2.2086
"Mean Ann UKL Flood Control Release Volume",298.7926,"KAF","Flood Control","CT","CMIP5",2030,"Baseline",224.4786,74.314
"KenoReach Mean Ann Fishing Days",239.0333,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",247.6667,-8.63339999999999
"BoyleReach Mean Ann Fishing Days",144.3,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",154.9,-10.6
"HellsCornerReach Mean Ann Fishing Days",249.3667,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",220.4333,28.9334
"IGScottReach Mean Ann Fishing Days",274.9,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",274.7333,0.166699999999992
"ScottSalmonReach Mean Ann Fishing Days",192.4,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",183.9667,8.4333
"SalmonTrinityReach Mean Ann Fishing Days",222.4333,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",213.9333,8.5
"TrinityOceanReach Mean Ann Fishing Days",255.8,"days","Recreation Fishing","CT","CMIP5",2030,"Baseline",252.9333,2.86670000000001
"KenoReach Mean Ann Boating Days",183.4667,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",171.8,11.6667
"BoyleReach Mean Ann Boating Days",55.6333,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",59,-3.3667
"HellsCornerReach Mean Ann Boating Days",199.3,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",256,-56.7
"IGScottReach Mean Ann Boating Days",274.9,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",274.7333,0.166699999999992
"ScottSalmonReach Mean Ann Boating Days",249.8667,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",249.2333,0.633399999999995
"SalmonTrinityReach Mean Ann Boating Days",222.4333,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",213.9333,8.5
"TrinityOceanReach Mean Ann Boating Days",255.8,"days","Recreation Boating","CT","CMIP5",2030,"Baseline",252.9333,2.86670000000001
"Mean Project Supply (Apr-Sep)",359.0016,"KAF","Water Delivery","CT","CMIP5",2030,"Baseline",361.3104,-2.30880000000002
"Mean Annual UKL Stg and Inflow",1407.597,"KAF","Water Delivery","CT","CMIP5",2030,"Baseline",1377.9978,29.5991999999999
"Mean Annual Shasta Flow",195.5116,"cfs","Water Delivery","CT","CMIP5",2030,"Baseline",187.6871,7.8245
"Mean Annual Scott Flow",738.8394,"cfs","Water Delivery","CT","CMIP5",2030,"Baseline",668.7854,70.054
"Mean Annual MWAT",79.7917,"degF","Water Quality","CT","CMIP5",2030,"Baseline",75.7443,4.04740000000001
"Mean exceedence of MWAT - Poor",16.1117,"degF","Water Quality","CT","CMIP5",2030,"Baseline",12.0643,4.0474
"Frequency Meeting Dry Year Fish Targets Scott",69.4624,"% of Days","Ecological Resources","CT","CMIP5",2030,"Reduce ET 30%",70.5029,-1.04049999999999
"Frequency Meeting Dry Year Fish Targets Shasta",55.2341,"% of Days","Ecological Resources","CT","CMIP5",2030,"Reduce ET 30%",56.8769,-1.6428
"Mean Annual Water Delivery to LKNWR",15.4428,"KAF","Ecological Resources","CT","CMIP5",2030,"Reduce ET 30%",24.6143,-9.1715
"Mean Annual Hydropower Generated (MW)",26104.5934,"MW","Hydropower","CT","CMIP5",2030,"Reduce ET 30%",26741.1142,-636.520799999998
"Boyle Mean Spill Volume per Year",322.3668,"KAF","Hydropower","CT","CMIP5",2030,"Reduce ET 30%",163.0602,159.3066
"Copco1 Mean Spill Volume per Year",353.0174,"KAF","Hydropower","CT","CMIP5",2030,"Reduce ET 30%",186.3791,166.6383
"Iron Gate Mean Spill Volume per Year",689.2664,"KAF","Hydropower","CT","CMIP5",2030,"Reduce ET 30%",533.8601,155.4063
"Boyle Mean Spill Days per Year",193.3,"days","Hydropower","CT","CMIP5",2030,"Reduce ET 30%",105.9,87.4
"Copco1 Mean Spill Days per Year",52.1,"days","Hydropower","CT","CMIP5",2030,"Reduce ET 30%",42.8,9.3
"Iron Gate Mean Spill Days per Year",136.3,"days","Hydropower","CT","CMIP5",2030,"Reduce ET 30%",170.3333,-34.0333
"Freq of UKL Flood Control Release",41.0423,"Percent of Days","Flood Control","CT","CMIP5",2030,"Reduce ET 30%",44.1179,-3.0756
"Mean Ann UKL Flood Control Release Volume",300.2751,"KAF","Flood Control","CT","CMIP5",2030,"Reduce ET 30%",224.4786,75.7965
"KenoReach Mean Ann Fishing Days",237.9667,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 30%",247.6667,-9.69999999999999
"BoyleReach Mean Ann Fishing Days",142.9333,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 30%",154.9,-11.9667
"HellsCornerReach Mean Ann Fishing Days",248.1333,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 30%",220.4333,27.7
"IGScottReach Mean Ann Fishing Days",274.9,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 30%",274.7333,0.166699999999992
"ScottSalmonReach Mean Ann Fishing Days",192.6,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 30%",183.9667,8.63329999999999
"SalmonTrinityReach Mean Ann Fishing Days",222.3333,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 30%",213.9333,8.40000000000001
"TrinityOceanReach Mean Ann Fishing Days",255.7667,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 30%",252.9333,2.83339999999998
"KenoReach Mean Ann Boating Days",185.1667,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 30%",171.8,13.3667
"BoyleReach Mean Ann Boating Days",57.2667,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 30%",59,-1.7333
"HellsCornerReach Mean Ann Boating Days",200.4333,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 30%",256,-55.5667
"IGScottReach Mean Ann Boating Days",274.9,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 30%",274.7333,0.166699999999992
"ScottSalmonReach Mean Ann Boating Days",250.0333,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 30%",249.2333,0.799999999999983
"SalmonTrinityReach Mean Ann Boating Days",222.3333,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 30%",213.9333,8.40000000000001
"TrinityOceanReach Mean Ann Boating Days",255.7667,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 30%",252.9333,2.83339999999998
"Mean Project Supply (Apr-Sep)",359.6106,"KAF","Water Delivery","CT","CMIP5",2030,"Reduce ET 30%",361.3104,-1.69980000000004
"Mean Annual UKL Stg and Inflow",1412.8667,"KAF","Water Delivery","CT","CMIP5",2030,"Reduce ET 30%",1377.9978,34.8688999999999
"Mean Annual Shasta Flow",196.0878,"cfs","Water Delivery","CT","CMIP5",2030,"Reduce ET 30%",187.6871,8.4007
"Mean Annual Scott Flow",740.2342,"cfs","Water Delivery","CT","CMIP5",2030,"Reduce ET 30%",668.7854,71.4488
"Mean Annual MWAT",79.7917,"degF","Water Quality","CT","CMIP5",2030,"Reduce ET 30%",75.7443,4.04740000000001
"Mean exceedence of MWAT - Poor",16.1117,"degF","Water Quality","CT","CMIP5",2030,"Reduce ET 30%",12.0643,4.0474
"Frequency Meeting Dry Year Fish Targets Scott",68.9148,"% of Days","Ecological Resources","CT","CMIP5",2030,"Reduce ET 50%",70.5029,-1.5881
"Frequency Meeting Dry Year Fish Targets Shasta",54.4583,"% of Days","Ecological Resources","CT","CMIP5",2030,"Reduce ET 50%",56.8769,-2.4186
"Mean Annual Water Delivery to LKNWR",16.5649,"KAF","Ecological Resources","CT","CMIP5",2030,"Reduce ET 50%",24.6143,-8.0494
"Mean Annual Hydropower Generated (MW)",26172.2223,"MW","Hydropower","CT","CMIP5",2030,"Reduce ET 50%",26741.1142,-568.891899999999
"Boyle Mean Spill Volume per Year",323.3242,"KAF","Hydropower","CT","CMIP5",2030,"Reduce ET 50%",163.0602,160.264
"Copco1 Mean Spill Volume per Year",354.3464,"KAF","Hydropower","CT","CMIP5",2030,"Reduce ET 50%",186.3791,167.9673
"Iron Gate Mean Spill Volume per Year",691.7042,"KAF","Hydropower","CT","CMIP5",2030,"Reduce ET 50%",533.8601,157.8441
"Boyle Mean Spill Days per Year",193.7,"days","Hydropower","CT","CMIP5",2030,"Reduce ET 50%",105.9,87.8
"Copco1 Mean Spill Days per Year",52.4333,"days","Hydropower","CT","CMIP5",2030,"Reduce ET 50%",42.8,9.63330000000001
"Iron Gate Mean Spill Days per Year",136.6667,"days","Hydropower","CT","CMIP5",2030,"Reduce ET 50%",170.3333,-33.6666
"Freq of UKL Flood Control Release",40.6772,"Percent of Days","Flood Control","CT","CMIP5",2030,"Reduce ET 50%",44.1179,-3.4407
"Mean Ann UKL Flood Control Release Volume",300.7044,"KAF","Flood Control","CT","CMIP5",2030,"Reduce ET 50%",224.4786,76.2258
"KenoReach Mean Ann Fishing Days",237.7,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 50%",247.6667,-9.9667
"BoyleReach Mean Ann Fishing Days",142.7333,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 50%",154.9,-12.1667
"HellsCornerReach Mean Ann Fishing Days",247.7,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 50%",220.4333,27.2667
"IGScottReach Mean Ann Fishing Days",274.8333,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 50%",274.7333,0.100000000000023
"ScottSalmonReach Mean Ann Fishing Days",192.7333,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 50%",183.9667,8.76660000000001
"SalmonTrinityReach Mean Ann Fishing Days",222.2667,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 50%",213.9333,8.33339999999998
"TrinityOceanReach Mean Ann Fishing Days",255.8667,"days","Recreation Fishing","CT","CMIP5",2030,"Reduce ET 50%",252.9333,2.93340000000001
"KenoReach Mean Ann Boating Days",185.8667,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 50%",171.8,14.0667
"BoyleReach Mean Ann Boating Days",57.9333,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 50%",59,-1.0667
"HellsCornerReach Mean Ann Boating Days",201.0667,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 50%",256,-54.9333
"IGScottReach Mean Ann Boating Days",274.8333,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 50%",274.7333,0.100000000000023
"ScottSalmonReach Mean Ann Boating Days",250.1333,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 50%",249.2333,0.899999999999977
"SalmonTrinityReach Mean Ann Boating Days",222.2667,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 50%",213.9333,8.33339999999998
"TrinityOceanReach Mean Ann Boating Days",255.8667,"days","Recreation Boating","CT","CMIP5",2030,"Reduce ET 50%",252.9333,2.93340000000001
"Mean Project Supply (Apr-Sep)",360.1116,"KAF","Water Delivery","CT","CMIP5",2030,"Reduce ET 50%",361.3104,-1.19880000000001
"Mean Annual UKL Stg and Inflow",1416.5688,"KAF","Water Delivery","CT","CMIP5",2030,"Reduce ET 50%",1377.9978,38.5709999999999
"Mean Annual Shasta Flow",196.636,"cfs","Water Delivery","CT","CMIP5",2030,"Reduce ET 50%",187.6871,8.94890000000001
"Mean Annual Scott Flow",741.3623,"cfs","Water Delivery","CT","CMIP5",2030,"Reduce ET 50%",668.7854,72.5769
"Mean Annual MWAT",79.8011,"degF","Water Quality","CT","CMIP5",2030,"Reduce ET 50%",75.7443,4.05680000000001
"Mean exceedence of MWAT - Poor",16.1211,"degF","Water Quality","CT","CMIP5",2030,"Reduce ET 50%",12.0643,4.0568
"Frequency Meeting Dry Year Fish Targets Scott",69.718,"% of Days","Ecological Resources","CT","CMIP5",2030,"Add 30KAF",70.5029,-0.784899999999993
"Frequency Meeting Dry Year Fish Targets Shasta",56.0829,"% of Days","Ecological Resources","CT","CMIP5",2030,"Add 30KAF",56.8769,-0.793999999999997
"Mean Annual Water Delivery to LKNWR",14.7966,"KAF","Ecological Resources","CT","CMIP5",2030,"Add 30KAF",24.6143,-9.8177
"Mean Annual Hydropower Generated (MW)",26388.9542,"MW","Hydropower","CT","CMIP5",2030,"Add 30KAF",26741.1142,-352.16
"Boyle Mean Spill Volume per Year",330.6893,"KAF","Hydropower","CT","CMIP5",2030,"Add 30KAF",163.0602,167.6291
"Copco1 Mean Spill Volume per Year",362.8652,"KAF","Hydropower","CT","CMIP5",2030,"Add 30KAF",186.3791,176.4861
"Iron Gate Mean Spill Volume per Year",704.8375,"KAF","Hydropower","CT","CMIP5",2030,"Add 30KAF",533.8601,170.9774
"Boyle Mean Spill Days per Year",194.2,"days","Hydropower","CT","CMIP5",2030,"Add 30KAF",105.9,88.3
"Copco1 Mean Spill Days per Year",53.5667,"days","Hydropower","CT","CMIP5",2030,"Add 30KAF",42.8,10.7667
"Iron Gate Mean Spill Days per Year",139.1,"days","Hydropower","CT","CMIP5",2030,"Add 30KAF",170.3333,-31.2333
"Freq of UKL Flood Control Release",42.7489,"Percent of Days","Flood Control","CT","CMIP5",2030,"Add 30KAF",44.1179,-1.369
"Mean Ann UKL Flood Control Release Volume",308.2487,"KAF","Flood Control","CT","CMIP5",2030,"Add 30KAF",224.4786,83.7701
"KenoReach Mean Ann Fishing Days",235.5333,"days","Recreation Fishing","CT","CMIP5",2030,"Add 30KAF",247.6667,-12.1334
"BoyleReach Mean Ann Fishing Days",138.3333,"days","Recreation Fishing","CT","CMIP5",2030,"Add 30KAF",154.9,-16.5667
"HellsCornerReach Mean Ann Fishing Days",246.1,"days","Recreation Fishing","CT","CMIP5",2030,"Add 30KAF",220.4333,25.6667
"IGScottReach Mean Ann Fishing Days",273.9667,"days","Recreation Fishing","CT","CMIP5",2030,"Add 30KAF",274.7333,-0.766599999999983
