"measure","scenario","period","climset","strategy","value_hist","pctchange","colournm"
"BoyleReach Mean Ann Boating Days","4",2030,"CMIP3","Reduce ET 50%",59,-27.5706779661017,"1"
"BoyleReach Mean Ann Boating Days","4",2030,"CMIP3","Add 30KAF",59,-25.9322033898305,"1"
"BoyleReach Mean Ann Boating Days","4",2030,"CMIP5","Baseline",59,-21.0169491525424,"1"
"BoyleReach Mean Ann Boating Days","4",2030,"CMIP5","Reduce ET 30%",59,-20.2825423728814,"1"
"BoyleReach Mean Ann Boating Days","4",2030,"CMIP5","Reduce ET 50%",59,-19.6045762711864,"1"
"BoyleReach Mean Ann Boating Days","4",2030,"CMIP5","Add 30KAF",59,-19.265593220339,"1"
"BoyleReach Mean Ann Boating Days","5",2030,"CMIP3","Baseline",59,-11.5818644067797,"2"
"BoyleReach Mean Ann Boating Days","5",2030,"CMIP3","Reduce ET 30%",59,-10.6215254237288,"2"
"BoyleReach Mean Ann Boating Days","5",2030,"CMIP3","Reduce ET 50%",59,-10.2825423728814,"2"
"BoyleReach Mean Ann Boating Days","5",2030,"CMIP3","Add 30KAF",59,-9.66101694915255,"2"
"BoyleReach Mean Ann Boating Days","5",2030,"CMIP5","Baseline",59,-5.70627118644068,"2"
"BoyleReach Mean Ann Boating Days","5",2030,"CMIP5","Reduce ET 30%",59,-2.93779661016949,"2"
"BoyleReach Mean Ann Boating Days","5",2030,"CMIP5","Reduce ET 50%",59,-1.80796610169491,"2"
"BoyleReach Mean Ann Boating Days","5",2030,"CMIP5","Add 30KAF",59,-1.80796610169491,"2"
"HellsCornerReach Mean Ann Boating Days","1",2030,"CMIP3","Baseline",256,-12.3176953125,"2"
"HellsCornerReach Mean Ann Boating Days","1",2030,"CMIP3","Reduce ET 30%",256,-12.0963671875,"2"
"HellsCornerReach Mean Ann Boating Days","1",2030,"CMIP3","Reduce ET 50%",256,-12.1744921875,"2"
"HellsCornerReach Mean Ann Boating Days","1",2030,"CMIP3","Add 30KAF",256,-9.7786328125,"2"
"HellsCornerReach Mean Ann Boating Days","1",2030,"CMIP5","Baseline",256,-18.0598828125,"2"
"HellsCornerReach Mean Ann Boating Days","1",2030,"CMIP5","Reduce ET 30%",256,-17.7734375,"2"
"HellsCornerReach Mean Ann Boating Days","1",2030,"CMIP5","Reduce ET 50%",256,-17.8255078125,"2"
"HellsCornerReach Mean Ann Boating Days","1",2030,"CMIP5","Add 30KAF",256,-16.9921875,"2"
"HellsCornerReach Mean Ann Boating Days","2",2030,"CMIP3","Baseline",256,-17.5911328125,"2"
"HellsCornerReach Mean Ann Boating Days","2",2030,"CMIP3","Reduce ET 30%",256,-17.421875,"2"
"HellsCornerReach Mean Ann Boating Days","2",2030,"CMIP3","Reduce ET 50%",256,-17.3958203125,"2"
"HellsCornerReach Mean Ann Boating Days","2",2030,"CMIP3","Add 30KAF",256,-15.8984375,"2"
"HellsCornerReach Mean Ann Boating Days","2",2030,"CMIP5","Baseline",256,-18.2291796875,"2"
"HellsCornerReach Mean Ann Boating Days","2",2030,"CMIP5","Reduce ET 30%",256,-17.4869921875,"2"
"HellsCornerReach Mean Ann Boating Days","2",2030,"CMIP5","Reduce ET 50%",256,-17.0442578125,"2"
"HellsCornerReach Mean Ann Boating Days","2",2030,"CMIP5","Add 30KAF",256,-15.3776171875,"2"
"HellsCornerReach Mean Ann Boating Days","3",2030,"CMIP3","Baseline",256,-29.2448046875,"1"
"HellsCornerReach Mean Ann Boating Days","3",2030,"CMIP3","Reduce ET 30%",256,-28.59375,"1"
"HellsCornerReach Mean Ann Boating Days","3",2030,"CMIP3","Reduce ET 50%",256,-28.2551953125,"1"
"HellsCornerReach Mean Ann Boating Days","3",2030,"CMIP3","Add 30KAF",256,-28.28125,"1"
"HellsCornerReach Mean Ann Boating Days","3",2030,"CMIP5","Baseline",256,-29.2578125,"1"
"HellsCornerReach Mean Ann Boating Days","3",2030,"CMIP5","Reduce ET 30%",256,-28.7369921875,"1"
"HellsCornerReach Mean Ann Boating Days","3",2030,"CMIP5","Reduce ET 50%",256,-28.3463671875,"1"
"HellsCornerReach Mean Ann Boating Days","3",2030,"CMIP5","Add 30KAF",256,-27.578125,"1"
"HellsCornerReach Mean Ann Boating Days","4",2030,"CMIP3","Baseline",256,-29.84375,"1"
"HellsCornerReach Mean Ann Boating Days","4",2030,"CMIP3","Reduce ET 30%",256,-28.7890625,"1"
"HellsCornerReach Mean Ann Boating Days","4",2030,"CMIP3","Reduce ET 50%",256,-28.2291796875,"1"
"HellsCornerReach Mean Ann Boating Days","4",2030,"CMIP3","Add 30KAF",256,-28.2421875,"1"
"HellsCornerReach Mean Ann Boating Days","4",2030,"CMIP5","Baseline",256,-29.3489453125,"1"
"HellsCornerReach Mean Ann Boating Days","4",2030,"CMIP5","Reduce ET 30%",256,-28.8932421875,"1"
"HellsCornerReach Mean Ann Boating Days","4",2030,"CMIP5","Reduce ET 50%",256,-28.5286328125,"1"
"HellsCornerReach Mean Ann Boating Days","4",2030,"CMIP5","Add 30KAF",256,-28.6848828125,"1"
"HellsCornerReach Mean Ann Boating Days","5",2030,"CMIP3","Baseline",256,-21.640625,"1"
"HellsCornerReach Mean Ann Boating Days","5",2030,"CMIP3","Reduce ET 30%",256,-20.9765625,"1"
"HellsCornerReach Mean Ann Boating Days","5",2030,"CMIP3","Reduce ET 50%",256,-20.3385546875,"1"
"HellsCornerReach Mean Ann Boating Days","5",2030,"CMIP3","Add 30KAF",256,-19.453125,"1"
"HellsCornerReach Mean Ann Boating Days","5",2030,"CMIP5","Baseline",256,-22.1484375,"1"
"HellsCornerReach Mean Ann Boating Days","5",2030,"CMIP5","Reduce ET 30%",256,-21.7057421875,"1"
"HellsCornerReach Mean Ann Boating Days","5",2030,"CMIP5","Reduce ET 50%",256,-21.4583203125,"1"
"HellsCornerReach Mean Ann Boating Days","5",2030,"CMIP5","Add 30KAF",256,-20.2994921875,"1"
"IGScottReach Mean Ann Boating Days","1",2030,"CMIP3","Baseline",274.7333,-2.20817789470734,"2"
"IGScottReach Mean Ann Boating Days","1",2030,"CMIP3","Reduce ET 30%",274.7333,-2.18393620285564,"2"
"IGScottReach Mean Ann Boating Days","1",2030,"CMIP3","Reduce ET 50%",274.7333,-2.18393620285564,"2"
"IGScottReach Mean Ann Boating Days","1",2030,"CMIP3","Add 30KAF",274.7333,-2.77844003620965,"2"
"IGScottReach Mean Ann Boating Days","1",2030,"CMIP5","Baseline",274.7333,-0.121317656068634,"2"
"IGScottReach Mean Ann Boating Days","1",2030,"CMIP5","Reduce ET 30%",274.7333,-0.279034248851516,"2"
"IGScottReach Mean Ann Boating Days","1",2030,"CMIP5","Reduce ET 50%",274.7333,-0.279034248851516,"2"
"IGScottReach Mean Ann Boating Days","1",2030,"CMIP5","Add 30KAF",274.7333,-0.606624679279854,"2"
"IGScottReach Mean Ann Boating Days","2",2030,"CMIP3","Baseline",274.7333,2.63288068828934,"3"
"IGScottReach Mean Ann Boating Days","2",2030,"CMIP3","Reduce ET 30%",274.7333,2.65712238014104,"3"
"IGScottReach Mean Ann Boating Days","2",2030,"CMIP3","Reduce ET 50%",274.7333,2.72992025356955,"3"
"IGScottReach Mean Ann Boating Days","2",2030,"CMIP3","Add 30KAF",274.7333,2.08689663757543,"3"
"IGScottReach Mean Ann Boating Days","2",2030,"CMIP5","Baseline",274.7333,1.0191702279993,"3"
"IGScottReach Mean Ann Boating Days","2",2030,"CMIP5","Reduce ET 30%",274.7333,1.00704938207346,"3"
"IGScottReach Mean Ann Boating Days","2",2030,"CMIP5","Reduce ET 50%",274.7333,1.00704938207346,"3"
"IGScottReach Mean Ann Boating Days","2",2030,"CMIP5","Add 30KAF",274.7333,0.837175544428,"3"
"IGScottReach Mean Ann Boating Days","3",2030,"CMIP3","Baseline",274.7333,-3.14242940335226,"2"
"IGScottReach Mean Ann Boating Days","3",2030,"CMIP3","Reduce ET 30%",274.7333,-3.23950536756919,"2"
"IGScottReach Mean Ann Boating Days","3",2030,"CMIP3","Reduce ET 50%",274.7333,-3.27590430428346,"2"
"IGScottReach Mean Ann Boating Days","3",2030,"CMIP3","Add 30KAF",274.7333,-3.36082302363783,"2"
"IGScottReach Mean Ann Boating Days","3",2030,"CMIP5","Baseline",274.7333,-1.65007299806758,"2"
"IGScottReach Mean Ann Boating Days","3",2030,"CMIP5","Reduce ET 30%",274.7333,-1.58939597056491,"2"
"IGScottReach Mean Ann Boating Days","3",2030,"CMIP5","Reduce ET 50%",274.7333,-1.84418852756473,"2"
"IGScottReach Mean Ann Boating Days","3",2030,"CMIP5","Add 30KAF",274.7333,-2.01406236521019,"2"
"IGScottReach Mean Ann Boating Days","4",2030,"CMIP3","Baseline",274.7333,3.79764666314568,"3"
"IGScottReach Mean Ann Boating Days","4",2030,"CMIP3","Reduce ET 30%",274.7333,3.78548941828313,"3"
"IGScottReach Mean Ann Boating Days","4",2030,"CMIP3","Reduce ET 50%",274.7333,3.83404559985995,"3"
"IGScottReach Mean Ann Boating Days","4",2030,"CMIP3","Add 30KAF",274.7333,3.54285410614586,"3"
"IGScottReach Mean Ann Boating Days","4",2030,"CMIP5","Baseline",274.7333,4.65906389942537,"3"
"IGScottReach Mean Ann Boating Days","4",2030,"CMIP5","Reduce ET 30%",274.7333,4.54986708928259,"3"
"IGScottReach Mean Ann Boating Days","4",2030,"CMIP5","Reduce ET 50%",274.7333,4.35575155978544,"3"
"IGScottReach Mean Ann Boating Days","4",2030,"CMIP5","Add 30KAF",274.7333,4.34363071385959,"3"
"IGScottReach Mean Ann Boating Days","5",2030,"CMIP3","Baseline",274.7333,2.03834045599861,"3"
"IGScottReach Mean Ann Boating Days","5",2030,"CMIP3","Reduce ET 30%",274.7333,2.01409876414691,"3"
"IGScottReach Mean Ann Boating Days","5",2030,"CMIP3","Reduce ET 50%",274.7333,1.95342173664424,"3"
"IGScottReach Mean Ann Boating Days","5",2030,"CMIP3","Add 30KAF",274.7333,1.57731152357579,"3"
"IGScottReach Mean Ann Boating Days","5",2030,"CMIP5","Baseline",274.7333,0.0606770275026696,"3"
"IGScottReach Mean Ann Boating Days","5",2030,"CMIP5","Reduce ET 30%",274.7333,0.0606770275026696,"3"
"IGScottReach Mean Ann Boating Days","5",2030,"CMIP5","Reduce ET 50%",274.7333,0.036398936714269,"3"
"IGScottReach Mean Ann Boating Days","5",2030,"CMIP5","Add 30KAF",274.7333,-0.279034248851516,"2"
"KenoReach Mean Ann Boating Days","1",2030,"CMIP3","Baseline",171.8,19.4605937136205,"4"
"KenoReach Mean Ann Boating Days","1",2030,"CMIP3","Reduce ET 30%",171.8,19.5382421420256,"4"
"KenoReach Mean Ann Boating Days","1",2030,"CMIP3","Reduce ET 50%",171.8,19.4218277066356,"4"
"KenoReach Mean Ann Boating Days","1",2030,"CMIP3","Add 30KAF",171.8,21.0903958090803,"4"
"KenoReach Mean Ann Boating Days","1",2030,"CMIP5","Baseline",171.8,10.7877182770664,"3"
"KenoReach Mean Ann Boating Days","1",2030,"CMIP5","Reduce ET 30%",171.8,10.7683352735739,"3"
"KenoReach Mean Ann Boating Days","1",2030,"CMIP5","Reduce ET 50%",171.8,10.4966821885914,"3"
"KenoReach Mean Ann Boating Days","1",2030,"CMIP5","Add 30KAF",171.8,12.6697904540163,"3"
"KenoReach Mean Ann Boating Days","2",2030,"CMIP3","Baseline",171.8,3.45360884749709,"3"
"KenoReach Mean Ann Boating Days","2",2030,"CMIP3","Reduce ET 30%",171.8,4.17153667054714,"3"
"KenoReach Mean Ann Boating Days","2",2030,"CMIP3","Reduce ET 50%",171.8,4.87002328288707,"3"
"KenoReach Mean Ann Boating Days","2",2030,"CMIP3","Add 30KAF",171.8,6.63562281722932,"3"
"KenoReach Mean Ann Boating Days","2",2030,"CMIP5","Baseline",171.8,-1.74621653084983,"2"
"KenoReach Mean Ann Boating Days","2",2030,"CMIP5","Reduce ET 30%",171.8,-0.776076833527362,"2"
"KenoReach Mean Ann Boating Days","2",2030,"CMIP5","Reduce ET 50%",171.8,-0.155238649592558,"2"
"KenoReach Mean Ann Boating Days","2",2030,"CMIP5","Add 30KAF",171.8,0.737310826542483,"3"
"KenoReach Mean Ann Boating Days","3",2030,"CMIP3","Baseline",171.8,5.12223515715948,"3"
"KenoReach Mean Ann Boating Days","3",2030,"CMIP3","Reduce ET 30%",171.8,5.33568102444703,"3"
"KenoReach Mean Ann Boating Days","3",2030,"CMIP3","Reduce ET 50%",171.8,5.91775320139697,"3"
"KenoReach Mean Ann Boating Days","3",2030,"CMIP3","Add 30KAF",171.8,5.64610011641443,"3"
"KenoReach Mean Ann Boating Days","3",2030,"CMIP5","Baseline",171.8,9.87584400465656,"3"
"KenoReach Mean Ann Boating Days","3",2030,"CMIP5","Reduce ET 30%",171.8,10.0892316647264,"3"
"KenoReach Mean Ann Boating Days","3",2030,"CMIP5","Reduce ET 50%",171.8,10.7101280558789,"3"
"KenoReach Mean Ann Boating Days","3",2030,"CMIP5","Add 30KAF",171.8,10.9623399301513,"3"
"KenoReach Mean Ann Boating Days","4",2030,"CMIP3","Baseline",171.8,-12.2428987194412,"2"
"KenoReach Mean Ann Boating Days","4",2030,"CMIP3","Reduce ET 30%",171.8,-11.1564027939465,"2"
"KenoReach Mean Ann Boating Days","4",2030,"CMIP3","Reduce ET 50%",171.8,-10.7683352735739,"2"
"KenoReach Mean Ann Boating Days","4",2030,"CMIP3","Add 30KAF",171.8,-9.50715948777649,"2"
"KenoReach Mean Ann Boating Days","4",2030,"CMIP5","Baseline",171.8,-11.5056461001164,"2"
"KenoReach Mean Ann Boating Days","4",2030,"CMIP5","Reduce ET 30%",171.8,-10.9235739231665,"2"
"KenoReach Mean Ann Boating Days","4",2030,"CMIP5","Reduce ET 50%",171.8,-10.419091967404,"2"
"KenoReach Mean Ann Boating Days","4",2030,"CMIP5","Add 30KAF",171.8,-10.0504656577416,"2"
"KenoReach Mean Ann Boating Days","5",2030,"CMIP3","Baseline",171.8,3.16257275902212,"3"
"KenoReach Mean Ann Boating Days","5",2030,"CMIP3","Reduce ET 30%",171.8,4.54016298020954,"3"
"KenoReach Mean Ann Boating Days","5",2030,"CMIP3","Reduce ET 50%",171.8,5.02520372526193,"3"
"KenoReach Mean Ann Boating Days","5",2030,"CMIP3","Add 30KAF",171.8,6.51920838183934,"3"
"KenoReach Mean Ann Boating Days","5",2030,"CMIP5","Baseline",171.8,6.79086146682188,"3"
"KenoReach Mean Ann Boating Days","5",2030,"CMIP5","Reduce ET 30%",171.8,7.78038416763678,"3"
"KenoReach Mean Ann Boating Days","5",2030,"CMIP5","Reduce ET 50%",171.8,8.18783469150174,"3"
"KenoReach Mean Ann Boating Days","5",2030,"CMIP5","Add 30KAF",171.8,10.069848661234,"3"
"SalmonTrinityReach Mean Ann Boating Days","1",2030,"CMIP3","Baseline",213.9333,-6.6687140337666,"2"
"SalmonTrinityReach Mean Ann Boating Days","1",2030,"CMIP3","Reduce ET 30%",213.9333,-6.77781345868081,"2"
"SalmonTrinityReach Mean Ann Boating Days","1",2030,"CMIP3","Reduce ET 50%",213.9333,-6.82455699977516,"2"
"SalmonTrinityReach Mean Ann Boating Days","1",2030,"CMIP3","Add 30KAF",213.9333,-6.84012259895958,"2"
"SalmonTrinityReach Mean Ann Boating Days","1",2030,"CMIP5","Baseline",213.9333,-3.53689678044512,"2"
"SalmonTrinityReach Mean Ann Boating Days","1",2030,"CMIP5","Reduce ET 30%",213.9333,-3.53689678044512,"2"
"SalmonTrinityReach Mean Ann Boating Days","1",2030,"CMIP5","Reduce ET 50%",213.9333,-3.53689678044512,"2"
"SalmonTrinityReach Mean Ann Boating Days","1",2030,"CMIP5","Add 30KAF",213.9333,-3.78622682864238,"2"
"SalmonTrinityReach Mean Ann Boating Days","2",2030,"CMIP3","Baseline",213.9333,8.42944973970859,"3"
"SalmonTrinityReach Mean Ann Boating Days","2",2030,"CMIP3","Reduce ET 30%",213.9333,8.38270619861424,"3"
"SalmonTrinityReach Mean Ann Boating Days","2",2030,"CMIP3","Reduce ET 50%",213.9333,8.33596265751988,"3"
"SalmonTrinityReach Mean Ann Boating Days","2",2030,"CMIP3","Add 30KAF",213.9333,8.2580411745156,"3"
"SalmonTrinityReach Mean Ann Boating Days","2",2030,"CMIP5","Baseline",213.9333,9.22408993831254,"3"
"SalmonTrinityReach Mean Ann Boating Days","2",2030,"CMIP5","Reduce ET 30%",213.9333,9.19291199640261,"3"
"SalmonTrinityReach Mean Ann Boating Days","2",2030,"CMIP5","Reduce ET 50%",213.9333,9.19291199640261,"3"
"SalmonTrinityReach Mean Ann Boating Days","2",2030,"CMIP5","Add 30KAF",213.9333,9.20847759558703,"3"
"SalmonTrinityReach Mean Ann Boating Days","3",2030,"CMIP3","Baseline",213.9333,-1.16858852735876,"2"
"SalmonTrinityReach Mean Ann Boating Days","3",2030,"CMIP3","Reduce ET 30%",213.9333,-1.18415412654318,"2"
"SalmonTrinityReach Mean Ann Boating Days","3",2030,"CMIP3","Reduce ET 50%",213.9333,-1.1062326435389,"2"
"SalmonTrinityReach Mean Ann Boating Days","3",2030,"CMIP3","Add 30KAF",213.9333,-1.18415412654318,"2"
"SalmonTrinityReach Mean Ann Boating Days","3",2030,"CMIP5","Baseline",213.9333,0.296073589291613,"3"
"SalmonTrinityReach Mean Ann Boating Days","3",2030,"CMIP5","Reduce ET 30%",213.9333,0.233717705471752,"3"
"SalmonTrinityReach Mean Ann Boating Days","3",2030,"CMIP5","Reduce ET 50%",213.9333,0.186974164377404,"3"
"SalmonTrinityReach Mean Ann Boating Days","3",2030,"CMIP5","Add 30KAF",213.9333,0.31163918847603,"3"
"SalmonTrinityReach Mean Ann Boating Days","4",2030,"CMIP3","Baseline",213.9333,14.085418212125,"3"
"SalmonTrinityReach Mean Ann Boating Days","4",2030,"CMIP3","Reduce ET 30%",213.9333,14.225648835408,"3"
"SalmonTrinityReach Mean Ann Boating Days","4",2030,"CMIP3","Reduce ET 50%",213.9333,14.2723923765024,"3"
"SalmonTrinityReach Mean Ann Boating Days","4",2030,"CMIP3","Add 30KAF",213.9333,14.1477273524038,"3"
"SalmonTrinityReach Mean Ann Boating Days","4",2030,"CMIP5","Baseline",213.9333,13.2440344724267,"3"
"SalmonTrinityReach Mean Ann Boating Days","4",2030,"CMIP5","Reduce ET 30%",213.9333,13.2596000716111,"3"
"SalmonTrinityReach Mean Ann Boating Days","4",2030,"CMIP5","Reduce ET 50%",213.9333,13.3530871537998,"3"
"SalmonTrinityReach Mean Ann Boating Days","4",2030,"CMIP5","Add 30KAF",213.9333,13.1038038491436,"3"
"SalmonTrinityReach Mean Ann Boating Days","5",2030,"CMIP3","Baseline",213.9333,3.34996935960881,"3"
"SalmonTrinityReach Mean Ann Boating Days","5",2030,"CMIP3","Reduce ET 30%",213.9333,3.33440376042439,"3"
"SalmonTrinityReach Mean Ann Boating Days","5",2030,"CMIP3","Reduce ET 50%",213.9333,3.30322581851446,"3"
"SalmonTrinityReach Mean Ann Boating Days","5",2030,"CMIP3","Add 30KAF",213.9333,3.33440376042439,"3"
"SalmonTrinityReach Mean Ann Boating Days","5",2030,"CMIP5","Baseline",213.9333,3.97320099301979,"3"
"SalmonTrinityReach Mean Ann Boating Days","5",2030,"CMIP5","Reduce ET 30%",213.9333,3.92645745192544,"3"
"SalmonTrinityReach Mean Ann Boating Days","5",2030,"CMIP5","Reduce ET 50%",213.9333,3.89532625355659,"3"
"SalmonTrinityReach Mean Ann Boating Days","5",2030,"CMIP5","Add 30KAF",213.9333,3.7083520891792,"3"
"ScottSalmonReach Mean Ann Boating Days","1",2030,"CMIP3","Baseline",249.2333,-6.98141058999741,"2"
"ScottSalmonReach Mean Ann Boating Days","1",2030,"CMIP3","Reduce ET 30%",249.2333,-7.04825559024417,"2"
"ScottSalmonReach Mean Ann Boating Days","1",2030,"CMIP3","Reduce ET 50%",249.2333,-7.0215336393652,"2"
"ScottSalmonReach Mean Ann Boating Days","1",2030,"CMIP3","Add 30KAF",249.2333,-7.22214888620421,"2"
"ScottSalmonReach Mean Ann Boating Days","1",2030,"CMIP5","Baseline",249.2333,-6.24579460288815,"2"
"ScottSalmonReach Mean Ann Boating Days","1",2030,"CMIP5","Reduce ET 30%",249.2333,-6.29931875074479,"2"
"ScottSalmonReach Mean Ann Boating Days","1",2030,"CMIP5","Reduce ET 50%",249.2333,-6.21907265200918,"2"
"ScottSalmonReach Mean Ann Boating Days","1",2030,"CMIP5","Add 30KAF",249.2333,-6.459810948216,"2"
"ScottSalmonReach Mean Ann Boating Days","2",2030,"CMIP3","Baseline",249.2333,3.23660602335242,"3"
"ScottSalmonReach Mean Ann Boating Days","2",2030,"CMIP3","Reduce ET 30%",249.2333,3.24996699879189,"3"
"ScottSalmonReach Mean Ann Boating Days","2",2030,"CMIP3","Reduce ET 50%",249.2333,3.26336809728073,"3"
"ScottSalmonReach Mean Ann Boating Days","2",2030,"CMIP3","Add 30KAF",249.2333,3.14299894917734,"3"
"ScottSalmonReach Mean Ann Boating Days","2",2030,"CMIP5","Baseline",249.2333,2.50103015929251,"3"
"ScottSalmonReach Mean Ann Boating Days","2",2030,"CMIP5","Reduce ET 30%",249.2333,2.66152235676372,"3"
"ScottSalmonReach Mean Ann Boating Days","2",2030,"CMIP5","Reduce ET 50%",249.2333,2.64812125827487,"3"
"ScottSalmonReach Mean Ann Boating Days","2",2030,"CMIP5","Add 30KAF",249.2333,2.43414503599639,"3"
"ScottSalmonReach Mean Ann Boating Days","3",2030,"CMIP3","Baseline",249.2333,-5.29624251654976,"2"
"ScottSalmonReach Mean Ann Boating Days","3",2030,"CMIP3","Reduce ET 30%",249.2333,-5.32296446742872,"2"
"ScottSalmonReach Mean Ann Boating Days","3",2030,"CMIP3","Reduce ET 50%",249.2333,-5.37648861528536,"2"
"ScottSalmonReach Mean Ann Boating Days","3",2030,"CMIP3","Add 30KAF",249.2333,-5.38984959072484,"2"
"ScottSalmonReach Mean Ann Boating Days","3",2030,"CMIP5","Baseline",249.2333,-4.77464287476834,"2"
"ScottSalmonReach Mean Ann Boating Days","3",2030,"CMIP5","Reduce ET 30%",249.2333,-4.93513507223955,"2"
"ScottSalmonReach Mean Ann Boating Days","3",2030,"CMIP5","Reduce ET 50%",249.2333,-5.02874214641463,"2"
"ScottSalmonReach Mean Ann Boating Days","3",2030,"CMIP5","Add 30KAF",249.2333,-5.05550422034296,"2"
"ScottSalmonReach Mean Ann Boating Days","4",2030,"CMIP3","Baseline",249.2333,4.53390457856153,"3"
"ScottSalmonReach Mean Ann Boating Days","4",2030,"CMIP3","Reduce ET 30%",249.2333,4.65427372666493,"3"
"ScottSalmonReach Mean Ann Boating Days","4",2030,"CMIP3","Reduce ET 50%",249.2333,4.74792092388939,"3"
"ScottSalmonReach Mean Ann Boating Days","4",2030,"CMIP3","Add 30KAF",249.2333,4.60078970185765,"3"
"ScottSalmonReach Mean Ann Boating Days","4",2030,"CMIP5","Baseline",249.2333,4.41353543045812,"3"
"ScottSalmonReach Mean Ann Boating Days","4",2030,"CMIP5","Reduce ET 30%",249.2333,4.62755177578598,"3"
"ScottSalmonReach Mean Ann Boating Days","4",2030,"CMIP5","Reduce ET 50%",249.2333,4.82816702262499,"3"
"ScottSalmonReach Mean Ann Boating Days","4",2030,"CMIP5","Add 30KAF",249.2333,4.53390457856153,"3"
"ScottSalmonReach Mean Ann Boating Days","5",2030,"CMIP3","Baseline",249.2333,-0.106968049614562,"2"
"ScottSalmonReach Mean Ann Boating Days","5",2030,"CMIP3","Reduce ET 30%",249.2333,-0.200615246839006,"2"
"ScottSalmonReach Mean Ann Boating Days","5",2030,"CMIP3","Reduce ET 50%",249.2333,-0.0936070741750858,"2"
"ScottSalmonReach Mean Ann Boating Days","5",2030,"CMIP3","Add 30KAF",249.2333,-0.200615246839006,"2"
"ScottSalmonReach Mean Ann Boating Days","5",2030,"CMIP5","Baseline",249.2333,0.25413939469565,"3"
"ScottSalmonReach Mean Ann Boating Days","5",2030,"CMIP5","Reduce ET 30%",249.2333,0.320984394942402,"3"
"ScottSalmonReach Mean Ann Boating Days","5",2030,"CMIP5","Reduce ET 50%",249.2333,0.361107444310201,"3"
"ScottSalmonReach Mean Ann Boating Days","5",2030,"CMIP5","Add 30KAF",249.2333,0.173893295960041,"3"
"TrinityOceanReach Mean Ann Boating Days","1",2030,"CMIP3","Baseline",252.9333,-7.93355402392646,"2"
"TrinityOceanReach Mean Ann Boating Days","1",2030,"CMIP3","Reduce ET 30%",252.9333,-7.93355402392646,"2"
"TrinityOceanReach Mean Ann Boating Days","1",2030,"CMIP3","Reduce ET 50%",252.9333,-7.92038849767903,"2"
"TrinityOceanReach Mean Ann Boating Days","1",2030,"CMIP3","Add 30KAF",252.9333,-7.94675908628875,"2"
"TrinityOceanReach Mean Ann Boating Days","1",2030,"CMIP5","Baseline",252.9333,-6.37848001824987,"2"
