"measure","scenario","period","climset","strategy","value_hist","pctchange","colournm"
"Mean Annual MWAT","1",2070,"CMIP3","Baseline",75.7443,5.95120688949532,"3"
"Mean Annual MWAT","1",2070,"CMIP3","Add Flow
10%",75.7443,5.4566482230346,"3"
"Mean Annual MWAT","1",2070,"CMIP3","Add Flow
20%",75.7443,5.08209858695638,"3"
"Mean Annual MWAT","1",2070,"CMIP3","Reduce Tribs
4degC",75.7443,1.40314188658422,"3"
"Mean Annual MWAT","1",2070,"CMIP3","Reduce Dam
Outflow
4degC",75.7443,1.99394541899523,"3"
"Mean Annual MWAT","1",2070,"CMIP5","Baseline",75.7443,4.81844838489498,"3"
"Mean Annual MWAT","1",2070,"CMIP5","Add Flow
10%",75.7443,4.33405549988581,"3"
"Mean Annual MWAT","1",2070,"CMIP5","Add Flow
20%",75.7443,3.9403625091261,"3"
"Mean Annual MWAT","1",2070,"CMIP5","Reduce Tribs
4degC",75.7443,0.156183369573691,"3"
"Mean Annual MWAT","1",2070,"CMIP5","Reduce Dam
Outflow
4degC",75.7443,0.819335580367117,"3"
"Mean Annual MWAT","2",2070,"CMIP3","Baseline",75.7443,6.24086564929639,"3"
"Mean Annual MWAT","2",2070,"CMIP3","Add Flow
10%",75.7443,5.6536267415502,"3"
"Mean Annual MWAT","2",2070,"CMIP3","Add Flow
20%",75.7443,5.21227339879041,"3"
"Mean Annual MWAT","2",2070,"CMIP3","Reduce Tribs
4degC",75.7443,1.74613799322194,"3"
"Mean Annual MWAT","2",2070,"CMIP3","Reduce Dam
Outflow
4degC",75.7443,2.33905389580471,"3"
"Mean Annual MWAT","2",2070,"CMIP5","Baseline",75.7443,5.40911989417025,"3"
"Mean Annual MWAT","2",2070,"CMIP5","Add Flow
10%",75.7443,4.83085855965401,"3"
"Mean Annual MWAT","2",2070,"CMIP5","Add Flow
20%",75.7443,4.36468486737616,"3"
"Mean Annual MWAT","2",2070,"CMIP5","Reduce Tribs
4degC",75.7443,0.843099744799293,"3"
"Mean Annual MWAT","2",2070,"CMIP5","Reduce Dam
Outflow
4degC",75.7443,1.49146536439046,"3"
"Mean Annual MWAT","3",2070,"CMIP3","Baseline",75.7443,8.55853179711213,"3"
"Mean Annual MWAT","3",2070,"CMIP3","Add Flow
10%",75.7443,8.00852341364301,"3"
"Mean Annual MWAT","3",2070,"CMIP3","Add Flow
20%",75.7443,7.55581608121007,"3"
