"measure","scenario","period","climset","strategy","value_hist","pctchange","colournm"
"Mean Annual Scott Flow","3",2070,"CMIP5","Baseline",668.7854,25.5677979812358,"4"
"Mean Annual Scott Flow","3",2070,"CMIP5","Reduce ET 30%",668.7854,25.9881420856376,"4"
"Mean Annual Scott Flow","3",2070,"CMIP5","Reduce ET 50%",668.7854,26.3063607548849,"4"
"Mean Annual Scott Flow","3",2070,"CMIP5","Add 30KAF",668.7854,25.5677979812358,"4"
"Mean Annual Scott Flow","4",2070,"CMIP3","Baseline",668.7854,-18.1416938826715,"1"
"Mean Annual Scott Flow","4",2070,"CMIP3","Reduce ET 30%",668.7854,-17.6914597716996,"1"
"Mean Annual Scott Flow","4",2070,"CMIP3","Reduce ET 50%",668.7854,-17.334828182553,"1"
"Mean Annual Scott Flow","4",2070,"CMIP3","Add 30KAF",668.7854,-18.1416938826715,"1"
"Mean Annual Scott Flow","4",2070,"CMIP5","Baseline",668.7854,-15.7007315052033,"2"
"Mean Annual Scott Flow","4",2070,"CMIP5","Reduce ET 30%",668.7854,-15.2488974789222,"2"
"Mean Annual Scott Flow","4",2070,"CMIP5","Reduce ET 50%",668.7854,-14.9062614106109,"2"
"Mean Annual Scott Flow","4",2070,"CMIP5","Add 30KAF",668.7854,-15.7007315052033,"2"
"Mean Annual Scott Flow","5",2070,"CMIP3","Baseline",668.7854,12.9918505996094,"3"
"Mean Annual Scott Flow","5",2070,"CMIP3","Reduce ET 30%",668.7854,13.2735852188161,"3"
"Mean Annual Scott Flow","5",2070,"CMIP3","Reduce ET 50%",668.7854,13.499427469559,"3"
"Mean Annual Scott Flow","5",2070,"CMIP3","Add 30KAF",668.7854,12.9918505996094,"3"
"Mean Annual Scott Flow","5",2070,"CMIP5","Baseline",668.7854,14.5753331337676,"3"
"Mean Annual Scott Flow","5",2070,"CMIP5","Reduce ET 30%",668.7854,14.8301981472682,"3"
"Mean Annual Scott Flow","5",2070,"CMIP5","Reduce ET 50%",668.7854,15.0431513606607,"3"
"Mean Annual Scott Flow","5",2070,"CMIP5","Add 30KAF",668.7854,14.5753331337676,"3"
"Mean Annual Shasta Flow","1",2070,"CMIP3","Baseline",187.6871,18.8448753270736,"4"
"Mean Annual Shasta Flow","1",2070,"CMIP3","Reduce ET 30%",187.6871,18.6196600618796,"4"
"Mean Annual Shasta Flow","1",2070,"CMIP3","Reduce ET 50%",187.6871,18.5283911360983,"4"
"Mean Annual Shasta Flow","1",2070,"CMIP3","Add 30KAF",187.6871,18.8448753270736,"4"
"Mean Annual Shasta Flow","1",2070,"CMIP5","Baseline",187.6871,19.5398618232153,"4"
"Mean Annual Shasta Flow","1",2070,"CMIP5","Reduce ET 30%",187.6871,18.6648416433522,"4"
"Mean Annual Shasta Flow","1",2070,"CMIP5","Reduce ET 50%",187.6871,18.1156296836597,"4"
"Mean Annual Shasta Flow","1",2070,"CMIP5","Add 30KAF",187.6871,19.5398618232153,"4"
"Mean Annual Shasta Flow","2",2070,"CMIP3","Baseline",187.6871,-8.09565494911477,"2"
"Mean Annual Shasta Flow","2",2070,"CMIP3","Reduce ET 30%",187.6871,-7.52220051351423,"2"
"Mean Annual Shasta Flow","2",2070,"CMIP3","Reduce ET 50%",187.6871,-6.98188634168251,"2"
"Mean Annual Shasta Flow","2",2070,"CMIP3","Add 30KAF",187.6871,-8.09565494911477,"2"
"Mean Annual Shasta Flow","2",2070,"CMIP5","Baseline",187.6871,-5.66773102679939,"2"
"Mean Annual Shasta Flow","2",2070,"CMIP5","Reduce ET 30%",187.6871,-5.47235265503062,"2"
"Mean Annual Shasta Flow","2",2070,"CMIP5","Reduce ET 50%",187.6871,-5.2397314466471,"2"
"Mean Annual Shasta Flow","2",2070,"CMIP5","Add 30KAF",187.6871,-5.66773102679939,"2"
"Mean Annual Shasta Flow","3",2070,"CMIP3","Baseline",187.6871,11.2521318726753,"3"
"Mean Annual Shasta Flow","3",2070,"CMIP3","Reduce ET 30%",187.6871,11.6870045943488,"3"
"Mean Annual Shasta Flow","3",2070,"CMIP3","Reduce ET 50%",187.6871,12.1206518721852,"3"
"Mean Annual Shasta Flow","3",2070,"CMIP3","Add 30KAF",187.6871,11.2521318726753,"3"
"Mean Annual Shasta Flow","3",2070,"CMIP5","Baseline",187.6871,14.0777922403831,"3"
"Mean Annual Shasta Flow","3",2070,"CMIP5","Reduce ET 30%",187.6871,14.7345235767402,"3"
"Mean Annual Shasta Flow","3",2070,"CMIP5","Reduce ET 50%",187.6871,15.3108551413496,"3"
"Mean Annual Shasta Flow","3",2070,"CMIP5","Add 30KAF",187.6871,14.0777922403831,"3"
"Mean Annual Shasta Flow","4",2070,"CMIP3","Baseline",187.6871,-15.0224495982942,"2"
"Mean Annual Shasta Flow","4",2070,"CMIP3","Reduce ET 30%",187.6871,-13.7941819123424,"2"
"Mean Annual Shasta Flow","4",2070,"CMIP3","Reduce ET 50%",187.6871,-12.7263940888852,"2"
"Mean Annual Shasta Flow","4",2070,"CMIP3","Add 30KAF",187.6871,-15.0224495982942,"2"
"Mean Annual Shasta Flow","4",2070,"CMIP5","Baseline",187.6871,-12.4528004322087,"2"
"Mean Annual Shasta Flow","4",2070,"CMIP5","Reduce ET 30%",187.6871,-11.4325917977314,"2"
"Mean Annual Shasta Flow","4",2070,"CMIP5","Reduce ET 50%",187.6871,-10.5616741907142,"2"
"Mean Annual Shasta Flow","4",2070,"CMIP5","Add 30KAF",187.6871,-12.4528004322087,"2"
"Mean Annual Shasta Flow","5",2070,"CMIP3","Baseline",187.6871,4.72920088807383,"3"
"Mean Annual Shasta Flow","5",2070,"CMIP3","Reduce ET 30%",187.6871,5.13072022531118,"3"
"Mean Annual Shasta Flow","5",2070,"CMIP3","Reduce ET 50%",187.6871,5.53090755837776,"3"
"Mean Annual Shasta Flow","5",2070,"CMIP3","Add 30KAF",187.6871,4.72920088807383,"3"
"Mean Annual Shasta Flow","5",2070,"CMIP5","Baseline",187.6871,5.63080787118562,"3"
"Mean Annual Shasta Flow","5",2070,"CMIP5","Reduce ET 30%",187.6871,5.98352257560589,"3"
"Mean Annual Shasta Flow","5",2070,"CMIP5","Reduce ET 50%",187.6871,6.34918436056608,"3"
"Mean Annual Shasta Flow","5",2070,"CMIP5","Add 30KAF",187.6871,5.63080787118562,"3"
"Mean Annual UKL Stg and Inflow","1",2070,"CMIP3","Baseline",1377.9978,12.0651353724948,"3"
"Mean Annual UKL Stg and Inflow","1",2070,"CMIP3","Reduce ET 30%",1377.9978,12.5086048758568,"3"
"Mean Annual UKL Stg and Inflow","1",2070,"CMIP3","Reduce ET 50%",1377.9978,12.7801655416286,"3"
"Mean Annual UKL Stg and Inflow","1",2070,"CMIP3","Add 30KAF",1377.9978,13.4884250178048,"3"
"Mean Annual UKL Stg and Inflow","1",2070,"CMIP5","Baseline",1377.9978,9.90661233276279,"3"
"Mean Annual UKL Stg and Inflow","1",2070,"CMIP5","Reduce ET 30%",1377.9978,10.1628972121726,"3"
"Mean Annual UKL Stg and Inflow","1",2070,"CMIP5","Reduce ET 50%",1377.9978,10.3411848698162,"3"
"Mean Annual UKL Stg and Inflow","1",2070,"CMIP5","Add 30KAF",1377.9978,11.3057800237417,"3"
"Mean Annual UKL Stg and Inflow","2",2070,"CMIP3","Baseline",1377.9978,-7.4460351097803,"2"
"Mean Annual UKL Stg and Inflow","2",2070,"CMIP3","Reduce ET 30%",1377.9978,-6.91616488792654,"2"
"Mean Annual UKL Stg and Inflow","2",2070,"CMIP3","Reduce ET 50%",1377.9978,-6.53405977861504,"2"
"Mean Annual UKL Stg and Inflow","2",2070,"CMIP3","Add 30KAF",1377.9978,-5.7639279249938,"2"
"Mean Annual UKL Stg and Inflow","2",2070,"CMIP5","Baseline",1377.9978,-4.79272173003471,"2"
"Mean Annual UKL Stg and Inflow","2",2070,"CMIP5","Reduce ET 30%",1377.9978,-4.39256869640867,"2"
"Mean Annual UKL Stg and Inflow","2",2070,"CMIP5","Reduce ET 50%",1377.9978,-4.13013721792591,"2"
"Mean Annual UKL Stg and Inflow","2",2070,"CMIP5","Add 30KAF",1377.9978,-3.14452606528109,"2"
"Mean Annual UKL Stg and Inflow","3",2070,"CMIP3","Baseline",1377.9978,6.99932176959934,"3"
"Mean Annual UKL Stg and Inflow","3",2070,"CMIP3","Reduce ET 30%",1377.9978,7.53269707687486,"3"
"Mean Annual UKL Stg and Inflow","3",2070,"CMIP3","Reduce ET 50%",1377.9978,7.90023031967105,"3"
"Mean Annual UKL Stg and Inflow","3",2070,"CMIP3","Add 30KAF",1377.9978,8.37806127121538,"3"
"Mean Annual UKL Stg and Inflow","3",2070,"CMIP5","Baseline",1377.9978,8.56006446454414,"3"
"Mean Annual UKL Stg and Inflow","3",2070,"CMIP5","Reduce ET 30%",1377.9978,9.16174176765739,"3"
"Mean Annual UKL Stg and Inflow","3",2070,"CMIP5","Reduce ET 50%",1377.9978,9.55640132371764,"3"
"Mean Annual UKL Stg and Inflow","3",2070,"CMIP5","Add 30KAF",1377.9978,9.96066176593314,"3"
"Mean Annual UKL Stg and Inflow","4",2070,"CMIP3","Baseline",1377.9978,-13.2129020815563,"2"
"Mean Annual UKL Stg and Inflow","4",2070,"CMIP3","Reduce ET 30%",1377.9978,-12.3796714334377,"2"
"Mean Annual UKL Stg and Inflow","4",2070,"CMIP3","Reduce ET 50%",1377.9978,-11.8207445614209,"2"
"Mean Annual UKL Stg and Inflow","4",2070,"CMIP3","Add 30KAF",1377.9978,-11.5646991598971,"2"
"Mean Annual UKL Stg and Inflow","4",2070,"CMIP5","Baseline",1377.9978,-11.8504543330911,"2"
"Mean Annual UKL Stg and Inflow","4",2070,"CMIP5","Reduce ET 30%",1377.9978,-11.0543209865792,"2"
"Mean Annual UKL Stg and Inflow","4",2070,"CMIP5","Reduce ET 50%",1377.9978,-10.5113157655259,"2"
"Mean Annual UKL Stg and Inflow","4",2070,"CMIP5","Add 30KAF",1377.9978,-10.2564169550924,"2"
"Mean Annual UKL Stg and Inflow","5",2070,"CMIP3","Baseline",1377.9978,1.42808645993483,"3"
"Mean Annual UKL Stg and Inflow","5",2070,"CMIP3","Reduce ET 30%",1377.9978,1.97919038767695,"3"
"Mean Annual UKL Stg and Inflow","5",2070,"CMIP3","Reduce ET 50%",1377.9978,2.3628557317,"3"
"Mean Annual UKL Stg and Inflow","5",2070,"CMIP3","Add 30KAF",1377.9978,2.89329924909895,"3"
"Mean Annual UKL Stg and Inflow","5",2070,"CMIP5","Baseline",1377.9978,0.243715918849787,"3"
"Mean Annual UKL Stg and Inflow","5",2070,"CMIP5","Reduce ET 30%",1377.9978,0.737998275468941,"3"
"Mean Annual UKL Stg and Inflow","5",2070,"CMIP5","Reduce ET 50%",1377.9978,1.07791899232349,"3"
"Mean Annual UKL Stg and Inflow","5",2070,"CMIP5","Add 30KAF",1377.9978,1.65101134414003,"3"
"Mean Project Supply (Apr-Sep)","1",2070,"CMIP3","Baseline",361.3104,3.46140050217209,"3"
"Mean Project Supply (Apr-Sep)","1",2070,"CMIP3","Reduce ET 30%",361.3104,3.63822906841319,"3"
"Mean Project Supply (Apr-Sep)","1",2070,"CMIP3","Reduce ET 50%",361.3104,3.7591500272342,"3"
"Mean Project Supply (Apr-Sep)","1",2070,"CMIP3","Add 30KAF",361.3104,4.22553571665803,"3"
"Mean Project Supply (Apr-Sep)","1",2070,"CMIP5","Baseline",361.3104,3.09656184820586,"3"
"Mean Project Supply (Apr-Sep)","1",2070,"CMIP5","Reduce ET 30%",361.3104,3.24070383802957,"3"
"Mean Project Supply (Apr-Sep)","1",2070,"CMIP5","Reduce ET 50%",361.3104,3.34366240218935,"3"
"Mean Project Supply (Apr-Sep)","1",2070,"CMIP5","Add 30KAF",361.3104,3.81807443129232,"3"
"Mean Project Supply (Apr-Sep)","2",2070,"CMIP3","Baseline",361.3104,-6.15075015831263,"2"
"Mean Project Supply (Apr-Sep)","2",2070,"CMIP3","Reduce ET 30%",361.3104,-5.59073306497682,"2"
"Mean Project Supply (Apr-Sep)","2",2070,"CMIP3","Reduce ET 50%",361.3104,-5.16946093995633,"2"
"Mean Project Supply (Apr-Sep)","2",2070,"CMIP3","Add 30KAF",361.3104,-4.09833207126061,"2"
"Mean Project Supply (Apr-Sep)","2",2070,"CMIP5","Baseline",361.3104,-3.48130028916965,"2"
"Mean Project Supply (Apr-Sep)","2",2070,"CMIP5","Reduce ET 30%",361.3104,-3.23071242898074,"2"
"Mean Project Supply (Apr-Sep)","2",2070,"CMIP5","Reduce ET 50%",361.3104,-3.03415013794235,"2"
"Mean Project Supply (Apr-Sep)","2",2070,"CMIP5","Add 30KAF",361.3104,-2.02936311824958,"2"
"Mean Project Supply (Apr-Sep)","3",2070,"CMIP3","Baseline",361.3104,1.21338882024984,"3"
"Mean Project Supply (Apr-Sep)","3",2070,"CMIP3","Reduce ET 30%",361.3104,1.4087056447863,"3"
"Mean Project Supply (Apr-Sep)","3",2070,"CMIP3","Reduce ET 50%",361.3104,1.56225782595795,"3"
"Mean Project Supply (Apr-Sep)","3",2070,"CMIP3","Add 30KAF",361.3104,1.97804989836992,"3"
"Mean Project Supply (Apr-Sep)","3",2070,"CMIP5","Baseline",361.3104,1.96827990558811,"3"
"Mean Project Supply (Apr-Sep)","3",2070,"CMIP5","Reduce ET 30%",361.3104,2.3534611790859,"3"
"Mean Project Supply (Apr-Sep)","3",2070,"CMIP5","Reduce ET 50%",361.3104,2.59715745796412,"3"
"Mean Project Supply (Apr-Sep)","3",2070,"CMIP5","Add 30KAF",361.3104,2.86263556210947,"3"
"Mean Project Supply (Apr-Sep)","4",2070,"CMIP3","Baseline",361.3104,-12.0374337411821,"2"
"Mean Project Supply (Apr-Sep)","4",2070,"CMIP3","Reduce ET 30%",361.3104,-11.1941145342066,"2"
"Mean Project Supply (Apr-Sep)","4",2070,"CMIP3","Reduce ET 50%",361.3104,-10.5256034700357,"2"
"Mean Project Supply (Apr-Sep)","4",2070,"CMIP3","Add 30KAF",361.3104,-9.94809449160612,"2"
"Mean Project Supply (Apr-Sep)","4",2070,"CMIP5","Baseline",361.3104,-11.1181687546221,"2"
"Mean Project Supply (Apr-Sep)","4",2070,"CMIP5","Reduce ET 30%",361.3104,-10.1860893016088,"2"
"Mean Project Supply (Apr-Sep)","4",2070,"CMIP5","Reduce ET 50%",361.3104,-9.51381416089878,"2"
"Mean Project Supply (Apr-Sep)","4",2070,"CMIP5","Add 30KAF",361.3104,-8.90220707734956,"2"
"Mean Project Supply (Apr-Sep)","5",2070,"CMIP3","Baseline",361.3104,-0.342475610998199,"2"
"Mean Project Supply (Apr-Sep)","5",2070,"CMIP3","Reduce ET 30%",361.3104,-0.0294760405457578,"2"
"Mean Project Supply (Apr-Sep)","5",2070,"CMIP3","Reduce ET 50%",361.3104,0.189006460926661,"3"
"Mean Project Supply (Apr-Sep)","5",2070,"CMIP3","Add 30KAF",361.3104,0.785750977552818,"3"
"Mean Project Supply (Apr-Sep)","5",2070,"CMIP5","Baseline",361.3104,0.0937974661122312,"3"
"Mean Project Supply (Apr-Sep)","5",2070,"CMIP5","Reduce ET 30%",361.3104,0.329412051244582,"3"
"Mean Project Supply (Apr-Sep)","5",2070,"CMIP5","Reduce ET 50%",361.3104,0.528077796819565,"3"
"Mean Project Supply (Apr-Sep)","5",2070,"CMIP5","Add 30KAF",361.3104,1.14062589950358,"3"
