"measure","scenario","period","climset","strategy","value_hist","pctchange","colournm"
"Freq of UKL Flood Control Release","1",2070,"CMIP3","Baseline",44.1179,2.08940135409891,"3"
"Freq of UKL Flood Control Release","1",2070,"CMIP3","Reduce ET 30%",44.1179,0.889661565940352,"3"
"Freq of UKL Flood Control Release","1",2070,"CMIP3","Reduce ET 50%",44.1179,0.827555255349865,"3"
"Freq of UKL Flood Control Release","1",2070,"CMIP3","Add 30KAF",44.1179,2.52391886286519,"3"
"Freq of UKL Flood Control Release","1",2070,"CMIP5","Baseline",44.1179,4.13732294601511,"3"
"Freq of UKL Flood Control Release","1",2070,"CMIP5","Reduce ET 30%",44.1179,2.1100279025067,"3"
"Freq of UKL Flood Control Release","1",2070,"CMIP5","Reduce ET 50%",44.1179,1.28269931252394,"3"
"Freq of UKL Flood Control Release","1",2070,"CMIP5","Add 30KAF",44.1179,5.15097046776932,"3"
"Freq of UKL Flood Control Release","2",2070,"CMIP3","Baseline",44.1179,-13.48772267039,"2"
"Freq of UKL Flood Control Release","2",2070,"CMIP3","Reduce ET 30%",44.1179,-15.1013534189071,"2"
"Freq of UKL Flood Control Release","2",2070,"CMIP3","Reduce ET 50%",44.1179,-15.7840695046682,"2"
"Freq of UKL Flood Control Release","2",2070,"CMIP3","Add 30KAF",44.1179,-12.3913422896375,"2"
"Freq of UKL Flood Control Release","2",2070,"CMIP5","Baseline",44.1179,-7.73676897585787,"2"
"Freq of UKL Flood Control Release","2",2070,"CMIP5","Reduce ET 30%",44.1179,-10.2398346249482,"2"
"Freq of UKL Flood Control Release","2",2070,"CMIP5","Reduce ET 50%",44.1179,-11.0052835697075,"2"
"Freq of UKL Flood Control Release","2",2070,"CMIP5","Add 30KAF",44.1179,-5.8957928641209,"2"
"Freq of UKL Flood Control Release","3",2070,"CMIP3","Baseline",44.1179,-1.26184609874903,"2"
"Freq of UKL Flood Control Release","3",2070,"CMIP3","Reduce ET 30%",44.1179,-2.64790481867904,"2"
"Freq of UKL Flood Control Release","3",2070,"CMIP3","Reduce ET 50%",44.1179,-1.92393563610235,"2"
"Freq of UKL Flood Control Release","3",2070,"CMIP3","Add 30KAF",44.1179,0.413664294991386,"3"
"Freq of UKL Flood Control Release","3",2070,"CMIP5","Baseline",44.1179,-0.434290843399167,"2"
"Freq of UKL Flood Control Release","3",2070,"CMIP5","Reduce ET 30%",44.1179,0.496623819356779,"3"
"Freq of UKL Flood Control Release","3",2070,"CMIP5","Reduce ET 50%",44.1179,-0.248198576994819,"2"
"Freq of UKL Flood Control Release","3",2070,"CMIP5","Add 30KAF",44.1179,1.15848669134297,"3"
"Freq of UKL Flood Control Release","4",2070,"CMIP3","Baseline",44.1179,-22.0520469015978,"2"
"Freq of UKL Flood Control Release","4",2070,"CMIP3","Reduce ET 30%",44.1179,-21.7832217761952,"2"
"Freq of UKL Flood Control Release","4",2070,"CMIP3","Reduce ET 50%",44.1179,-22.1762595227787,"2"
"Freq of UKL Flood Control Release","4",2070,"CMIP3","Add 30KAF",44.1179,-19.3214092239205,"2"
"Freq of UKL Flood Control Release","4",2070,"CMIP5","Baseline",44.1179,-17.3147407288198,"2"
"Freq of UKL Flood Control Release","4",2070,"CMIP5","Reduce ET 30%",44.1179,-19.4456218451014,"2"
"Freq of UKL Flood Control Release","4",2070,"CMIP5","Reduce ET 50%",44.1179,-19.8799126885006,"2"
"Freq of UKL Flood Control Release","4",2070,"CMIP5","Add 30KAF",44.1179,-16.2183603480673,"2"
"Freq of UKL Flood Control Release","5",2070,"CMIP3","Baseline",44.1179,-4.40614807141772,"2"
"Freq of UKL Flood Control Release","5",2070,"CMIP3","Reduce ET 30%",44.1179,-4.57184045478138,"2"
"Freq of UKL Flood Control Release","5",2070,"CMIP3","Reduce ET 50%",44.1179,-4.65457331377967,"2"
"Freq of UKL Flood Control Release","5",2070,"CMIP3","Add 30KAF",44.1179,-1.6755103937404,"2"
"Freq of UKL Flood Control Release","5",2070,"CMIP5","Baseline",44.1179,-5.99915227152697,"2"
"Freq of UKL Flood Control Release","5",2070,"CMIP5","Reduce ET 30%",44.1179,-5.77158024293995,"2"
"Freq of UKL Flood Control Release","5",2070,"CMIP5","Reduce ET 50%",44.1179,-6.55765573610711,"2"
"Freq of UKL Flood Control Release","5",2070,"CMIP5","Add 30KAF",44.1179,-3.72365865102374,"2"
"Mean Ann UKL Flood Control Release Volume","1",2070,"CMIP3","Baseline",224.4786,86.8270293916659,"4"
"Mean Ann UKL Flood Control Release Volume","1",2070,"CMIP3","Reduce ET 30%",224.4786,87.5472762214305,"4"
"Mean Ann UKL Flood Control Release Volume","1",2070,"CMIP3","Reduce ET 50%",224.4786,88.1611877479635,"4"
"Mean Ann UKL Flood Control Release Volume","1",2070,"CMIP3","Add 30KAF",224.4786,92.2136007619435,"4"
"Mean Ann UKL Flood Control Release Volume","1",2070,"CMIP5","Baseline",224.4786,63.3140530990482,"4"
"Mean Ann UKL Flood Control Release Volume","1",2070,"CMIP5","Reduce ET 30%",224.4786,63.7142694225641,"4"
"Mean Ann UKL Flood Control Release Volume","1",2070,"CMIP5","Reduce ET 50%",224.4786,64.1027251595475,"4"
