"measure","scenario","period","climset","strategy","value","value_hist"
"KenoReach Mean Ann Boating Days","WD",2070,"CMIP5","Reduce ET 30%",160.4333,171.8
"KenoReach Mean Ann Boating Days","WD",2070,"CMIP5","Reduce ET 50%",161.2,171.8
"KenoReach Mean Ann Boating Days","WW",2070,"CMIP3","Add 30KAF",202.4,171.8
"KenoReach Mean Ann Boating Days","WW",2070,"CMIP3","Baseline",202,171.8
"KenoReach Mean Ann Boating Days","WW",2070,"CMIP3","Reduce ET 30%",201.4333,171.8
"KenoReach Mean Ann Boating Days","WW",2070,"CMIP3","Reduce ET 50%",201.7667,171.8
"KenoReach Mean Ann Boating Days","WW",2070,"CMIP5","Add 30KAF",200.6333,171.8
"KenoReach Mean Ann Boating Days","WW",2070,"CMIP5","Baseline",197.7333,171.8
"KenoReach Mean Ann Boating Days","WW",2070,"CMIP5","Reduce ET 30%",198.1,171.8
"KenoReach Mean Ann Boating Days","WW",2070,"CMIP5","Reduce ET 50%",198.0333,171.8
"KenoReach Mean Ann Boating Days","HD",2070,"CMIP3","Add 30KAF",143.6333,171.8
"KenoReach Mean Ann Boating Days","HD",2070,"CMIP3","Baseline",142.1333,171.8
"KenoReach Mean Ann Boating Days","HD",2070,"CMIP3","Reduce ET 30%",144.1667,171.8
"KenoReach Mean Ann Boating Days","HD",2070,"CMIP3","Reduce ET 50%",145.5,171.8
"KenoReach Mean Ann Boating Days","HD",2070,"CMIP5","Add 30KAF",143.4667,171.8
"KenoReach Mean Ann Boating Days","HD",2070,"CMIP5","Baseline",140.9333,171.8
"KenoReach Mean Ann Boating Days","HD",2070,"CMIP5","Reduce ET 30%",143.3,171.8
"KenoReach Mean Ann Boating Days","HD",2070,"CMIP5","Reduce ET 50%",143.9333,171.8
"KenoReach Mean Ann Boating Days","HW",2070,"CMIP3","Add 30KAF",184.7667,171.8
"KenoReach Mean Ann Boating Days","HW",2070,"CMIP3","Baseline",183.2333,171.8
"KenoReach Mean Ann Boating Days","HW",2070,"CMIP3","Reduce ET 30%",184.3333,171.8
"KenoReach Mean Ann Boating Days","HW",2070,"CMIP3","Reduce ET 50%",184.8333,171.8
"KenoReach Mean Ann Boating Days","HW",2070,"CMIP5","Add 30KAF",184.1,171.8
"KenoReach Mean Ann Boating Days","HW",2070,"CMIP5","Baseline",182.7333,171.8
"KenoReach Mean Ann Boating Days","HW",2070,"CMIP5","Reduce ET 30%",183.9,171.8
"KenoReach Mean Ann Boating Days","HW",2070,"CMIP5","Reduce ET 50%",184,171.8
"KenoReach Mean Ann Boating Days","CT",2070,"CMIP3","Add 30KAF",176.4,171.8
"KenoReach Mean Ann Boating Days","CT",2070,"CMIP3","Baseline",174.2667,171.8
"KenoReach Mean Ann Boating Days","CT",2070,"CMIP3","Reduce ET 30%",176.8333,171.8
"KenoReach Mean Ann Boating Days","CT",2070,"CMIP3","Reduce ET 50%",177.4667,171.8
"KenoReach Mean Ann Boating Days","CT",2070,"CMIP5","Add 30KAF",169.8333,171.8
"KenoReach Mean Ann Boating Days","CT",2070,"CMIP5","Baseline",167.2,171.8
"KenoReach Mean Ann Boating Days","CT",2070,"CMIP5","Reduce ET 30%",169,171.8
"KenoReach Mean Ann Boating Days","CT",2070,"CMIP5","Reduce ET 50%",170.4667,171.8
"SalmonTrinityReach Mean Ann Boating Days","WD",2030,"CMIP3","Add 30KAF",231.6,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WD",2030,"CMIP3","Baseline",231.9667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WD",2030,"CMIP3","Reduce ET 30%",231.8667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WD",2030,"CMIP3","Reduce ET 50%",231.7667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WD",2030,"CMIP5","Add 30KAF",233.6333,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WD",2030,"CMIP5","Baseline",233.6667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WD",2030,"CMIP5","Reduce ET 30%",233.6,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WD",2030,"CMIP5","Reduce ET 50%",233.6,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WW",2030,"CMIP3","Add 30KAF",199.3,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WW",2030,"CMIP3","Baseline",199.6667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WW",2030,"CMIP3","Reduce ET 30%",199.4333,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WW",2030,"CMIP3","Reduce ET 50%",199.3333,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WW",2030,"CMIP5","Add 30KAF",205.8333,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WW",2030,"CMIP5","Baseline",206.3667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WW",2030,"CMIP5","Reduce ET 30%",206.3667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WW",2030,"CMIP5","Reduce ET 50%",206.3667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HD",2030,"CMIP3","Add 30KAF",244.2,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HD",2030,"CMIP3","Baseline",244.0667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HD",2030,"CMIP3","Reduce ET 30%",244.3667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HD",2030,"CMIP3","Reduce ET 50%",244.4667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HD",2030,"CMIP5","Add 30KAF",241.9667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HD",2030,"CMIP5","Baseline",242.2667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HD",2030,"CMIP5","Reduce ET 30%",242.3,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HD",2030,"CMIP5","Reduce ET 50%",242.5,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HW",2030,"CMIP3","Add 30KAF",211.4,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HW",2030,"CMIP3","Baseline",211.4333,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HW",2030,"CMIP3","Reduce ET 30%",211.4,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HW",2030,"CMIP3","Reduce ET 50%",211.5667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HW",2030,"CMIP5","Add 30KAF",214.6,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HW",2030,"CMIP5","Baseline",214.5667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HW",2030,"CMIP5","Reduce ET 30%",214.4333,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HW",2030,"CMIP5","Reduce ET 50%",214.3333,213.9333
"SalmonTrinityReach Mean Ann Boating Days","CT",2030,"CMIP3","Add 30KAF",221.0667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","CT",2030,"CMIP3","Baseline",221.1,213.9333
"SalmonTrinityReach Mean Ann Boating Days","CT",2030,"CMIP3","Reduce ET 30%",221.0667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","CT",2030,"CMIP3","Reduce ET 50%",221,213.9333
"SalmonTrinityReach Mean Ann Boating Days","CT",2030,"CMIP5","Add 30KAF",221.8667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","CT",2030,"CMIP5","Baseline",222.4333,213.9333
"SalmonTrinityReach Mean Ann Boating Days","CT",2030,"CMIP5","Reduce ET 30%",222.3333,213.9333
"SalmonTrinityReach Mean Ann Boating Days","CT",2030,"CMIP5","Reduce ET 50%",222.2667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WD",2070,"CMIP3","Add 30KAF",243.7333,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WD",2070,"CMIP3","Baseline",243.4667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WD",2070,"CMIP3","Reduce ET 30%",243.7,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WD",2070,"CMIP3","Reduce ET 50%",244.1,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WD",2070,"CMIP5","Add 30KAF",237.4333,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WD",2070,"CMIP5","Baseline",238.1,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WD",2070,"CMIP5","Reduce ET 30%",237.9,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WD",2070,"CMIP5","Reduce ET 50%",237.7,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WW",2070,"CMIP3","Add 30KAF",207.1667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WW",2070,"CMIP3","Baseline",207.2,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WW",2070,"CMIP3","Reduce ET 30%",207.3,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WW",2070,"CMIP3","Reduce ET 50%",207.4,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WW",2070,"CMIP5","Add 30KAF",206.2,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WW",2070,"CMIP5","Baseline",206.2,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WW",2070,"CMIP5","Reduce ET 30%",206.2667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","WW",2070,"CMIP5","Reduce ET 50%",206.3333,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HD",2070,"CMIP3","Add 30KAF",249.4,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HD",2070,"CMIP3","Baseline",249.5333,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HD",2070,"CMIP3","Reduce ET 30%",250.0333,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HD",2070,"CMIP3","Reduce ET 50%",250.2667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HD",2070,"CMIP5","Add 30KAF",246.3667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HD",2070,"CMIP5","Baseline",246.1667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HD",2070,"CMIP5","Reduce ET 30%",247.2,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HD",2070,"CMIP5","Reduce ET 50%",247.5667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HW",2070,"CMIP3","Add 30KAF",221.7,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HW",2070,"CMIP3","Baseline",221.6667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HW",2070,"CMIP3","Reduce ET 30%",221.9667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HW",2070,"CMIP3","Reduce ET 50%",221.9333,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HW",2070,"CMIP5","Add 30KAF",220.2333,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HW",2070,"CMIP5","Baseline",220,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HW",2070,"CMIP5","Reduce ET 30%",220.8333,213.9333
"SalmonTrinityReach Mean Ann Boating Days","HW",2070,"CMIP5","Reduce ET 50%",220.6667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","CT",2070,"CMIP3","Add 30KAF",223.8333,213.9333
"SalmonTrinityReach Mean Ann Boating Days","CT",2070,"CMIP3","Baseline",223.9,213.9333
"SalmonTrinityReach Mean Ann Boating Days","CT",2070,"CMIP3","Reduce ET 30%",224,213.9333
"SalmonTrinityReach Mean Ann Boating Days","CT",2070,"CMIP3","Reduce ET 50%",224,213.9333
"SalmonTrinityReach Mean Ann Boating Days","CT",2070,"CMIP5","Add 30KAF",220.3667,213.9333
"SalmonTrinityReach Mean Ann Boating Days","CT",2070,"CMIP5","Baseline",220.3333,213.9333
"SalmonTrinityReach Mean Ann Boating Days","CT",2070,"CMIP5","Reduce ET 30%",220.9,213.9333
"SalmonTrinityReach Mean Ann Boating Days","CT",2070,"CMIP5","Reduce ET 50%",221.0667,213.9333
"ScottSalmonReach Mean Ann Boating Days","WD",2030,"CMIP3","Add 30KAF",257.0667,249.2333
"ScottSalmonReach Mean Ann Boating Days","WD",2030,"CMIP3","Baseline",257.3,249.2333
"ScottSalmonReach Mean Ann Boating Days","WD",2030,"CMIP3","Reduce ET 30%",257.3333,249.2333
"ScottSalmonReach Mean Ann Boating Days","WD",2030,"CMIP3","Reduce ET 50%",257.3667,249.2333
"ScottSalmonReach Mean Ann Boating Days","WD",2030,"CMIP5","Add 30KAF",255.3,249.2333
"ScottSalmonReach Mean Ann Boating Days","WD",2030,"CMIP5","Baseline",255.4667,249.2333
"ScottSalmonReach Mean Ann Boating Days","WD",2030,"CMIP5","Reduce ET 30%",255.8667,249.2333
"ScottSalmonReach Mean Ann Boating Days","WD",2030,"CMIP5","Reduce ET 50%",255.8333,249.2333
"ScottSalmonReach Mean Ann Boating Days","WW",2030,"CMIP3","Add 30KAF",231.2333,249.2333
"ScottSalmonReach Mean Ann Boating Days","WW",2030,"CMIP3","Baseline",231.8333,249.2333
"ScottSalmonReach Mean Ann Boating Days","WW",2030,"CMIP3","Reduce ET 30%",231.6667,249.2333
"ScottSalmonReach Mean Ann Boating Days","WW",2030,"CMIP3","Reduce ET 50%",231.7333,249.2333
"ScottSalmonReach Mean Ann Boating Days","WW",2030,"CMIP5","Add 30KAF",233.1333,249.2333
"ScottSalmonReach Mean Ann Boating Days","WW",2030,"CMIP5","Baseline",233.6667,249.2333
"ScottSalmonReach Mean Ann Boating Days","WW",2030,"CMIP5","Reduce ET 30%",233.5333,249.2333
"ScottSalmonReach Mean Ann Boating Days","WW",2030,"CMIP5","Reduce ET 50%",233.7333,249.2333
"ScottSalmonReach Mean Ann Boating Days","HD",2030,"CMIP3","Add 30KAF",260.7,249.2333
"ScottSalmonReach Mean Ann Boating Days","HD",2030,"CMIP3","Baseline",260.5333,249.2333
"ScottSalmonReach Mean Ann Boating Days","HD",2030,"CMIP3","Reduce ET 30%",260.8333,249.2333
"ScottSalmonReach Mean Ann Boating Days","HD",2030,"CMIP3","Reduce ET 50%",261.0667,249.2333
"ScottSalmonReach Mean Ann Boating Days","HD",2030,"CMIP5","Add 30KAF",260.5333,249.2333
"ScottSalmonReach Mean Ann Boating Days","HD",2030,"CMIP5","Baseline",260.2333,249.2333
"ScottSalmonReach Mean Ann Boating Days","HD",2030,"CMIP5","Reduce ET 30%",260.7667,249.2333
"ScottSalmonReach Mean Ann Boating Days","HD",2030,"CMIP5","Reduce ET 50%",261.2667,249.2333
"ScottSalmonReach Mean Ann Boating Days","HW",2030,"CMIP3","Add 30KAF",235.8,249.2333
"ScottSalmonReach Mean Ann Boating Days","HW",2030,"CMIP3","Baseline",236.0333,249.2333
"ScottSalmonReach Mean Ann Boating Days","HW",2030,"CMIP3","Reduce ET 30%",235.9667,249.2333
"ScottSalmonReach Mean Ann Boating Days","HW",2030,"CMIP3","Reduce ET 50%",235.8333,249.2333
"ScottSalmonReach Mean Ann Boating Days","HW",2030,"CMIP5","Add 30KAF",236.6333,249.2333
"ScottSalmonReach Mean Ann Boating Days","HW",2030,"CMIP5","Baseline",237.3333,249.2333
"ScottSalmonReach Mean Ann Boating Days","HW",2030,"CMIP5","Reduce ET 30%",236.9333,249.2333
"ScottSalmonReach Mean Ann Boating Days","HW",2030,"CMIP5","Reduce ET 50%",236.7,249.2333
"ScottSalmonReach Mean Ann Boating Days","CT",2030,"CMIP3","Add 30KAF",248.7333,249.2333
"ScottSalmonReach Mean Ann Boating Days","CT",2030,"CMIP3","Baseline",248.9667,249.2333
"ScottSalmonReach Mean Ann Boating Days","CT",2030,"CMIP3","Reduce ET 30%",248.7333,249.2333
"ScottSalmonReach Mean Ann Boating Days","CT",2030,"CMIP3","Reduce ET 50%",249,249.2333
"ScottSalmonReach Mean Ann Boating Days","CT",2030,"CMIP5","Add 30KAF",249.6667,249.2333
"ScottSalmonReach Mean Ann Boating Days","CT",2030,"CMIP5","Baseline",249.8667,249.2333
"ScottSalmonReach Mean Ann Boating Days","CT",2030,"CMIP5","Reduce ET 30%",250.0333,249.2333
"ScottSalmonReach Mean Ann Boating Days","CT",2030,"CMIP5","Reduce ET 50%",250.1333,249.2333
"ScottSalmonReach Mean Ann Boating Days","WD",2070,"CMIP3","Add 30KAF",262.3667,249.2333
"ScottSalmonReach Mean Ann Boating Days","WD",2070,"CMIP3","Baseline",262.3333,249.2333
"ScottSalmonReach Mean Ann Boating Days","WD",2070,"CMIP3","Reduce ET 30%",262.4333,249.2333
"ScottSalmonReach Mean Ann Boating Days","WD",2070,"CMIP3","Reduce ET 50%",262.6,249.2333
"ScottSalmonReach Mean Ann Boating Days","WD",2070,"CMIP5","Add 30KAF",255.5,249.2333
"ScottSalmonReach Mean Ann Boating Days","WD",2070,"CMIP5","Baseline",255.2,249.2333
"ScottSalmonReach Mean Ann Boating Days","WD",2070,"CMIP5","Reduce ET 30%",255.8,249.2333
"ScottSalmonReach Mean Ann Boating Days","WD",2070,"CMIP5","Reduce ET 50%",255.9333,249.2333
"ScottSalmonReach Mean Ann Boating Days","WW",2070,"CMIP3","Add 30KAF",229.4667,249.2333
"ScottSalmonReach Mean Ann Boating Days","WW",2070,"CMIP3","Baseline",230.2667,249.2333
"ScottSalmonReach Mean Ann Boating Days","WW",2070,"CMIP3","Reduce ET 30%",230.1667,249.2333
"ScottSalmonReach Mean Ann Boating Days","WW",2070,"CMIP3","Reduce ET 50%",230.1333,249.2333
"ScottSalmonReach Mean Ann Boating Days","WW",2070,"CMIP5","Add 30KAF",230.4667,249.2333
"ScottSalmonReach Mean Ann Boating Days","WW",2070,"CMIP5","Baseline",231.1,249.2333
"ScottSalmonReach Mean Ann Boating Days","WW",2070,"CMIP5","Reduce ET 30%",231.0667,249.2333
"ScottSalmonReach Mean Ann Boating Days","WW",2070,"CMIP5","Reduce ET 50%",230.9333,249.2333
"ScottSalmonReach Mean Ann Boating Days","HD",2070,"CMIP3","Add 30KAF",261.8333,249.2333
"ScottSalmonReach Mean Ann Boating Days","HD",2070,"CMIP3","Baseline",261.5667,249.2333
"ScottSalmonReach Mean Ann Boating Days","HD",2070,"CMIP3","Reduce ET 30%",262.6667,249.2333
"ScottSalmonReach Mean Ann Boating Days","HD",2070,"CMIP3","Reduce ET 50%",263.9333,249.2333
"ScottSalmonReach Mean Ann Boating Days","HD",2070,"CMIP5","Add 30KAF",258,249.2333
"ScottSalmonReach Mean Ann Boating Days","HD",2070,"CMIP5","Baseline",257.7667,249.2333
"ScottSalmonReach Mean Ann Boating Days","HD",2070,"CMIP5","Reduce ET 30%",259.0333,249.2333
"ScottSalmonReach Mean Ann Boating Days","HD",2070,"CMIP5","Reduce ET 50%",259.1,249.2333
"ScottSalmonReach Mean Ann Boating Days","HW",2070,"CMIP3","Add 30KAF",241,249.2333
"ScottSalmonReach Mean Ann Boating Days","HW",2070,"CMIP3","Baseline",241.4333,249.2333
"ScottSalmonReach Mean Ann Boating Days","HW",2070,"CMIP3","Reduce ET 30%",241.3667,249.2333
"ScottSalmonReach Mean Ann Boating Days","HW",2070,"CMIP3","Reduce ET 50%",241.2,249.2333
"ScottSalmonReach Mean Ann Boating Days","HW",2070,"CMIP5","Add 30KAF",232.5333,249.2333
"ScottSalmonReach Mean Ann Boating Days","HW",2070,"CMIP5","Baseline",232.2667,249.2333
"ScottSalmonReach Mean Ann Boating Days","HW",2070,"CMIP5","Reduce ET 30%",233.3,249.2333
"ScottSalmonReach Mean Ann Boating Days","HW",2070,"CMIP5","Reduce ET 50%",233.2667,249.2333
"ScottSalmonReach Mean Ann Boating Days","CT",2070,"CMIP3","Add 30KAF",243.5,249.2333
"ScottSalmonReach Mean Ann Boating Days","CT",2070,"CMIP3","Baseline",243.6667,249.2333
"ScottSalmonReach Mean Ann Boating Days","CT",2070,"CMIP3","Reduce ET 30%",243.3333,249.2333
"ScottSalmonReach Mean Ann Boating Days","CT",2070,"CMIP3","Reduce ET 50%",243.4,249.2333
"ScottSalmonReach Mean Ann Boating Days","CT",2070,"CMIP5","Add 30KAF",242.5667,249.2333
"ScottSalmonReach Mean Ann Boating Days","CT",2070,"CMIP5","Baseline",243.3,249.2333
"ScottSalmonReach Mean Ann Boating Days","CT",2070,"CMIP5","Reduce ET 30%",243.7,249.2333
"ScottSalmonReach Mean Ann Boating Days","CT",2070,"CMIP5","Reduce ET 50%",243.3667,249.2333
"TrinityOceanReach Mean Ann Boating Days","WD",2030,"CMIP3","Add 30KAF",261.4333,252.9333
"TrinityOceanReach Mean Ann Boating Days","WD",2030,"CMIP3","Baseline",261.8,252.9333
"TrinityOceanReach Mean Ann Boating Days","WD",2030,"CMIP3","Reduce ET 30%",261.6667,252.9333
"TrinityOceanReach Mean Ann Boating Days","WD",2030,"CMIP3","Reduce ET 50%",261.5333,252.9333
"TrinityOceanReach Mean Ann Boating Days","WD",2030,"CMIP5","Add 30KAF",262.7333,252.9333
"TrinityOceanReach Mean Ann Boating Days","WD",2030,"CMIP5","Baseline",262.9,252.9333
"TrinityOceanReach Mean Ann Boating Days","WD",2030,"CMIP5","Reduce ET 30%",262.8667,252.9333
"TrinityOceanReach Mean Ann Boating Days","WD",2030,"CMIP5","Reduce ET 50%",262.8667,252.9333
"TrinityOceanReach Mean Ann Boating Days","WW",2030,"CMIP3","Add 30KAF",232.8333,252.9333
"TrinityOceanReach Mean Ann Boating Days","WW",2030,"CMIP3","Baseline",232.8667,252.9333
"TrinityOceanReach Mean Ann Boating Days","WW",2030,"CMIP3","Reduce ET 30%",232.8667,252.9333
"TrinityOceanReach Mean Ann Boating Days","WW",2030,"CMIP3","Reduce ET 50%",232.9,252.9333
"TrinityOceanReach Mean Ann Boating Days","WW",2030,"CMIP5","Add 30KAF",236.5333,252.9333
"TrinityOceanReach Mean Ann Boating Days","WW",2030,"CMIP5","Baseline",236.8,252.9333
"TrinityOceanReach Mean Ann Boating Days","WW",2030,"CMIP5","Reduce ET 30%",236.7667,252.9333
"TrinityOceanReach Mean Ann Boating Days","WW",2030,"CMIP5","Reduce ET 50%",236.8667,252.9333
"TrinityOceanReach Mean Ann Boating Days","HD",2030,"CMIP3","Add 30KAF",272.3,252.9333
"TrinityOceanReach Mean Ann Boating Days","HD",2030,"CMIP3","Baseline",272.5333,252.9333
"TrinityOceanReach Mean Ann Boating Days","HD",2030,"CMIP3","Reduce ET 30%",272.4333,252.9333
"TrinityOceanReach Mean Ann Boating Days","HD",2030,"CMIP3","Reduce ET 50%",272.2333,252.9333
"TrinityOceanReach Mean Ann Boating Days","HD",2030,"CMIP5","Add 30KAF",273.7,252.9333
"TrinityOceanReach Mean Ann Boating Days","HD",2030,"CMIP5","Baseline",273.9667,252.9333
"TrinityOceanReach Mean Ann Boating Days","HD",2030,"CMIP5","Reduce ET 30%",273.7333,252.9333
"TrinityOceanReach Mean Ann Boating Days","HD",2030,"CMIP5","Reduce ET 50%",273.7333,252.9333
"TrinityOceanReach Mean Ann Boating Days","HW",2030,"CMIP3","Add 30KAF",241,252.9333
"TrinityOceanReach Mean Ann Boating Days","HW",2030,"CMIP3","Baseline",241.0333,252.9333
"TrinityOceanReach Mean Ann Boating Days","HW",2030,"CMIP3","Reduce ET 30%",240.9667,252.9333
"TrinityOceanReach Mean Ann Boating Days","HW",2030,"CMIP3","Reduce ET 50%",240.9,252.9333
"TrinityOceanReach Mean Ann Boating Days","HW",2030,"CMIP5","Add 30KAF",241.5667,252.9333
"TrinityOceanReach Mean Ann Boating Days","HW",2030,"CMIP5","Baseline",241.6667,252.9333
"TrinityOceanReach Mean Ann Boating Days","HW",2030,"CMIP5","Reduce ET 30%",241.5667,252.9333
"TrinityOceanReach Mean Ann Boating Days","HW",2030,"CMIP5","Reduce ET 50%",241.4667,252.9333
"TrinityOceanReach Mean Ann Boating Days","CT",2030,"CMIP3","Add 30KAF",254.3333,252.9333
"TrinityOceanReach Mean Ann Boating Days","CT",2030,"CMIP3","Baseline",254.6,252.9333
"TrinityOceanReach Mean Ann Boating Days","CT",2030,"CMIP3","Reduce ET 30%",254.4667,252.9333
"TrinityOceanReach Mean Ann Boating Days","CT",2030,"CMIP3","Reduce ET 50%",254.3667,252.9333
"TrinityOceanReach Mean Ann Boating Days","CT",2030,"CMIP5","Add 30KAF",255.8,252.9333
"TrinityOceanReach Mean Ann Boating Days","CT",2030,"CMIP5","Baseline",255.8,252.9333
"TrinityOceanReach Mean Ann Boating Days","CT",2030,"CMIP5","Reduce ET 30%",255.7667,252.9333
"TrinityOceanReach Mean Ann Boating Days","CT",2030,"CMIP5","Reduce ET 50%",255.8667,252.9333
"TrinityOceanReach Mean Ann Boating Days","WD",2070,"CMIP3","Add 30KAF",272.5,252.9333
"TrinityOceanReach Mean Ann Boating Days","WD",2070,"CMIP3","Baseline",272.4667,252.9333
"TrinityOceanReach Mean Ann Boating Days","WD",2070,"CMIP3","Reduce ET 30%",272.5,252.9333
"TrinityOceanReach Mean Ann Boating Days","WD",2070,"CMIP3","Reduce ET 50%",272.4,252.9333
"TrinityOceanReach Mean Ann Boating Days","WD",2070,"CMIP5","Add 30KAF",265.5333,252.9333
"TrinityOceanReach Mean Ann Boating Days","WD",2070,"CMIP5","Baseline",265.7667,252.9333
"TrinityOceanReach Mean Ann Boating Days","WD",2070,"CMIP5","Reduce ET 30%",265.6333,252.9333
"TrinityOceanReach Mean Ann Boating Days","WD",2070,"CMIP5","Reduce ET 50%",265.5333,252.9333
"TrinityOceanReach Mean Ann Boating Days","WW",2070,"CMIP3","Add 30KAF",235,252.9333
"TrinityOceanReach Mean Ann Boating Days","WW",2070,"CMIP3","Baseline",235.2,252.9333
"TrinityOceanReach Mean Ann Boating Days","WW",2070,"CMIP3","Reduce ET 30%",235.1667,252.9333
"TrinityOceanReach Mean Ann Boating Days","WW",2070,"CMIP3","Reduce ET 50%",235.2,252.9333
"TrinityOceanReach Mean Ann Boating Days","WW",2070,"CMIP5","Add 30KAF",233.9333,252.9333
"TrinityOceanReach Mean Ann Boating Days","WW",2070,"CMIP5","Baseline",234.3,252.9333
"TrinityOceanReach Mean Ann Boating Days","WW",2070,"CMIP5","Reduce ET 30%",234.2,252.9333
"TrinityOceanReach Mean Ann Boating Days","WW",2070,"CMIP5","Reduce ET 50%",234.1333,252.9333
"TrinityOceanReach Mean Ann Boating Days","HD",2070,"CMIP3","Add 30KAF",281.4667,252.9333
"TrinityOceanReach Mean Ann Boating Days","HD",2070,"CMIP3","Baseline",281.5667,252.9333
"TrinityOceanReach Mean Ann Boating Days","HD",2070,"CMIP3","Reduce ET 30%",281.4667,252.9333
"TrinityOceanReach Mean Ann Boating Days","HD",2070,"CMIP3","Reduce ET 50%",281.4,252.9333
"TrinityOceanReach Mean Ann Boating Days","HD",2070,"CMIP5","Add 30KAF",279.1333,252.9333
"TrinityOceanReach Mean Ann Boating Days","HD",2070,"CMIP5","Baseline",279.5,252.9333
"TrinityOceanReach Mean Ann Boating Days","HD",2070,"CMIP5","Reduce ET 30%",279.2667,252.9333
"TrinityOceanReach Mean Ann Boating Days","HD",2070,"CMIP5","Reduce ET 50%",279.3,252.9333
"TrinityOceanReach Mean Ann Boating Days","HW",2070,"CMIP3","Add 30KAF",251.5667,252.9333
"TrinityOceanReach Mean Ann Boating Days","HW",2070,"CMIP3","Baseline",251.9,252.9333
"TrinityOceanReach Mean Ann Boating Days","HW",2070,"CMIP3","Reduce ET 30%",251.6,252.9333
"TrinityOceanReach Mean Ann Boating Days","HW",2070,"CMIP3","Reduce ET 50%",251.4,252.9333
"TrinityOceanReach Mean Ann Boating Days","HW",2070,"CMIP5","Add 30KAF",246.6667,252.9333
"TrinityOceanReach Mean Ann Boating Days","HW",2070,"CMIP5","Baseline",246.7667,252.9333
"TrinityOceanReach Mean Ann Boating Days","HW",2070,"CMIP5","Reduce ET 30%",246.8667,252.9333
"TrinityOceanReach Mean Ann Boating Days","HW",2070,"CMIP5","Reduce ET 50%",246.9667,252.9333
