Datetime,Stage,Flow
2019-02-27,27.7208333333,112182.375
2019-02-28,28.4166666667,118016.583333
2019-03-01,23.275,76614.25
2019-03-02,20.3041666667,56079.7916667
2019-03-03,19.46,50656.4
