Datetime,Stage,Flow,Trend,Status
2019-02-26 09:00:00,24.5,29650,,Normal
2019-02-26 10:00:00,24.5,29670,+,Normal
2019-02-26 11:00:00,24.6,29690,+,Normal
2019-02-26 12:00:00,24.5,29655,-,Normal
2019-02-26 13:00:00,24.5,29610,-,Normal
2019-02-26 14:00:00,24.5,29588,-,Normal
2019-02-26 15:00:00,24.5,29605,+,Normal
2019-02-26 16:00:00,24.5,29641,+,Normal
2019-02-26 17:00:00,24.6,29896,+,Normal
2019-02-26 18:00:00,24.7,30128,+,Normal
2019-02-26 19:00:00,24.7,30420,+,Normal
2019-02-26 20:00:00,24.8,30928,+,Normal
2019-02-26 21:00:00,25.0,31751,+,Normal
2019-02-26 22:00:00,25.3,32905,+,Normal
2019-02-26 23:00:00,25.6,34225,+,Normal
2019-02-27 00:00:00,25.9,35724,+,Normal
2019-02-27 01:00:00,26.4,37574,+,Normal
2019-02-27 02:00:00,26.8,39645,+,Normal
2019-02-27 03:00:00,27.3,41745,+,Normal
2019-02-27 04:00:00,27.8,43962,+,Normal
2019-02-27 05:00:00,28.3,45923,+,Normal
2019-02-27 06:00:00,28.7,47615,+,Normal
2019-02-27 07:00:00,29.0,49287,+,Normal
2019-02-27 08:00:00,29.3,50712,+,Normal
2019-02-27 09:00:00,29.6,52251,+,Normal
2019-02-27 10:00:00,29.9,53569,+,Normal
2019-02-27 11:00:00,30.2,54813,+,Normal
2019-02-27 12:00:00,30.5,56112,+,Normal
2019-02-27 13:00:00,30.7,57258,+,Normal
2019-02-27 14:00:00,30.9,58375,+,Normal
2019-02-27 15:00:00,31.1,59152,+,Normal
2019-02-27 16:00:00,31.2,59598,+,Normal
2019-02-27 17:00:00,31.2,59883,+,Normal
2019-02-27 18:00:00,31.2,60062,+,Normal
2019-02-27 19:00:00,31.3,60170,+,Normal
2019-02-27 20:00:00,31.3,60169,-,Normal
2019-02-27 21:00:00,31.2,59905,-,Normal
2019-02-27 22:00:00,31.1,59368,-,Normal
2019-02-27 23:00:00,30.9,58581,-,Normal
2019-02-28 00:00:00,30.8,57733,-,Normal
2019-02-28 01:00:00,30.6,56924,-,Normal
2019-02-28 02:00:00,30.4,55954,-,Normal
2019-02-28 03:00:00,30.2,54940,-,Normal
2019-02-28 04:00:00,30.0,53874,-,Normal
2019-02-28 05:00:00,29.7,52726,-,Normal
2019-02-28 06:00:00,29.5,51619,-,Normal
2019-02-28 07:00:00,29.3,50464,-,Normal
2019-02-28 08:00:00,29.0,49305,-,Normal
2019-02-28 09:00:00,28.8,48331,-,Normal
2019-02-28 10:00:00,28.6,47293,-,Normal
2019-02-28 11:00:00,28.4,46344,-,Normal
2019-02-28 12:00:00,28.1,45341,-,Normal
2019-02-28 13:00:00,27.9,44337,-,Normal
2019-02-28 14:00:00,27.7,43333,-,Normal
2019-02-28 15:00:00,27.5,42405,-,Normal
2019-02-28 16:00:00,27.3,41452,-,Normal
2019-02-28 17:00:00,27.0,40559,-,Normal
2019-02-28 18:00:00,26.8,39696,-,Normal
2019-02-28 19:00:00,26.7,38913,-,Normal
2019-02-28 20:00:00,26.5,38087,-,Normal
2019-02-28 21:00:00,26.3,37246,-,Normal
2019-02-28 22:00:00,26.1,36409,-,Normal
2019-02-28 23:00:00,25.9,35659,-,Normal
2019-03-01 00:00:00,25.8,34940,-,Normal
2019-03-01 01:00:00,25.6,34217,-,Normal
2019-03-01 02:00:00,25.4,33502,-,Normal
2019-03-01 03:00:00,25.3,32795,-,Normal
2019-03-01 04:00:00,25.1,32107,-,Normal
2019-03-01 05:00:00,25.0,31473,-,Normal
2019-03-01 06:00:00,24.8,30852,-,Normal
2019-03-01 07:00:00,24.7,30281,-,Normal
2019-03-01 08:00:00,24.6,29745,-,Normal
2019-03-01 09:00:00,24.4,29231,-,Normal
2019-03-01 10:00:00,24.3,28732,-,Normal
2019-03-01 11:00:00,24.2,28263,-,Normal
2019-03-01 12:00:00,24.1,27813,-,Normal
2019-03-01 13:00:00,24.0,27364,-,Normal
2019-03-01 14:00:00,23.9,26921,-,Normal
2019-03-01 15:00:00,23.7,26493,-,Normal
2019-03-01 16:00:00,23.6,26075,-,Normal
2019-03-01 17:00:00,23.5,25674,-,Normal
2019-03-01 18:00:00,23.4,25288,-,Normal
2019-03-01 19:00:00,23.3,24911,-,Normal
2019-03-01 20:00:00,23.2,24546,-,Normal
2019-03-01 21:00:00,23.1,24208,-,Normal
2019-03-01 22:00:00,23.0,23865,-,Normal
2019-03-01 23:00:00,22.9,23546,-,Normal
2019-03-02 00:00:00,22.8,23240,-,Normal
2019-03-02 01:00:00,22.7,22936,-,Normal
2019-03-02 02:00:00,22.7,22642,-,Normal
2019-03-02 03:00:00,22.6,22358,-,Normal
2019-03-02 04:00:00,22.5,22083,-,Normal
2019-03-02 05:00:00,22.4,21815,-,Normal
2019-03-02 06:00:00,22.3,21553,-,Normal
2019-03-02 07:00:00,22.3,21301,-,Normal
2019-03-02 08:00:00,22.2,21057,-,Normal
2019-03-02 09:00:00,22.1,20821,-,Normal
2019-03-02 10:00:00,22.0,20592,-,Normal
2019-03-02 11:00:00,22.0,20376,-,Normal
2019-03-02 12:00:00,21.9,20167,-,Normal
