Datetime,Stage,Flow
2019-02-27,29.6583333333,52560.5416667
2019-02-28,28.2958333333,46206.0
2019-03-01,24.2041666667,28451.75
2019-03-02,21.9958333333,20497.9166667
2019-03-03,21.2,17954.8
