Datetime,Stage,Flow,Trend,Status
2019-02-26 09:00:00,23.6,78653,,Normal
2019-02-26 10:00:00,23.5,78479,-,Normal
2019-02-26 11:00:00,23.6,78558,+,Normal
2019-02-26 12:00:00,23.6,78532,-,Normal
2019-02-26 13:00:00,23.5,78408,-,Normal
2019-02-26 14:00:00,23.5,78149,-,Normal
2019-02-26 15:00:00,23.5,78044,-,Normal
2019-02-26 16:00:00,23.5,77999,-,Normal
2019-02-26 17:00:00,23.6,78682,+,Normal
2019-02-26 18:00:00,23.7,79384,+,Normal
2019-02-26 19:00:00,23.8,80096,+,Normal
2019-02-26 20:00:00,23.9,80800,+,Normal
2019-02-26 21:00:00,23.9,81456,+,Normal
2019-02-26 22:00:00,24.1,82284,+,Normal
2019-02-26 23:00:00,24.2,83329,+,Normal
2019-02-27 00:00:00,24.3,84408,+,Normal
2019-02-27 01:00:00,24.5,85690,+,Normal
2019-02-27 02:00:00,24.7,87333,+,Normal
2019-02-27 03:00:00,25.0,89418,+,Normal
2019-02-27 04:00:00,25.3,91804,+,Normal
2019-02-27 05:00:00,25.6,94069,+,Normal
2019-02-27 06:00:00,25.9,96732,+,Normal
2019-02-27 07:00:00,26.3,99657,+,Normal
2019-02-27 08:00:00,26.7,102720,+,Normal
2019-02-27 09:00:00,27.1,106084,+,Normal
2019-02-27 10:00:00,27.5,109505,+,Normal
2019-02-27 11:00:00,27.8,112454,+,Normal
2019-02-27 12:00:00,28.2,115561,+,Normal
2019-02-27 13:00:00,28.5,118145,+,Normal
2019-02-27 14:00:00,28.8,120814,+,Normal
2019-02-27 15:00:00,29.1,123288,+,Normal
2019-02-27 16:00:00,29.3,125726,+,Normal
2019-02-27 17:00:00,29.6,127977,+,Normal
2019-02-27 18:00:00,29.8,130108,+,Normal
2019-02-27 19:00:00,30.0,132076,+,Above Monitor
2019-02-27 20:00:00,30.2,133472,+,Above Monitor
2019-02-27 21:00:00,30.3,134517,+,Above Monitor
