Datetime,Stage,Flow,Trend,Status
2019-02-25 14:00:00,3.7,691,,Normal
2019-02-25 15:00:00,3.7,693,+,Normal
2019-02-25 16:00:00,3.7,694,+,Normal
2019-02-25 17:00:00,3.7,695,+,Normal
2019-02-25 18:00:00,3.7,695,0,Normal
2019-02-25 19:00:00,3.7,695,0,Normal
2019-02-25 20:00:00,3.7,695,0,Normal
2019-02-25 21:00:00,3.7,694,-,Normal
2019-02-25 22:00:00,3.7,693,-,Normal
2019-02-25 23:00:00,3.7,693,0,Normal
2019-02-26 00:00:00,3.7,692,-,Normal
2019-02-26 01:00:00,3.7,692,0,Normal
2019-02-26 02:00:00,3.7,691,-,Normal
2019-02-26 03:00:00,3.7,690,-,Normal
2019-02-26 04:00:00,3.7,690,0,Normal
2019-02-26 05:00:00,3.7,689,-,Normal
2019-02-26 06:00:00,3.7,689,0,Normal
2019-02-26 07:00:00,3.7,688,-,Normal
2019-02-26 08:00:00,3.7,687,-,Normal
2019-02-26 09:00:00,3.7,687,0,Normal
2019-02-26 10:00:00,3.7,686,-,Normal
2019-02-26 11:00:00,3.7,686,0,Normal
2019-02-26 12:00:00,3.7,685,-,Normal
2019-02-26 13:00:00,3.7,684,-,Normal
2019-02-26 14:00:00,3.7,684,0,Normal
2019-02-26 15:00:00,3.7,683,-,Normal
2019-02-26 16:00:00,3.7,683,0,Normal
2019-02-26 17:00:00,3.7,682,-,Normal
2019-02-26 18:00:00,3.7,682,0,Normal
2019-02-26 19:00:00,3.7,682,0,Normal
2019-02-26 20:00:00,3.7,681,-,Normal
2019-02-26 21:00:00,3.7,681,0,Normal
2019-02-26 22:00:00,3.7,680,-,Normal
2019-02-26 23:00:00,3.7,680,0,Normal
2019-02-27 00:00:00,3.7,679,-,Normal
2019-02-27 01:00:00,3.7,679,0,Normal
2019-02-27 02:00:00,3.7,678,-,Normal
2019-02-27 03:00:00,3.7,678,0,Normal
2019-02-27 04:00:00,3.7,678,0,Normal
2019-02-27 05:00:00,3.7,677,-,Normal
2019-02-27 06:00:00,3.7,677,0,Normal
2019-02-27 07:00:00,3.7,677,0,Normal
2019-02-27 08:00:00,3.7,676,-,Normal
2019-02-27 09:00:00,3.7,676,0,Normal
2019-02-27 10:00:00,3.7,675,-,Normal
2019-02-27 11:00:00,3.7,675,0,Normal
2019-02-27 12:00:00,3.7,675,0,Normal
2019-02-27 13:00:00,3.7,674,-,Normal
2019-02-27 14:00:00,3.7,674,0,Normal
2019-02-27 15:00:00,3.7,674,0,Normal
2019-02-27 16:00:00,3.7,674,0,Normal
2019-02-27 17:00:00,3.7,674,0,Normal
2019-02-27 18:00:00,3.7,674,0,Normal
2019-02-27 19:00:00,3.7,674,0,Normal
2019-02-27 20:00:00,3.7,674,0,Normal
2019-02-27 21:00:00,3.7,674,0,Normal
2019-02-27 22:00:00,3.7,674,0,Normal
2019-02-27 23:00:00,3.7,674,0,Normal
2019-02-28 00:00:00,3.7,674,0,Normal
2019-02-28 01:00:00,3.7,674,0,Normal
2019-02-28 02:00:00,3.7,675,+,Normal
2019-02-28 03:00:00,3.7,675,0,Normal
2019-02-28 04:00:00,3.7,675,0,Normal
2019-02-28 05:00:00,3.7,675,0,Normal
2019-02-28 06:00:00,3.7,675,0,Normal
2019-02-28 07:00:00,3.7,675,0,Normal
2019-02-28 08:00:00,3.7,676,+,Normal
2019-02-28 09:00:00,3.7,676,0,Normal
2019-02-28 10:00:00,3.7,676,0,Normal
2019-02-28 11:00:00,3.7,676,0,Normal
2019-02-28 12:00:00,3.7,677,+,Normal
2019-02-28 13:00:00,3.7,677,0,Normal
2019-02-28 14:00:00,3.7,677,0,Normal
2019-02-28 15:00:00,3.7,677,0,Normal
2019-02-28 16:00:00,3.7,678,+,Normal
2019-02-28 17:00:00,3.7,678,0,Normal
2019-02-28 18:00:00,3.7,678,0,Normal
2019-02-28 19:00:00,3.7,678,0,Normal
2019-02-28 20:00:00,3.7,679,+,Normal
2019-02-28 21:00:00,3.7,679,0,Normal
2019-02-28 22:00:00,3.7,679,0,Normal
2019-02-28 23:00:00,3.7,680,+,Normal
2019-03-01 00:00:00,3.7,680,0,Normal
2019-03-01 01:00:00,3.7,680,0,Normal
2019-03-01 02:00:00,3.7,680,0,Normal
2019-03-01 03:00:00,3.7,681,+,Normal
2019-03-01 04:00:00,3.7,681,0,Normal
2019-03-01 05:00:00,3.7,681,0,Normal
2019-03-01 06:00:00,3.7,682,+,Normal
2019-03-01 07:00:00,3.7,682,0,Normal
2019-03-01 08:00:00,3.7,682,0,Normal
2019-03-01 09:00:00,3.7,683,+,Normal
2019-03-01 10:00:00,3.7,683,0,Normal
2019-03-01 11:00:00,3.7,684,+,Normal
2019-03-01 12:00:00,3.7,684,0,Normal
2019-03-01 13:00:00,3.7,685,+,Normal
2019-03-01 14:00:00,3.7,686,+,Normal
2019-03-01 15:00:00,3.7,686,0,Normal
2019-03-01 16:00:00,3.7,687,+,Normal
2019-03-01 17:00:00,3.7,688,+,Normal
2019-03-01 18:00:00,3.7,689,+,Normal
2019-03-01 19:00:00,3.7,690,+,Normal
2019-03-01 20:00:00,3.7,692,+,Normal
2019-03-01 21:00:00,3.7,693,+,Normal
2019-03-01 22:00:00,3.7,695,+,Normal
2019-03-01 23:00:00,3.7,696,+,Normal
2019-03-02 00:00:00,3.7,698,+,Normal
2019-03-02 01:00:00,3.7,700,+,Normal
2019-03-02 02:00:00,3.7,702,+,Normal
2019-03-02 03:00:00,3.7,704,+,Normal
2019-03-02 04:00:00,3.7,706,+,Normal
