Datetime,Stage,Flow
2019-02-27,10.7208333333,3833.16666667
2019-02-28,10.0333333333,3101.875
2019-03-01,8.82083333333,2052.91666667
2019-03-02,7.95833333333,1438.5
2019-03-03,7.6,1225.8
