Datetime,Stage,Flow
2019-02-26,24.76666666666667,30642.083333333332
2019-02-27,27.66666666666666,43252.541666666664
2019-02-28,26.849999999999998,39661.833333333336
2019-03-01,23.583333333333332,26060.375
2019-03-02,22.1,20809.0
