Datetime,Stage,Flow
2019-02-26,7.2375,7572.916666666667
2019-02-27,7.408333333333334,7904.041666666667
2019-02-28,8.008333333333333,9074.0
2019-03-01,6.491666666666667,6250.833333333333
2019-03-02,5.74,5065.4
