Datetime,Stage,Flow,Trend,Status
2019-02-26 09:00:00,8.6,1888,,Normal
2019-02-26 10:00:00,8.7,1930,+,Normal
2019-02-26 11:00:00,8.7,1955,+,Normal
2019-02-26 12:00:00,8.7,1980,+,Normal
2019-02-26 13:00:00,8.8,2004,+,Normal
2019-02-26 14:00:00,8.8,2029,+,Normal
2019-02-26 15:00:00,8.8,2053,+,Normal
2019-02-26 16:00:00,8.9,2078,+,Normal
2019-02-26 17:00:00,8.9,2123,+,Normal
2019-02-26 18:00:00,9.0,2168,+,Normal
2019-02-26 19:00:00,9.0,2213,+,Normal
2019-02-26 20:00:00,9.1,2258,+,Normal
2019-02-26 21:00:00,9.1,2303,+,Normal
2019-02-26 22:00:00,9.2,2347,+,Normal
2019-02-26 23:00:00,9.4,2477,+,Normal
2019-02-27 00:00:00,9.5,2606,+,Normal
2019-02-27 01:00:00,9.6,2736,+,Normal
2019-02-27 02:00:00,9.8,2865,+,Normal
2019-02-27 03:00:00,9.9,2994,+,Normal
2019-02-27 04:00:00,10.1,3124,+,Normal
2019-02-27 05:00:00,10.2,3270,+,Normal
2019-02-27 06:00:00,10.4,3416,+,Normal
2019-02-27 07:00:00,10.5,3562,+,Normal
2019-02-27 08:00:00,10.6,3716,+,Normal
2019-02-27 09:00:00,10.8,3869,+,Normal
2019-02-27 10:00:00,10.9,4023,+,Normal
2019-02-27 11:00:00,11.0,4148,+,Normal
2019-02-27 12:00:00,11.1,4273,+,Normal
2019-02-27 13:00:00,11.2,4399,+,Normal
2019-02-27 14:00:00,11.4,4524,+,Normal
2019-02-27 15:00:00,11.5,4649,+,Normal
2019-02-27 16:00:00,11.6,4774,+,Normal
2019-02-27 17:00:00,11.4,4615,-,Normal
2019-02-27 18:00:00,11.3,4455,-,Normal
2019-02-27 19:00:00,11.2,4295,-,Normal
2019-02-27 20:00:00,11.0,4135,-,Normal
2019-02-27 21:00:00,10.9,3975,-,Normal
2019-02-27 22:00:00,10.7,3815,-,Normal
2019-02-27 23:00:00,10.7,3758,-,Normal
2019-02-28 00:00:00,10.6,3701,-,Normal
2019-02-28 01:00:00,10.6,3643,-,Normal
2019-02-28 02:00:00,10.5,3586,-,Normal
2019-02-28 03:00:00,10.5,3528,-,Normal
2019-02-28 04:00:00,10.4,3471,-,Normal
2019-02-28 05:00:00,10.4,3424,-,Normal
2019-02-28 06:00:00,10.3,3376,-,Normal
2019-02-28 07:00:00,10.3,3329,-,Normal
2019-02-28 08:00:00,10.2,3282,-,Normal
2019-02-28 09:00:00,10.2,3234,-,Normal
2019-02-28 10:00:00,10.1,3187,-,Normal
2019-02-28 11:00:00,10.1,3135,-,Normal
2019-02-28 12:00:00,10.0,3083,-,Normal
2019-02-28 13:00:00,10.0,3030,-,Normal
2019-02-28 14:00:00,9.9,2978,-,Normal
2019-02-28 15:00:00,9.9,2926,-,Normal
2019-02-28 16:00:00,9.8,2874,-,Normal
2019-02-28 17:00:00,9.7,2822,-,Normal
2019-02-28 18:00:00,9.7,2769,-,Normal
2019-02-28 19:00:00,9.6,2717,-,Normal
2019-02-28 20:00:00,9.6,2664,-,Normal
2019-02-28 21:00:00,9.5,2612,-,Normal
2019-02-28 22:00:00,9.5,2560,-,Normal
2019-02-28 23:00:00,9.4,2514,-,Normal
2019-03-01 00:00:00,9.3,2468,-,Normal
2019-03-01 01:00:00,9.3,2423,-,Normal
2019-03-01 02:00:00,9.2,2377,-,Normal
2019-03-01 03:00:00,9.2,2331,-,Normal
2019-03-01 04:00:00,9.1,2286,-,Normal
2019-03-01 05:00:00,9.1,2254,-,Normal
2019-03-01 06:00:00,9.0,2222,-,Normal
2019-03-01 07:00:00,9.0,2190,-,Normal
2019-03-01 08:00:00,9.0,2158,-,Normal
2019-03-01 09:00:00,8.9,2126,-,Normal
2019-03-01 10:00:00,8.9,2094,-,Normal
2019-03-01 11:00:00,8.8,2062,-,Normal
2019-03-01 12:00:00,8.8,2030,-,Normal
2019-03-01 13:00:00,8.8,1998,-,Normal
2019-03-01 14:00:00,8.7,1966,-,Normal
2019-03-01 15:00:00,8.7,1934,-,Normal
2019-03-01 16:00:00,8.6,1902,-,Normal
2019-03-01 17:00:00,8.6,1871,-,Normal
2019-03-01 18:00:00,8.6,1840,-,Normal
2019-03-01 19:00:00,8.5,1809,-,Normal
2019-03-01 20:00:00,8.5,1778,-,Normal
2019-03-01 21:00:00,8.4,1746,-,Normal
2019-03-01 22:00:00,8.4,1715,-,Normal
2019-03-01 23:00:00,8.3,1690,-,Normal
2019-03-02 00:00:00,8.3,1665,-,Normal
2019-03-02 01:00:00,8.3,1639,-,Normal
2019-03-02 02:00:00,8.2,1614,-,Normal
2019-03-02 03:00:00,8.2,1589,-,Normal
2019-03-02 04:00:00,8.2,1563,-,Normal
2019-03-02 05:00:00,8.1,1545,-,Normal
2019-03-02 06:00:00,8.1,1526,-,Normal
2019-03-02 07:00:00,8.1,1507,-,Normal
2019-03-02 08:00:00,8.0,1489,-,Normal
2019-03-02 09:00:00,8.0,1470,-,Normal
2019-03-02 10:00:00,8.0,1452,-,Normal
2019-03-02 11:00:00,8.0,1436,-,Normal
2019-03-02 12:00:00,7.9,1421,-,Normal
2019-03-02 13:00:00,7.9,1405,-,Normal
2019-03-02 14:00:00,7.9,1389,-,Normal
2019-03-02 15:00:00,7.9,1374,-,Normal
2019-03-02 16:00:00,7.8,1358,-,Normal
2019-03-02 17:00:00,7.8,1343,-,Normal
2019-03-02 18:00:00,7.8,1327,-,Normal
2019-03-02 19:00:00,7.7,1312,-,Normal
2019-03-02 20:00:00,7.7,1297,-,Normal
2019-03-02 21:00:00,7.7,1281,-,Normal
2019-03-02 22:00:00,7.7,1266,-,Normal
2019-03-02 23:00:00,7.7,1256,-,Normal
2019-03-03 00:00:00,7.6,1246,-,Normal
2019-03-03 01:00:00,7.6,1236,-,Normal
2019-03-03 02:00:00,7.6,1226,-,Normal
2019-03-03 03:00:00,7.6,1216,-,Normal
2019-03-03 04:00:00,7.6,1205,-,Normal
