Datetime,Stage,Flow,Trend,Status
2019-02-25 14:00:00,5.1,4168,,Normal
2019-02-25 15:00:00,5.3,4382,+,Normal
2019-02-25 16:00:00,5.4,4592,+,Normal
2019-02-25 17:00:00,5.6,4833,+,Normal
2019-02-25 18:00:00,5.8,5077,+,Normal
2019-02-25 19:00:00,5.9,5324,+,Normal
2019-02-25 20:00:00,6.1,5584,+,Normal
2019-02-25 21:00:00,6.3,5861,+,Normal
2019-02-25 22:00:00,6.4,6149,+,Normal
2019-02-25 23:00:00,6.6,6368,+,Normal
2019-02-26 00:00:00,6.7,6594,+,Normal
2019-02-26 01:00:00,6.8,6826,+,Normal
2019-02-26 02:00:00,7.0,7068,+,Normal
2019-02-26 03:00:00,7.1,7321,+,Normal
2019-02-26 04:00:00,7.2,7582,+,Normal
2019-02-26 05:00:00,7.3,7678,+,Normal
2019-02-26 06:00:00,7.4,7774,+,Normal
2019-02-26 07:00:00,7.4,7869,+,Normal
2019-02-26 08:00:00,7.4,7955,+,Normal
2019-02-26 09:00:00,7.5,8021,+,Normal
2019-02-26 10:00:00,7.5,8076,+,Normal
2019-02-26 11:00:00,7.5,8036,-,Normal
2019-02-26 12:00:00,7.5,7992,-,Normal
2019-02-26 13:00:00,7.4,7943,-,Normal
2019-02-26 14:00:00,7.4,7884,-,Normal
2019-02-26 15:00:00,7.4,7809,-,Normal
2019-02-26 16:00:00,7.3,7723,-,Normal
2019-02-26 17:00:00,7.3,7643,-,Normal
2019-02-26 18:00:00,7.2,7558,-,Normal
2019-02-26 19:00:00,7.2,7467,-,Normal
2019-02-26 20:00:00,7.1,7371,-,Normal
2019-02-26 21:00:00,7.1,7269,-,Normal
2019-02-26 22:00:00,7.0,7163,-,Normal
2019-02-26 23:00:00,7.0,7128,-,Normal
2019-02-27 00:00:00,7.0,7090,-,Normal
2019-02-27 01:00:00,7.0,7051,-,Normal
2019-02-27 02:00:00,6.9,7015,-,Normal
2019-02-27 03:00:00,6.9,6986,-,Normal
2019-02-27 04:00:00,6.9,6965,-,Normal
2019-02-27 05:00:00,7.0,7037,+,Normal
2019-02-27 06:00:00,7.0,7115,+,Normal
2019-02-27 07:00:00,7.0,7199,+,Normal
2019-02-27 08:00:00,7.1,7290,+,Normal
2019-02-27 09:00:00,7.1,7390,+,Normal
2019-02-27 10:00:00,7.2,7496,+,Normal
2019-02-27 11:00:00,7.3,7651,+,Normal
2019-02-27 12:00:00,7.4,7808,+,Normal
2019-02-27 13:00:00,7.5,7969,+,Normal
2019-02-27 14:00:00,7.5,8130,+,Normal
2019-02-27 15:00:00,7.6,8288,+,Normal
2019-02-27 16:00:00,7.7,8446,+,Normal
2019-02-27 17:00:00,7.8,8581,+,Normal
2019-02-27 18:00:00,7.8,8716,+,Normal
2019-02-27 19:00:00,7.9,8852,+,Normal
2019-02-27 20:00:00,8.0,8983,+,Normal
2019-02-27 21:00:00,8.0,9107,+,Normal
2019-02-27 22:00:00,8.1,9226,+,Normal
2019-02-27 23:00:00,8.1,9306,+,Normal
2019-02-28 00:00:00,8.2,9384,+,Normal
2019-02-28 01:00:00,8.2,9461,+,Normal
2019-02-28 02:00:00,8.2,9535,+,Normal
2019-02-28 03:00:00,8.3,9604,+,Normal
2019-02-28 04:00:00,8.3,9667,+,Normal
2019-02-28 05:00:00,8.3,9669,+,Normal
2019-02-28 06:00:00,8.3,9663,-,Normal
2019-02-28 07:00:00,8.3,9650,-,Normal
2019-02-28 08:00:00,8.3,9627,-,Normal
2019-02-28 09:00:00,8.3,9595,-,Normal
2019-02-28 10:00:00,8.2,9555,-,Normal
2019-02-28 11:00:00,8.2,9455,-,Normal
2019-02-28 12:00:00,8.1,9347,-,Normal
2019-02-28 13:00:00,8.1,9233,-,Normal
2019-02-28 14:00:00,8.0,9112,-,Normal
2019-02-28 15:00:00,8.0,8983,-,Normal
2019-02-28 16:00:00,7.9,8848,-,Normal
2019-02-28 17:00:00,7.8,8689,-,Normal
2019-02-28 18:00:00,7.7,8528,-,Normal
2019-02-28 19:00:00,7.7,8365,-,Normal
2019-02-28 20:00:00,7.6,8200,-,Normal
2019-02-28 21:00:00,7.5,8033,-,Normal
2019-02-28 22:00:00,7.4,7864,-,Normal
2019-02-28 23:00:00,7.3,7709,-,Normal
2019-03-01 00:00:00,7.2,7556,-,Normal
2019-03-01 01:00:00,7.2,7404,-,Normal
2019-03-01 02:00:00,7.1,7254,-,Normal
2019-03-01 03:00:00,7.0,7107,-,Normal
2019-03-01 04:00:00,6.9,6964,-,Normal
2019-03-01 05:00:00,6.8,6848,-,Normal
2019-03-01 06:00:00,6.8,6735,-,Normal
2019-03-01 07:00:00,6.7,6626,-,Normal
2019-03-01 08:00:00,6.7,6521,-,Normal
2019-03-01 09:00:00,6.6,6421,-,Normal
2019-03-01 10:00:00,6.5,6322,-,Normal
2019-03-01 11:00:00,6.5,6235,-,Normal
2019-03-01 12:00:00,6.4,6147,-,Normal
2019-03-01 13:00:00,6.4,6056,-,Normal
2019-03-01 14:00:00,6.3,5964,-,Normal
2019-03-01 15:00:00,6.3,5870,-,Normal
2019-03-01 16:00:00,6.2,5775,-,Normal
2019-03-01 17:00:00,6.2,5693,-,Normal
2019-03-01 18:00:00,6.1,5612,-,Normal
2019-03-01 19:00:00,6.1,5533,-,Normal
2019-03-01 20:00:00,6.0,5454,-,Normal
2019-03-01 21:00:00,6.0,5378,-,Normal
2019-03-01 22:00:00,5.9,5304,-,Normal
2019-03-01 23:00:00,5.9,5241,-,Normal
2019-03-02 00:00:00,5.8,5180,-,Normal
2019-03-02 01:00:00,5.8,5121,-,Normal
2019-03-02 02:00:00,5.7,5064,-,Normal
2019-03-02 03:00:00,5.7,5007,-,Normal
2019-03-02 04:00:00,5.7,4955,-,Normal
