Datetime,Stage,Flow,Trend,Status
2019-03-02 16:00:00,11.1,19301,-,Normal
2019-03-02 17:00:00,11.1,19228,-,Normal
2019-03-02 18:00:00,11.1,19152,-,Normal
2019-03-02 19:00:00,11.1,19070,-,Normal
2019-03-02 20:00:00,11.0,18983,-,Normal
2019-03-02 21:00:00,11.0,18903,-,Normal
2019-03-02 22:00:00,11.0,18838,-,Normal
2019-03-02 23:00:00,11.0,18779,-,Normal
2019-03-03 00:00:00,11.0,18723,-,Normal
2019-03-03 01:00:00,11.0,18677,-,Normal
2019-03-03 02:00:00,11.0,18647,-,Normal
2019-03-03 03:00:00,10.9,18634,-,Normal
2019-03-03 04:00:00,10.9,18637,+,Normal
