Datetime,Stage,Flow,Trend,Status
2019-02-26 09:00:00,12.5,24447,,Normal
2019-02-26 10:00:00,12.5,24539,+,Normal
2019-02-26 11:00:00,12.6,24636,+,Normal
2019-02-26 12:00:00,12.6,24716,+,Normal
2019-02-26 13:00:00,12.6,24737,+,Normal
2019-02-26 14:00:00,12.6,24690,-,Normal
2019-02-26 15:00:00,12.5,24603,-,Normal
2019-02-26 16:00:00,12.5,24487,-,Normal
2019-02-26 17:00:00,12.5,24350,-,Normal
2019-02-26 18:00:00,12.4,24202,-,Normal
2019-02-26 19:00:00,12.4,24124,-,Normal
2019-02-26 20:00:00,12.4,24174,+,Normal
2019-02-26 21:00:00,12.5,24359,+,Normal
2019-02-26 22:00:00,12.5,24566,+,Normal
2019-02-26 23:00:00,12.6,24826,+,Normal
2019-02-27 00:00:00,12.7,25120,+,Normal
2019-02-27 01:00:00,12.8,25543,+,Normal
2019-02-27 02:00:00,12.9,26150,+,Normal
2019-02-27 03:00:00,13.2,27066,+,Normal
2019-02-27 04:00:00,13.4,28185,+,Normal
2019-02-27 05:00:00,13.7,29445,+,Normal
2019-02-27 06:00:00,14.0,30462,+,Normal
2019-02-27 07:00:00,14.2,31487,+,Normal
2019-02-27 08:00:00,14.4,32538,+,Normal
2019-02-27 09:00:00,14.7,33628,+,Normal
2019-02-27 10:00:00,14.9,34765,+,Normal
2019-02-27 11:00:00,15.2,35936,+,Normal
2019-02-27 12:00:00,15.4,36972,+,Normal
2019-02-27 13:00:00,15.6,37776,+,Normal
2019-02-27 14:00:00,15.7,38561,+,Normal
2019-02-27 15:00:00,15.9,39202,+,Normal
2019-02-27 16:00:00,16.0,39728,+,Normal
2019-02-27 17:00:00,16.1,40193,+,Normal
2019-02-27 18:00:00,16.1,40485,+,Normal
2019-02-27 19:00:00,16.2,40577,+,Normal
2019-02-27 20:00:00,16.2,40646,+,Normal
2019-02-27 21:00:00,16.2,40655,+,Normal
2019-02-27 22:00:00,16.2,40622,-,Normal
2019-02-27 23:00:00,16.2,40563,-,Normal
2019-02-28 00:00:00,16.1,40430,-,Normal
2019-02-28 01:00:00,16.1,40196,-,Normal
2019-02-28 02:00:00,16.0,39898,-,Normal
2019-02-28 03:00:00,15.9,39507,-,Normal
2019-02-28 04:00:00,15.8,39032,-,Normal
2019-02-28 05:00:00,15.7,38518,-,Normal
2019-02-28 06:00:00,15.6,37985,-,Normal
2019-02-28 07:00:00,15.5,37455,-,Normal
2019-02-28 08:00:00,15.4,36942,-,Normal
2019-02-28 09:00:00,15.3,36413,-,Normal
2019-02-28 10:00:00,15.2,35854,-,Normal
2019-02-28 11:00:00,15.0,35284,-,Normal
2019-02-28 12:00:00,14.9,34710,-,Normal
2019-02-28 13:00:00,14.8,34127,-,Normal
2019-02-28 14:00:00,14.7,33541,-,Normal
2019-02-28 15:00:00,14.5,33019,-,Normal
2019-02-28 16:00:00,14.4,32466,-,Normal
2019-02-28 17:00:00,14.3,31871,-,Normal
2019-02-28 18:00:00,14.2,31267,-,Normal
2019-02-28 19:00:00,14.0,30677,-,Normal
2019-02-28 20:00:00,13.9,30105,-,Normal
2019-02-28 21:00:00,13.8,29557,-,Normal
2019-02-28 22:00:00,13.7,29138,-,Normal
2019-02-28 23:00:00,13.6,28725,-,Normal
2019-03-01 00:00:00,13.5,28273,-,Normal
2019-03-01 01:00:00,13.3,27827,-,Normal
2019-03-01 02:00:00,13.2,27409,-,Normal
2019-03-01 03:00:00,13.1,27019,-,Normal
2019-03-01 04:00:00,13.1,26657,-,Normal
2019-03-01 05:00:00,13.0,26312,-,Normal
2019-03-01 06:00:00,12.9,25978,-,Normal
2019-03-01 07:00:00,12.8,25665,-,Normal
2019-03-01 08:00:00,12.7,25376,-,Normal
2019-03-01 09:00:00,12.7,25097,-,Normal
2019-03-01 10:00:00,12.6,24824,-,Normal
2019-03-01 11:00:00,12.5,24565,-,Normal
2019-03-01 12:00:00,12.5,24317,-,Normal
2019-03-01 13:00:00,12.4,24063,-,Normal
2019-03-01 14:00:00,12.3,23811,-,Normal
2019-03-01 15:00:00,12.3,23549,-,Normal
2019-03-01 16:00:00,12.2,23282,-,Normal
2019-03-01 17:00:00,12.1,23012,-,Normal
2019-03-01 18:00:00,12.1,22739,-,Normal
2019-03-01 19:00:00,12.0,22462,-,Normal
2019-03-01 20:00:00,11.9,22182,-,Normal
2019-03-01 21:00:00,11.8,21911,-,Normal
2019-03-01 22:00:00,11.8,21654,-,Normal
2019-03-01 23:00:00,11.7,21407,-,Normal
2019-03-02 00:00:00,11.7,21167,-,Normal
2019-03-02 01:00:00,11.6,20939,-,Normal
2019-03-02 02:00:00,11.5,20732,-,Normal
2019-03-02 03:00:00,11.5,20548,-,Normal
2019-03-02 04:00:00,11.4,20387,-,Normal
2019-03-02 05:00:00,11.4,20243,-,Normal
2019-03-02 06:00:00,11.4,20111,-,Normal
2019-03-02 07:00:00,11.3,19997,-,Normal
2019-03-02 08:00:00,11.3,19903,-,Normal
2019-03-02 09:00:00,11.3,19818,-,Normal
2019-03-02 10:00:00,11.3,19735,-,Normal
2019-03-02 11:00:00,11.2,19657,-,Normal
2019-03-02 12:00:00,11.2,19582,-,Normal
2019-03-02 13:00:00,11.2,19511,-,Normal
2019-03-02 14:00:00,11.2,19441,-,Normal
2019-03-02 15:00:00,11.2,19372,-,Normal
