Datetime,Stage,Flow
2019-02-27,8.86666666667,10988.1666667
2019-02-28,8.875,10987.5
2019-03-01,7.2625,7640.16666667
2019-03-02,6.40416666667,6101.70833333
2019-03-03,6.12,5666.0
