Date,I1,I15,I91
10/1/1980,1.706639741,0.664137966,0.362942227
10/2/1980,1.761310694,0.658254467,0.493985718
10/3/1980,1.669605052,0.658254467,0.464232023
10/4/1980,2.222816283,0.652516483,0.430627551
10/5/1980,1.821760678,0.652399962,0.433755093
10/6/1980,1.653781323,0.657030995,0.402776843
10/7/1980,1.784123968,0.657030995,0.392725936
10/8/1980,1.89023145,0.657030995,0.369272128
10/9/1980,1.733864165,0.626555233,0.35564985
10/10/1980,1.589114625,0.513691055,0.242957358
10/11/1980,1.839402351,0.512953088,0.190597786
10/12/1980,2.112501044,0.811497069,0.291815302
10/13/1980,2.170156469,0.686962993,0.275768853
10/14/1980,2.173958593,0.765409655,0.253542137
10/15/1980,2.18697446,0.767370822,0.25259445
10/16/1980,2.20099062,0.767370822,0.254445021
10/17/1980,2.068044128,0.791070028,0.320359667
10/18/1980,2.245635055,0.79132249,0.334615573
10/19/1980,2.372378349,0.598147584,0.312812823
10/20/1980,2.092880867,0.406302825,0.292434141
10/21/1980,1.505078057,0.598497147,0.269080089
10/22/1980,2.50512269,0.591633064,0.236827406
10/23/1980,2.132302,0.509458271,0.199521793
10/24/1980,2.254402638,0.498924317,0.189770155
10/25/1980,2.308257624,0.498924317,0.186069013
10/26/1980,2.160898296,0.499924321,0.182317993
10/27/1980,2.32427907,0.525497167,0.120683164
10/28/1980,2.503084237,0.510273918,0.099129805
10/29/1980,2.751353108,0.525963251,0.132285373
10/30/1980,2.691704281,0.536205902,0.144935025
10/31/1980,2.939377694,0.565030677,0.200419601
11/1/1980,2.576184451,0.567186317,0.219673485
11/2/1980,2.688910963,0.575303953,0.213822502
11/3/1980,2.331911253,1.020488761,0.154437271
11/4/1980,2.224597424,1.047361944,0.13293379
11/5/1980,2.004345088,0.595313053,0.132883912
11/6/1980,2.176545679,0.572410346,0.13453497
11/7/1980,1.753478045,0.485138434,0.169391473
11/8/1980,2.13510454,0.697594591,0.204170622
11/9/1980,2.1026624,0.697594591,0.231674719
11/10/1980,2.845891797,0.703643298,0.230522444
11/11/1980,2.74795511,1.004682364,0.205417578
11/12/1980,2.564741365,1.535993294,0.14378275
11/13/1980,2.942776135,1.646721524,0.145483686
11/14/1980,3.071136995,1.646216599,0.162936876
11/15/1980,3.019680246,1.163536584,0.164757433
11/16/1980,2.899743148,1.163730785,0.183385301
11/17/1980,3.080537282,1.166100048,0.181165718
11/18/1980,2.73895141,0.787594902,0.180966205
11/19/1980,3.056502852,0.847002387,0.176240021
11/20/1980,2.937375335,0.879361635,0.180539702
11/21/1980,2.884918914,1.415371705,0.182509894
11/22/1980,2.463052482,0.878779029,0.190340782
11/23/1980,2.853488684,0.953701336,0.180663527
11/24/1980,2.851079716,0.953701336,0.181306869
11/25/1980,2.522910112,1.085682373,0.229563736
11/26/1980,2.850677009,1.085760053,0.313934648
11/27/1980,3.024868076,1.085760053,0.360019273
11/28/1980,2.546548044,1.205439628,0.337388457
11/29/1980,3.009845593,1.577197212,0.307058624
11/30/1980,2.870886347,1.206294116,0.292284071
12/1/1980,3.19085128,1.206371797,0.274075017
12/2/1980,4.020973527,1.123536989,0.230845782
12/3/1980,4.281450812,1.024099828,0.246378659
12/4/1980,3.970310574,1.020158075,0.241480439
12/5/1980,4.595615962,1.017808233,0.227544102
12/6/1980,5.318824249,0.900138239,0.22687582
12/7/1980,5.664400651,0.820749834,0.224925493
12/8/1980,5.533649535,0.757992504,0.233255599
12/9/1980,5.38769152,0.736253922,0.237660112
12/10/1980,5.329426005,0.736253922,0.23091132
12/11/1980,3.810738219,0.94453637,0.227359813
12/12/1980,4.513528277,1.100604472,0.225639013
12/13/1980,5.787348117,1.207857033,0.226960787
12/14/1980,7.534292532,1.207857033,0.198483628
12/15/1980,7.107019004,1.155886119,0.19891477
12/16/1980,8.329784358,1.130390954,0.192510487
12/17/1980,7.890896897,1.049177595,0.186602449
12/18/1980,7.460615218,1.04970194,0.237111451
12/19/1980,6.894587078,1.252682679,0.190104078
12/20/1980,6.333768673,1.252682679,0.183435179
12/21/1980,5.936324214,1.032682461,0.214291271
12/22/1980,5.381104681,1.006119186,0.229993647
12/23/1980,5.447784114,1.006119186,0.21346828
12/24/1980,4.9576425,0.97381847,0.207218271
12/25/1980,4.524756264,0.966954387,0.199766109
12/26/1980,3.563491457,0.949157557,0.186163695
12/27/1980,3.432145149,0.926604142,0.188662683
12/28/1980,3.380090016,0.928876303,0.190837463
12/29/1980,3.430742327,0.934750229,0.190837463
12/30/1980,4.215414992,0.934750229,0.196688445
12/31/1980,5.12703452,0.933060673,0.194713179
1/1/1981,6.047258411,0.93208009,0.289401281
1/2/1981,6.317344698,0.933099513,0.186383072
1/3/1981,6.43186521,0.903682015,0.203586872
1/4/1981,6.337954614,0.904730705,0.291296655
1/5/1981,6.273494502,0.848779197,0.322329858
1/6/1981,6.400629772,0.848779197,0.22054128
1/7/1981,6.341363963,0.880847143,0.183764463
1/8/1981,6.038623453,0.932818056,0.205018552
1/9/1981,6.143332281,0.990857641,0.209971726
1/10/1981,6.083475095,1.020298635,0.222222352
1/11/1981,5.967761716,0.942832556,0.242543543
1/12/1981,5.89827788,0.935647904,0.947090682
1/13/1981,5.661413074,0.887599324,1.426926196
1/14/1981,5.516046439,0.833881409,1.381285401
