Date,I1,I15,I91
10/1/1980,2.605348524,0.810036414,0.40259542
10/2/1980,2.636830601,0.733900987,0.42629189
10/3/1980,2.458054374,0.737589465,0.484221074
10/4/1980,2.368253495,0.737589465,0.425131842
10/5/1980,2.207429334,0.737589465,0.318387402
10/6/1980,2.729333373,0.74344203,0.195119859
10/7/1980,2.19666395,0.736242013,0.187579549
10/8/1980,2.288445563,0.748709338,0.173044917
10/9/1980,2.16444744,0.772743315,0.172989433
10/10/1980,1.18509202,0.78471533,0.176124079
10/11/1980,2.161018206,0.78678947,0.190333382
10/12/1980,2.813263878,0.816821,0.207897988
10/13/1980,2.530284679,0.78678947,0.21341451
10/14/1980,2.70854522,0.793484712,0.211702181
10/15/1980,2.497781051,0.780023814,0.215120544
10/16/1980,2.177292477,0.789690312,0.250002638
10/17/1980,2.152421209,0.797556067,0.260801153
10/18/1980,2.23556964,0.775644157,0.228819178
10/19/1980,1.937693391,0.760710351,0.238223118
10/20/1980,3.776828165,0.836208434,0.235489452
10/21/1980,4.213461935,0.871883637,0.205855314
10/22/1980,4.264086191,0.76309635,0.185238008
10/23/1980,3.981158269,0.739554126,0.19056791
10/24/1980,3.717856027,0.747747716,0.211902671
10/25/1980,3.533053956,0.824178423,0.207117474
10/26/1980,4.357811261,0.756873931,0.19739578
10/27/1980,3.858170424,0.699518798,0.20003363
10/28/1980,2.971570527,0.691637067,0.195621671
10/29/1980,2.748177888,0.770061432,0.176019406
10/30/1980,2.543161537,0.784966241,0.172567006
10/31/1980,2.923949829,0.77708451,0.174279335
11/1/1980,3.391245053,0.767157637,0.174279335
11/2/1980,3.429172286,0.767157637,0.173989323
11/3/1980,2.805344763,0.767157637,0.169142347
11/4/1980,1.928714176,0.749911802,0.170274652
11/5/1980,1.691800436,0.751940969,0.170854676
11/6/1980,2.037933079,0.749599943,0.16772003
11/7/1980,2.365975278,0.741132955,0.169114605
11/8/1980,2.217262449,0.741132955,0.172249252
11/9/1980,2.163742464,0.788008513,0.172249252
11/10/1980,2.154493951,0.72884257,0.170826934
11/11/1980,2.40989708,0.735064989,0.1517013
11/12/1980,2.779679602,0.747355375,0.158343832
