Date,I1,I15,I91
10/1/1980,1.915368856,0.454328351,0.152765556
10/2/1980,1.834890224,0.454698405,0.121089096
10/3/1980,1.76493968,0.454328351,0.088053249
10/4/1980,1.423441606,0.478593714,0.120898925
10/5/1980,2.257639703,0.491818056,0.107479296
10/6/1980,2.731663016,0.491818056,0.088718026
10/7/1980,1.778283316,0.479148796,0.106844354
10/8/1980,1.042325733,0.496485896,0.122347267
10/9/1980,1.175779428,0.482853463,0.104642281
10/10/1980,1.558076902,0.505154446,0.114898364
10/11/1980,1.888124568,0.510413341,0.110731796
10/12/1980,2.16831445,0.50708079,0.108399221
10/13/1980,1.830835142,0.506932768,0.084729366
10/14/1980,1.669578289,0.508859113,0.090106699
10/15/1980,1.76023012,0.520417179,0.127617525
10/16/1980,1.90205326,0.521564348,0.090444945
10/17/1980,1.881160757,0.51292971,0.095115952
10/18/1980,2.075065751,0.518893771,0.089702928
10/19/1980,2.116833134,0.552604798,0.096955802
10/20/1980,1.896048869,0.566999912,0.091038339
10/21/1980,1.831550764,0.533288885,0.07378453
10/22/1980,1.564338431,0.488471072,0.087204159
10/23/1980,1.647105489,0.274208961,0.104374871
10/24/1980,1.154614018,0.712452319,0.116037747
10/25/1980,2.758022371,0.75194238,0.178500575
10/26/1980,3.487322156,0.747834776,0.155994079
10/27/1980,3.976642408,0.747834776,0.191875727
10/28/1980,3.652270145,0.656963539,0.250183701
10/29/1980,2.91121608,0.656445463,0.222347279
10/30/1980,4.014185685,0.631774071,0.18950746
10/31/1980,3.540088668,0.655446316,0.17771701
11/1/1980,3.209124034,0.631367011,0.073612479
11/2/1980,3.238985736,0.562018612,0.063068485
11/3/1980,3.304098008,0.562240644,0.075695763
11/4/1980,3.247673464,0.631070968,0.079945428
11/5/1980,3.196817515,0.558833052,0.085115018
11/6/1980,2.881434216,0.559351128,0.095038713
11/7/1980,2.396648077,0.615215116,0.101454759
11/8/1980,2.832336647,0.668152582,0.09424929
11/9/1980,3.212668546,0.670857072,0.157014673
11/10/1980,2.502615045,0.667967555,0.139345379
11/11/1980,3.290815229,0.671042099,0.114589405
11/12/1980,3.369418256,0.671671191,0.097584888
11/13/1980,3.531072735,0.670857072,0.107419628
11/14/1980,3.205091352,0.667967555,0.097834179
11/15/1980,3.043429667,0.657223608,0.098000373
11/16/1980,3.037673355,0.658407782,0.132424893
11/17/1980,2.986645458,0.65996201,0.096000186
11/18/1980,2.577645727,0.6555429,0.153512881
11/19/1980,2.614230654,0.6555429,0.194647216
11/20/1980,2.839740248,0.842993489,0.157263964
11/21/1980,2.536533396,0.841994343,0.099335783
11/22/1980,3.177464424,0.841994343,0.118340488
11/23/1980,3.053551851,0.85836827,0.143179559
11/24/1980,4.809290309,0.833335071,0.112559384
11/25/1980,3.877083513,0.833335071,0.115983936
11/26/1980,3.747075511,0.787102805,0.112149756
11/27/1980,3.57501124,0.661335335,0.112149756
11/28/1980,3.62439934,0.661594373,0.117901025
11/29/1980,3.595238848,0.661335335,0.14189265
11/30/1980,3.392763352,0.661335335,0.122317433
12/1/1980,3.271671968,0.661261324,0.126626218
12/2/1980,3.612127572,0.855489063,0.125510265
12/3/1980,3.980736156,0.908276446,0.096753917
12/4/1980,3.86043945,1.041229155,0.086005109
12/5/1980,3.813205215,1.059155249,0.101585261
12/6/1980,3.604032393,1.090235798,0.140799578
12/7/1980,3.747818183,1.092308102,0.303752214
12/8/1980,3.532433489,0.984432814,0.669290218
12/9/1980,3.32478859,0.983026608,0.500669409
12/10/1980,3.242194838,1.158548045,0.404022566
12/11/1980,3.645043555,1.157253886,0.429653988
12/12/1980,3.932512608,1.15503356,0.367348568
12/13/1980,4.33435196,1.154404467,0.350973136
12/14/1980,4.495716979,1.297917127,0.415029451
12/15/1980,4.880503937,1.671775969,0.588526082
12/16/1980,5.522990929,1.671775969,0.554018465
12/17/1980,5.520609323,1.396234704,0.339304402
12/18/1980,5.126915669,1.131362345,0.265496443
12/19/1980,4.629110888,0.934244059,0.247494761
12/20/1980,5.157962966,0.99718124,0.24341129
12/21/1980,4.63291575,0.99799536,0.212737853
12/22/1980,3.952371988,0.99799536,0.189815872
12/23/1980,4.780893324,0.911942045,0.2032355
