Date,I1,I15,I91
10/1/1980,1.734726913,0.565877451,0.524379318
10/2/1980,1.848336785,0.565877451,0.611920328
10/3/1980,1.8114703,0.565877451,0.594585475
10/4/1980,1.903820945,0.567515492,0.606719872
10/5/1980,1.878752993,0.567515492,0.517445377
10/6/1980,2.061489799,0.561650906,0.435104823
10/7/1980,1.83509678,0.559700193,0.388300718
10/8/1980,1.802245266,0.546682991,0.391767689
10/9/1980,1.671398117,0.545007395,0.376166321
10/10/1980,2.105182656,0.51652226,0.318094562
10/11/1980,2.062476902,0.532077963,0.286891825
10/12/1980,1.562182552,0.539730809,0.276490913
10/13/1980,1.641776228,0.52632604,0.260022802
10/14/1980,1.801841999,0.52632604,0.262623031
10/15/1980,1.762772129,0.52632604,0.237487493
10/16/1980,1.706836341,0.520961579,0.247888405
10/17/1980,1.620903566,0.512871162,0.405635572
10/18/1980,1.828894378,0.512058365,0.232287037
10/19/1980,1.812033945,0.507344141,0.188949903
10/20/1980,2.149240142,0.328893147,0.149946483
10/21/1980,2.106996734,0.454575309,0.130878144
10/22/1980,1.912672127,0.881852338,0.130878144
10/23/1980,1.984995532,0.486349081,0.132611629
10/24/1980,2.198789966,0.555886323,0.103142378
10/25/1980,2.205589167,0.602865572,0.1360786
10/26/1980,2.265878629,0.603515809,0.122210717
10/27/1980,2.17949348,0.603515809,0.180282476
10/28/1980,2.254641996,0.590411158,0.146479512
10/29/1980,2.115612506,0.590411158,0.06153873
10/30/1980,2.209991201,0.615945329,0
10/31/1980,2.290141044,0.62816218,0
11/1/1980,2.533971602,0.65472171,0.080607069
11/2/1980,2.177688874,0.766986655,0.216685669
11/3/1980,2.343546302,0.65472171,0.08754101
11/4/1980,2.503711784,0.65472171,0.091007981
11/5/1980,2.099173786,0.645130704,0.330228959
11/6/1980,2.324391155,0.624098195,0.187216418
11/7/1980,2.29497576,0.588910675,0.118743746
11/8/1980,2.249879072,0.559362626,0.134345115
11/9/1980,1.993809572,0.551359766,0.180282476
11/10/1980,2.53177744,0.545120059,0.141279056
11/11/1980,2.601691215,0.545120059,0.144746027
11/12/1980,2.642352964,0.552660242,0.146479512
11/13/1980,2.742995883,0.525512818,0.132611629
11/14/1980,2.851127127,0.555173636,0.120477232
11/15/1980,2.791589358,0.611268979,0.141279056
11/16/1980,2.472245156,0.627187142,0.11007632
11/17/1980,2.055624107,0.618321377,0.096208437
11/18/1980,3.165487204,0.609718175,0.115276776
11/19/1980,3.04187443,0.612231569,0.125677688
11/20/1980,2.902232935,0.567340167,0.125677688
11/21/1980,2.758830076,0.538467888,0.123944203
11/22/1980,2.963757125,0.486912187,0.125677688
11/23/1980,2.767194234,0.524300855,0.11354329
11/24/1980,2.789414889,0.670077723,0.143012541
11/25/1980,2.958704448,0.636428029,0.108342834
11/26/1980,2.771334186,0.606829872,0.096208437
11/27/1980,2.840309964,0.598226564,0.139545571
11/28/1980,2.773417825,0.634251882,0.144746027
11/29/1980,2.867334674,0.638640986,0.129144659
11/30/1980,2.801506166,0.629425207,0.123944203
12/1/1980,2.584783326,0.602615668,0.120477232
12/2/1980,2.837598273,0.606191976,0.118743746
12/3/1980,3.836706616,0.711930074,0.127411173
12/4/1980,3.036925702,0.711930074,0.11007632
12/5/1980,3.806816163,0.641354601,0.132278475
12/6/1980,2.972605565,0.662487326,0.160186818
12/7/1980,3.588487485,0.636565587,0.166170157
12/8/1980,4.300930546,0.686833473,0.163420352
12/9/1980,4.198353804,0.739564539,0.170130572
12/10/1980,4.64567966,0.861045263,0.190069225
12/11/1980,5.691516953,0.949014063,0.207464938
12/12/1980,5.697317584,0.935196511,0.144843173
12/13/1980,5.462885151,0.788581845,0.129861825
12/14/1980,5.178030957,0.579820538,0.175917047
12/15/1980,4.819516582,0.651346685,0.233101349
12/16/1980,5.053325543,0.796285756,0.158295327
12/17/1980,5.628904609,0.7159814,0.261576282
12/18/1980,5.289682327,0.7159814,0.225827111
12/19/1980,4.744516229,0.726097638,0.238729819
12/20/1980,4.277867711,0.630588655,0.256973845
12/21/1980,4.137439125,0.625874432,0.199407817
12/22/1980,4.014019136,0.693998535,0.263467772
12/23/1980,3.977361888,0.684732648,0.205995318
12/24/1980,3.4008686,0.53294108,0.210408034
12/25/1980,3.640345982,0.530502689,0.192910318
12/26/1980,3.95957343,0.599877265,0.178562277
12/27/1980,3.779234788,0.592286868,0.172549794
12/28/1980,3.345424324,0.617420811,0.324838782
12/29/1980,3.261685212,0.633989319,0.555946638
12/30/1980,3.742617174,0.674629175,0.513158951
12/31/1980,3.862249128,0.730849523,0.528751604
1/1/1981,3.688292959,0.784093692,0.72986219
1/2/1981,3.716350639,0.81319183,0.724606732
1/3/1981,3.955209784,0.855170247,0.694641464
1/4/1981,3.977809277,0.825847314,0.723792133
1/5/1981,4.027075331,0.753670929,0.554368013
1/6/1981,3.920870183,0.746005104,0.418084407
1/7/1981,3.757579772,0.713818338,0.406100872
1/8/1981,3.873359378,0.712142741,0.385996785
1/9/1981,4.049886303,0.726598083,0.355971944
1/10/1981,4.030444146,0.778529649,0.314453442
1/11/1981,4.211550434,0.765124879,0.310670461
1/12/1981,4.293870259,0.747568461,0.254472049
1/13/1981,4.233780063,0.719570579,0.280197177
1/14/1981,4.008789878,0.70870378,0.321028943
1/15/1981,4.078504387,0.766511849,0.629663481
1/16/1981,4.36579987,0.929157555,1.253708492
1/17/1981,4.471983331,0.957280336,0.969824194
1/18/1981,4.286250067,0.898209347,0.575391846
1/19/1981,4.270228823,0.776728623,0.419987185
1/20/1981,4.154836282,0.747630485,0.346080621
1/21/1981,4.067287946,2.569841345,0.308454531
1/22/1981,4.039427288,2.837249793,0.30780051
1/23/1981,3.848899691,2.837249793,0.272898653
1/24/1981,3.549177717,1.89197396,0.311000043
1/25/1981,3.723886327,0.945262111,0.279168858
1/26/1981,3.72408634,0.812452867,0.370453991
1/27/1981,3.611494482,0.784680525,0.531539267
1/28/1981,3.731344646,0.762897774,0.588228838
1/29/1981,3.694064923,0.775252291,0.668410464
1/30/1981,3.824883904,0.812327862,0.761954243
1/31/1981,4.096382335,0.812327862,0.567130433
2/1/1981,4.088176561,0.670664025,0.456242086
2/2/1981,3.912041934,0.605315773,0.434795955
2/3/1981,3.876009404,0.596099994,0.405851864
2/4/1981,3.978381646,0.596099994,0.430913257
2/5/1981,3.946522719,0.648043476,0.388987455
2/6/1981,3.760990715,0.989027301,0.345779183
2/7/1981,3.492713931,1.017800319,0.278762845
