Date,I1,I15,I91
10/1/1980,1.799496441,0.651407144,0.354586076
10/2/1980,1.894952131,0.629943079,0.432885545
10/3/1980,1.879362011,0.61228098,0.365660672
10/4/1980,1.925828082,0.609128266,0.383691451
10/5/1980,1.925685245,0.637497785,0.382784013
10/6/1980,2.375747961,0.657060867,0.404639502
10/7/1980,2.246791075,0.65646035,0.404639502
10/8/1980,2.238178129,0.65646035,0.430680754
10/9/1980,2.254941295,0.655859834,0.408972116
10/10/1980,1.961276763,0.65646035,0.39884952
10/11/1980,2.072248519,0.666418105,0.416519248
10/12/1980,2.177849426,0.661563763,0.355084357
10/13/1980,2.220396443,0.660963246,0.249650863
10/14/1980,2.277309459,0.644802439,0.241455054
10/15/1980,2.180008081,0.644802439,0.148598087
10/16/1980,1.869480794,0.706444554,0.097803316
10/17/1980,2.102633598,0.718304763,0.306270557
10/18/1980,2.342164083,0.719055409,0.368197651
10/19/1980,2.039637255,0.719055409,0.329969787
10/20/1980,2.979198303,1.006258682,0.235083743
10/21/1980,3.317636038,0.829340373,0.146207959
10/22/1980,3.580667495,0.803818405,0.116703048
10/23/1980,3.062524966,0.778596696,0.113610061
10/24/1980,3.008987351,0.632298863,0.112517287
10/25/1980,2.995688338,0.778596696,0.097764831
10/26/1980,3.260007936,0.761932352,0.120556623
10/27/1980,3.085934177,0.76363349,0.069391179
10/28/1980,2.452996916,0.762282327,0.086875571
10/29/1980,2.30936538,0.744019711,0.107794759
10/30/1980,2.403407804,0.741617643,0.111913172
10/31/1980,2.718370553,0.739966222,0.11871896
11/1/1980,2.761384161,0.732311102,0.128924603
11/2/1980,2.52093906,0.717000864,0.112347649
11/3/1980,2.289272269,0.690683438,0.141306173
11/4/1980,1.933595246,0.685179354,0.109069326
11/5/1980,2.000017662,0.682627647,0.139120624
11/6/1980,2.112610491,0.684729456,0.100883138
11/7/1980,2.240747132,0.687281163,0.107785138
11/8/1980,2.509091442,0.690533309,0.071576728
11/9/1980,2.649991671,0.70594347,0.123483516
11/10/1980,2.785368681,0.70594347,0.108283419
11/11/1980,3.278913399,0.706694116,0.127090484
11/12/1980,3.644752997,0.709246313,0.133471416
11/13/1980,3.452980685,0.697437782,0.130017377
11/14/1980,3.970816721,0.695736644,0.153882701
