Date,I1,I15,I91
10/1/1980,2.020726568,0.714939938,0.468060135
10/2/1980,1.950532962,0.636440556,0.465988257
10/3/1980,1.762227868,0.596729832,0.460560543
10/4/1980,1.486573838,0.592437884,0.401427836
10/5/1980,1.814429653,0.586715287,0.33110215
10/6/1980,1.907143507,0.583377105,0.273151328
10/7/1980,1.821569,0.558851334,0.263544042
10/8/1980,1.780990322,0.546897557,0.228470736
10/9/1980,1.961712442,0.467678212,0.160948443
10/10/1980,2.806854096,0.614613567,0.152338596
10/11/1980,1.606720178,0.678234474,0.164519165
10/12/1980,1.041898767,0.661066683,0.164053574
10/13/1980,1.530393276,0.695044295,0.2773309
10/14/1980,1.970060759,0.714119619,0.414769697
10/15/1980,2.677370066,0.661284713,0.491669166
10/16/1980,2.727051016,0.640778739,0.412288635
10/17/1980,2.33197664,0.660708711,0.373465533
10/18/1980,1.97211828,0.693613645,0.341139211
10/19/1980,2.085482577,0.688367931,0.313529682
10/20/1980,2.068415049,0.669078597,0.2594361
10/21/1980,2.288884727,0.660017818,0.360138894
10/22/1980,2.241380927,0.651725866,0.296366397
10/23/1980,2.393281476,0.651725866,0.229575618
10/24/1980,2.673752369,0.665772115,0.193714389
10/25/1980,2.550148034,0.679202776,0.185265708
10/26/1980,2.584430652,0.724714032,0.187892714
10/27/1980,2.536947319,0.702743081,0.191785769
10/28/1980,2.852838624,0.679202776,0.175482036
10/29/1980,2.586940905,0.693326959,0.175446221
10/30/1980,2.455140436,0.695558135,0.173804118
10/31/1980,2.429706461,0.695081252,0.173129012
11/1/1980,2.025714522,0.72019091,0.178843243
11/2/1980,2.083048064,0.720667793,0.17666392
11/3/1980,2.575246622,0.691896309,0.168555479
11/4/1980,2.849714458,0.717017874,0.164411721
11/5/1980,2.700334719,0.717017874,0.162853783
11/6/1980,2.502259644,0.692431334,0.156172556
11/7/1980,2.391364722,0.67715391,0.138492644
11/8/1980,2.674802308,0.687905583,0.164030294
11/9/1980,3.373621779,0.722934689,0.164030294
11/10/1980,3.366306802,0.681445858,0.16206586
11/11/1980,3.709297491,0.67715391,0.15813699
11/12/1980,3.202569672,0.710835558,0.16206586
11/13/1980,3.173791236,0.703682312,0.164030294
11/14/1980,2.96007035,0.644231812,0.152243686
11/15/1980,2.870177104,0.701774779,0.156172556
11/16/1980,2.832976193,0.668818352,0.15813699
11/17/1980,2.712490733,0.668818352,0.156172556
11/18/1980,2.574095963,0.646324283,0.154208121
11/19/1980,2.751429733,0.65347753,0.156172556
11/20/1980,2.658894545,0.665570011,0.15813699
11/21/1980,2.677804615,0.700521183,0.156172556
11/22/1980,2.217702447,0.704336247,0.160173054
11/23/1980,3.191960943,0.840679819,0.16394613
11/24/1980,3.432549581,0.806344235,0.170806431
11/25/1980,3.354212832,0.841726054,0.166411971
11/26/1980,3.217715128,0.840679819,0.162674709
11/27/1980,3.422830362,0.845925533,0.164782403
11/28/1980,3.452652721,0.813212186,0.162746339
11/29/1980,2.53810703,0.804319182,0.156709776
11/30/1980,2.271990546,0.793827754,0.15874584
12/1/1980,3.040691739,0.801674522,0.164782403
12/2/1980,2.785794888,0.805776274,0.165158457
12/3/1980,3.136687984,0.954563803,0.265066166
12/4/1980,3.890410245,1.182706753,0.336637307
12/5/1980,5.432272916,1.182706753,0.334099838
12/6/1980,4.973017849,0.987138445,0.304704947
12/7/1980,5.13623945,0.827382604,0.252575799
12/8/1980,5.502591443,0.823815877,0.187749455
12/9/1980,4.481778473,0.795202891,0.173839933
