Date,I1,I15,I91
10/1/1980,1.839986208,0.641493085,0.506960893
10/2/1980,1.913771066,0.616871577,0.615637855
10/3/1980,1.939747319,0.598446155,0.51317428
10/4/1980,1.948999949,0.597091301,0.539224808
10/5/1980,1.995541435,0.626391206,0.538803484
10/6/1980,2.357186658,0.647914671,0.570379881
10/7/1980,2.405527694,0.647656604,0.570379881
10/8/1980,2.347956507,0.647656604,0.607114062
10/9/1980,2.41841912,0.647398536,0.565962854
10/10/1980,2.464751605,0.647656604,0.547334156
10/11/1980,2.213593012,0.654787259,0.573752769
10/12/1980,2.04512051,0.653271421,0.49433492
10/13/1980,2.158626456,0.653013353,0.347344956
10/14/1980,2.174336777,0.6352331,0.335503807
10/15/1980,2.127552503,0.6352331,0.209353348
10/16/1980,1.816764923,0.699931912,0.141304378
10/17/1980,2.113592066,0.705028743,0.42291994
10/18/1980,2.422487643,0.705351328,0.513280758
10/19/1980,2.189344303,0.705351328,0.463388216
10/20/1980,2.651833633,0.982179346,0.327188383
10/21/1980,2.843256749,0.787532357,0.19967206
10/22/1980,3.165206735,0.776564492,0.157043924
10/23/1980,2.64498591,0.76572566,0.15346496
10/24/1980,2.638342896,0.604767573,0.15188614
10/25/1980,2.727526651,0.76572566,0.130572071
10/26/1980,2.733463081,0.758564289,0.170619023
10/27/1980,2.67996231,0.760435895,0.100255061
10/28/1980,2.372160257,0.759855243,0.125516179
10/29/1980,2.287793196,0.741171753,0.148622022
10/30/1980,2.403243904,0.740139483,0.13499827
10/31/1980,2.732698251,0.739429798,0.138158203
11/1/1980,2.606417427,0.731007573,0.154682573
11/2/1980,2.34424072,0.714163122,0.129842779
11/3/1980,2.253285019,0.684604532,0.171681506
11/4/1980,2.146537575,0.679958085,0.12510632
11/5/1980,2.330594018,0.677150676,0.168523866
11/6/1980,2.368942191,0.678053912,0.115948247
11/7/1980,2.448257847,0.680861321,0.145938946
11/8/1980,2.730352565,0.684540015,0.103412701
11/9/1980,2.867023667,0.701997685,0.178406645
11/10/1980,3.048273861,0.701997685,0.133312973
11/11/1980,3.697433039,0.702320269,0.148473771
11/12/1980,3.955151052,0.703417056,0.159472271
11/13/1980,3.932540526,0.692639657,0.156261393
11/14/1980,4.161722058,0.690768051,0.192521011
11/15/1980,3.999151417,0.692187422,0.233355079
11/16/1980,3.613282917,0.694251961,0.273823355
11/17/1980,3.930231025,0.748430825,0.288241103
11/18/1980,3.837095435,0.742519822,0.259715868
11/19/1980,3.832895686,0.765914893,0.214932457
11/20/1980,3.729668178,0.761914848,0.181883717
11/21/1980,3.494613449,0.760172893,0.219775394
11/22/1980,3.283559653,0.762980301,0.200829555
11/23/1980,3.343927396,0.792925992,0.220932889
11/24/1980,3.24722368,0.799352512,0.203565871
11/25/1980,3.302576759,0.628100595,0.186198852
11/26/1980,3.211972456,0.599090707,0.195671771
11/27/1980,2.949433042,0.553204418,0.20693188
11/28/1980,3.656577117,0.553656036,0.151566707
11/29/1980,3.522236101,0.728199547,0.225984196
11/30/1980,3.515233334,0.627132842,0.275823499
12/1/1980,3.720863185,0.765502627,0.237142412
12/2/1980,3.388053082,0.764921975,0.127414432
