Date,ACHO,doy,ADDO Ag,MHPO - Spill,NOCO,ST48,FFF,LRDC,LKNWR
2020-01-26,0.0,26,0.0077562739922276,0.0,0.0076697577306293115,0.0,0.0028362322961692707,0.0031893285387735665,0.0008769675959449623
2020-01-27,0.0,27,0.007193343481183616,0.0,0.007359593520073167,0.0,0.0026374412477962834,0.0035985551862298525,0.0008712731226247036
2020-01-28,0.0,28,0.006539310037175656,0.0,0.006913192843533325,0.0,0.0030697505475075154,0.0036082912934541356,0.0009756776065714785
2020-01-29,0.0,29,0.006845965943200229,0.0,0.007523723584017491,0.0,0.0028322598272055416,0.003589856493174019,0.0010092862412908797
2020-01-30,0.0,30,0.006523376050128883,0.0,0.0063032845513744705,0.0,0.0029654637126210735,0.003917867467683556,0.0009883857857068247
2020-01-31,0.0,31,0.006900460088124774,0.0,0.0065070438352075165,0.0,0.0029368215874982077,0.0039109550627090895,0.0009588711579603946
2020-02-01,0.0,32,0.007280812158221574,0.0,0.005840277881009489,0.0,0.0028607099508438792,0.0033086285267838822,0.001019213813634197
2020-02-02,0.0,33,0.007559663825290213,0.0,0.0061132154704941115,0.0,0.00260723619884084,0.003320982487419102,0.0009268577369790153
2020-02-03,0.0,34,0.008134970275513012,0.0,0.006279987497606235,0.0,0.0030124458071155457,0.0033604649058217844,0.0008852571045118245
2020-02-04,0.0,35,0.007474530598953796,0.0,0.005660234636480095,0.0,0.0027915929108286008,0.003921801106164853,0.00087791078255853
2020-02-05,0.0,36,0.006716524468500294,0.0,0.005437673059336186,0.0,0.003184174377845041,0.004207868918067595,0.0009552981479989432
2020-02-06,0.0,37,0.0064527179308474115,0.0,0.005907945602855349,0.0,0.003363668519828089,0.004256842324619589,0.0012781695882986945
2020-02-07,0.0,38,0.0060328223681239655,0.0,0.005149123407379641,0.0,0.003070330206734887,0.004289200296602908,0.0012224177864004573
2020-02-08,0.0,39,0.006175032492244258,0.0,0.005729039501247055,0.0,0.003429248061025485,0.004408859293090614,0.0012691812624458375
2020-02-09,0.0,40,0.006084824763643968,0.0,0.005587251439411368,0.0,0.003556767256268327,0.004321685479954143,0.0013263940826945988
2020-02-10,0.0,41,0.006305180971089784,0.0,0.006166238499065918,0.0,0.0033679630102304227,0.004490465343809839,0.0013262462569227193
2020-02-11,0.0,42,0.005611990040084627,0.0,0.00620380738077427,0.0,0.0034500162878374086,0.004374688727050838,0.0012393212091122844
2020-02-12,0.0,43,0.005937017349893412,0.0,0.0055792271815848105,0.0,0.003616958487709477,0.004267753678424927,0.0012624411654126092
2020-02-13,0.0,44,0.006353039154057051,0.0,0.005075937855681815,0.0,0.0038158222438093095,0.004365459503555623,0.0013866141133144242
2020-02-14,0.0,45,0.005531907263506783,0.0,0.004667905357614288,0.0,0.00416436157844997,0.004560474658406618,0.0014297696392491593
2020-02-15,0.0,46,0.006111904270570329,0.0,0.004390553028311663,0.0,0.00414914015943832,0.004893944899942341,0.0014322314443431265
2020-02-16,0.0,47,0.006398535373125914,0.0,0.005651652825211008,0.0,0.004364957381477192,0.0049843793830585,0.0015821586303577072
2020-02-17,0.0,48,0.006622070972376163,0.0,0.005365609418266827,0.0,0.004503263783356136,0.005167329033894966,0.0017558717185923267
2020-02-18,0.0,49,0.0061053168239380146,0.0,0.0057569001806262,0.0,0.004758341260655061,0.005797793918299737,0.0018027624874600032
2020-02-19,0.0,50,0.007116451197616833,0.0,0.00513043290122734,0.0,0.004787151335753638,0.006546416309898632,0.0018211579859992097
2020-02-20,0.0,51,0.00591786813984015,0.0,0.005121656641313571,0.0,0.0047399689279640465,0.006286215210516324,0.0019205899115727382
2020-02-21,0.0,52,0.005555077681830331,0.0,0.004194547543567817,0.0,0.004929807164684132,0.005313367121499869,0.0019112452215959334
2020-02-22,0.0,53,0.00544129500119523,0.0,0.004023100484740224,0.0,0.004810873237615331,0.005571632643449329,0.0019331123221058744
2020-02-23,0.0,54,0.005466521340760562,0.0,0.0040795981354224175,0.0,0.005152212753555453,0.005829179040146255,0.0019223480203303296
2020-02-24,0.0,55,0.004770317928880899,0.0,0.004223826887279275,0.0,0.005065447541094345,0.005404892041351074,0.0020422416373701547
2020-02-25,0.0,56,0.005583122771715676,0.0,0.004502081607839461,0.0,0.005090385060382998,0.004921840153341297,0.002110416165757804
2020-02-26,0.0,57,0.005855923126003837,0.0,0.003362422536620134,0.0,0.005344586440098773,0.004565979405867233,0.002033357276874106
2020-02-27,0.0,58,0.006384411463087563,0.0,0.0035938877073321903,0.0,0.005188439991457214,0.004501201783964413,0.002114266092496578
2020-02-28,0.0,59,0.006474731974097678,0.0,0.0035625816934474123,0.0,0.004974148450013229,0.0043423081286293325,0.002208941006038105
2019-03-01,0.0,60,0.004513791959437402,0.0,0.0016913385074308848,5.663075333059618e-06,0.005021709316552972,0.004575608896654457,0.0017511622155866181
2020-02-29,0.0,60,0.0015801712473480158,0.0,0.0005914780617266366,0.0,0.0014720990304058171,0.001139812977143381,0.000177887631192128
2019-03-02,0.0,61,0.005352050429839991,0.0,0.0014368844506832048,5.663075333059618e-06,0.005194283963574663,0.004598663524420403,0.0014843852859834602
2019-03-03,0.0,62,0.005355281715554266,0.0,0.0013141909465624166,5.663075333059618e-06,0.005411653616110188,0.00482041707459614,0.0013168362904091419
2019-03-04,0.0,63,0.00510398520156326,0.0,0.0014318370488862072,1.3341208011192297e-05,0.005680854945309592,0.0049490157870521745,0.0011381214674136687
2019-03-05,0.0,64,0.005071993257247201,5.707925454493558e-05,0.0017913239855410152,0.00010662785351086662,0.0059629475526143255,0.0048467469913838265,0.0008346377410000237
2019-03-06,0.0,65,0.004825930214534924,0.0,0.0014721296457367895,0.00014789236871313785,0.005878558581673396,0.005318434664647304,0.0007869657677617074
2019-03-07,0.0,66,0.004711835398926087,0.0,0.0019275072006187163,0.00016356345516903477,0.005730760104959044,0.005675478310276414,0.0007869657677617074
2019-03-08,0.0,67,0.0044743240407220395,0.0,0.0021795330417374395,0.0002015983874052298,0.0057691521780697886,0.005756682660756438,0.0008115838187013783
2019-03-09,0.0,68,0.004599670527158803,0.0,0.001999016047248963,0.00022095435513923655,0.00614124821330707,0.006647450699041183,0.0009346740733997334
2019-03-10,0.0,69,0.004004758698483101,0.0,0.0020411246181904616,0.0002532299506443338,0.0067640493525030106,0.006606689419947077,0.0009730475257105604
2019-03-11,0.0,70,0.004177336662711216,0.0,0.0020572452250444003,0.00038529612538461375,0.006590973140042486,0.006646664001923044,0.0011740579603720523
2019-03-12,0.0,71,0.004101727771919149,0.0,0.0021632902749598266,0.0005310777817624538,0.006782172650379472,0.00618869206395643,0.001029572121798938
2019-03-13,0.0,72,0.0033518884044823408,0.0,0.0021939409520121754,0.0006164446848273372,0.006396059278222118,0.005614931284316252,0.0006846485455481136
2019-03-14,0.0,73,0.00355610376289273,0.0,0.002340782774834983,0.0006160936815600362,0.006515401983630167,0.005301757104591256,0.0006846485455481136
2019-03-15,0.0,74,0.003786576179694971,0.0,0.0021519811328066926,0.0006140752754585586,0.006541657900382429,0.005186334449209801,0.0006568354231272323
2019-03-16,0.0,75,0.003509248097685484,0.0,0.0020061093991117374,0.0006499692899826139,0.006387161707714831,0.00556887855205925,0.0006684453513915345
2019-03-17,0.0,76,0.003482328412650208,0.0,0.0019445439962688556,0.0006874303624987936,0.00657165541089265,0.005804496211249109,0.0008368189903834606
2019-03-18,0.0,77,0.0032778246855596797,0.0,0.0017881844111113329,0.0008114897898418307,0.006847982508412476,0.005556802239824008,0.0009058038471720634
2019-03-19,0.0,78,0.0035271526802748594,0.0,0.0019145200617130978,0.0009621347815030295,0.006487277092630003,0.0050336409116536664,0.000858939997487577
2019-03-20,0.0,79,0.0033372202582578926,0.0,0.0010231097617123368,0.001076860132909436,0.006554400171692091,0.004535521530262184,0.0008705499257518792
2019-03-21,0.0,80,0.0031875412482490315,0.0,0.0007402242638704046,0.00116763738551474,0.006673810367829967,0.004036910899968268,0.0009703530851718443
2019-03-22,0.0,81,0.0027324797582287436,0.0,0.0009894403905375902,0.0011592236522578998,0.007049408762226438,0.004007179333642648,0.000969967913442066
2019-03-23,0.0,82,0.0027715993491306654,0.0,0.001095339780469417,0.0011061602041760382,0.00653372918443841,0.004220316732734588,0.0009560753476624469
2019-03-24,0.0,83,0.002801440338687868,0.0,0.0013053767449279963,0.001155900197783166,0.006284398672985175,0.004446330277663093,0.0008782524931052178
2019-03-25,0.0,84,0.002813910751158742,0.0,0.0012965821103307399,0.001257150827471066,0.005639831747981202,0.004192573774824178,0.0008273681276783094
2019-03-26,0.0,85,0.0028985466144806253,0.0,0.0013040889869382038,0.0013524361268261863,0.005945064340794499,0.004214380974338356,0.0008733928775652235
2019-03-27,0.0,86,0.002508338635129142,0.0,0.0013653962978453142,0.0015873426495805652,0.005871087612078274,0.004585946471783924,0.0010324651929386375
2019-03-28,0.0,87,0.0024094758964601716,0.0,0.0012528487326527978,0.0018650537101624395,0.006034965089415095,0.004110036311073634,0.0009886718353531929
2019-03-29,1.5233896486054223e-05,88,0.0026024828282897065,0.0,0.0017829727689237934,0.0020914463202689076,0.005313245609534784,0.003894928748607379,0.00103112809445876
2019-03-30,3.7471803012320065e-05,89,0.0026530326188030097,0.0,0.0012468504450497094,0.0024596353672428116,0.005242895075777962,0.0035882033859242213,0.001042448750255651
2019-03-31,7.182304080796045e-05,90,0.0027891247722747173,0.0,0.00106919751901742,0.0027819530845976746,0.005451056096325309,0.0034164850240844353,0.001097863145329906
2019-04-01,0.0002722245069918493,91,0.002906494995626975,1.1463058859941476e-05,0.0010212486855364713,0.00309589762468174,0.005055080575833546,0.0033985893455257114,0.0010576108384573197
2019-04-02,0.0003858823469389771,92,0.002949201637978009,7.948124692342965e-05,0.0011020084508439655,0.003540564872202363,0.004992420806692189,0.003342853215469123,0.0010714086059790883
2019-04-03,0.0005117263935047216,93,0.0028216235121300824,1.4402124601421195e-05,0.0018677925153004426,0.00400196716171996,0.005153127798783907,0.0033444742597642514,0.0011741879093639049
2019-04-04,0.0006713113580961225,94,0.003020917902552207,0.000210055656078784,0.001798096005793394,0.004045085433897689,0.004870028735983063,0.0033812471170636188,0.0010949709374292915
2019-04-05,0.0007336551099676315,95,0.0028340423473926777,0.00024791268959934647,0.001826962344213935,0.00428375396401835,0.005413510102860583,0.0033606426913069276,0.0011766679411567126
2019-04-06,0.0009473106991766473,96,0.0031378176424514833,0.0004317946087427369,0.0017670714839221572,0.004604901180205532,0.0050562397456862095,0.0033351882532681554,0.00114865837679199
2019-04-07,0.0010484443942822856,97,0.003556480329645023,0.000647645450818112,0.0016835465741857865,0.004710060975787126,0.0046766029487301155,0.0031435775262546664,0.0012015599971818439
2019-04-08,0.001129929347432312,98,0.003315841830552233,0.0005452417530899185,0.0016283992815589088,0.0046616235342438975,0.00485475385182813,0.0035004923425705063,0.0011262176377549594
2019-04-09,0.0012252213504523489,99,0.0038588897141010447,0.0007713123856238984,0.0018858301805647244,0.0046867554899701685,0.004581517589683273,0.0035788622535589134,0.0011855122023831813
2019-04-10,0.0013996242374425352,100,0.0031177403141197965,0.0013130590940729748,0.0020857390588218047,0.004508357159653058,0.004308370781141691,0.0038243238499346952,0.0011785888357579266
2019-04-11,0.0015459846501854196,101,0.00399678341454347,0.0005629017404176728,0.0020953307748724573,0.00420191617446825,0.004499597973620804,0.00380846346687317,0.0012013484390625362
2019-04-12,0.0017013646815387908,102,0.0035965144285056263,0.0004537448953917606,0.00248991792186459,0.0037512647986483153,0.003930413365507748,0.003616299992862759,0.001163746988166884
2019-04-13,0.00182902669536145,103,0.0030056428483625545,0.0008112636457788386,0.0028011030780212085,0.003299972500720854,0.003640256500100588,0.003560721004776447,0.0011950892437240196
2019-04-14,0.002016665208500796,104,0.0037551012688580958,0.0008888282217508229,0.0018043378775820524,0.0030762218498671255,0.003824531654587367,0.0034579767606029823,0.0011883116559995243
2019-04-15,0.0022072265166573073,105,0.002998982864186735,0.0011413282679244275,0.002401613867254134,0.0029379551137930365,0.0036606571853740485,0.0034522550199991646,0.0015595414563559368
2019-04-16,0.0023173122427972985,106,0.0034067722271340505,0.001445706957965755,0.0019915768029834776,0.002734556576082886,0.00374960642832578,0.003078021111974075,0.0014484898618223531
2019-04-17,0.0024658831369026315,107,0.0029000884188559216,0.001448496031353336,0.0019548228545540262,0.0023135588573008413,0.0036778737861180373,0.002960093976782907,0.0014077641761792085
2019-04-18,0.002527082000504253,108,0.002587060466899942,0.0012475560560678187,0.00204659276486057,0.0020374705081729295,0.003600391966584221,0.0030804203402070678,0.0012791008040242884
2019-04-19,0.002653921302452939,109,0.002878437282807977,0.0010026151976802813,0.0021586067325393326,0.0018081646287709551,0.003978430189911631,0.0033933628752456234,0.0012483342079391592
2019-04-20,0.0027812587737043623,110,0.002608268106810357,0.0010938114458699942,0.0019062569528831529,0.0017245809403043013,0.003910256741811572,0.0028131727798875704,0.0014406117533618283
2019-04-21,0.002950245175104182,111,0.0024404684030483684,0.0013166238089437382,0.0022868651521707572,0.0015425078035839902,0.003406988077160611,0.0027304555290439403,0.0017161587443593205
2019-04-22,0.00302749112559796,112,0.0019227029145831328,0.0012701484035715185,0.002255130384504271,0.001447152431309318,0.0033016047074384356,0.0029014920934316577,0.0017374878650186255
2019-04-23,0.00310786313904189,113,0.0022693382043626298,0.001059465322380727,0.0022909753126453274,0.0015469477286200975,0.0032334582216120623,0.002862870002671861,0.0017095380283710842
2019-04-24,0.0031600685758361104,114,0.0019126505222215298,0.0010816849469348043,0.002721933582138435,0.001545968586355637,0.0031363471258083883,0.0028113214353581843,0.0018023748015035495
2019-04-25,0.003240677527650254,115,0.0024156316589007483,0.0010639342631507277,0.00262282187175293,0.001586631859679622,0.0029741918886063605,0.002535459453799889,0.0018489842037019326
2019-04-26,0.003380430596604109,116,0.002322445447957991,0.0013839681535045354,0.0023079157149644633,0.0017301044313244836,0.0028983678426067272,0.002601077127194466,0.0018562294989306833
2019-04-27,0.0034510335081847253,117,0.0018302780702239496,0.0013590236589959234,0.002204624431553463,0.0020021302650312417,0.003144955189709906,0.002527558335871148,0.0017996614810225488
2019-04-28,0.003608100086723588,118,0.0024095852732891744,0.0015323878251993894,0.0026298775985239766,0.0022141481908144857,0.0027218392219974775,0.00257778643943747,0.0018290144021538553
2019-04-29,0.0037116014713886427,119,0.002855078794132622,0.0017331913384712604,0.0028030509197706564,0.0022373585707847667,0.002821352236953859,0.002513172810558332,0.0017832294499598995
2019-04-30,0.0038533331718768726,120,0.003010262307884071,0.0023132412523703613,0.002763393130874163,0.0023861100476356956,0.002691622897046905,0.0022990944154571446,0.001803048666699296
2019-05-01,0.004012724241744873,121,0.00305157502319113,0.002367804918546255,0.003069299848837866,0.002486273915897071,0.002585143159900386,0.0025919876640529606,0.0017192256893416103
2019-05-02,0.004138254472490581,122,0.00284570791676203,0.0025456478059963238,0.0031492113780556097,0.002678525281038365,0.0028038103619909384,0.00284419626504831,0.0017800396902822074
2019-05-03,0.0042322154102109695,123,0.00278088044439865,0.002537881874889786,0.0031818487928483067,0.0029524700110779723,0.002825696986412858,0.002684595346921259,0.001708865443104157
2019-05-04,0.00435323307157258,124,0.002753582369393236,0.00300536165320031,0.0028305409389418183,0.002891469892645133,0.0031184360511715267,0.002477722430110484,0.0018389688556645122
2019-05-05,0.004463845681447089,125,0.002355923332618526,0.002965634374806272,0.0028559127325203533,0.0030048924992071846,0.0031908360733256045,0.0024222768380797507,0.0016884495847537125
2019-05-06,0.004555323591322514,126,0.00274853449972358,0.002871282379694523,0.0028006307378557155,0.0030350819631470836,0.003240831840817573,0.0022813204824714104,0.0014237011249253696
2019-05-07,0.00462209413254232,127,0.00229211389262143,0.0028179369501198925,0.0028545962216365646,0.003038406367891253,0.00288318229948436,0.0022687116535938566,0.001358102542805135
2019-05-08,0.004740963541373613,128,0.0027868419953453183,0.003028656779943893,0.002939628267693041,0.0030914955196984983,0.003050510636549973,0.002354392025361403,0.0011807152807268271
2019-05-09,0.004820508145830279,129,0.0029181399782458243,0.0034683276050568074,0.003085155865431405,0.0029517003657615845,0.0031649673434884077,0.0023407416939042044,0.0011423064273898336
2019-05-10,0.004912684235058626,130,0.0033432388982450887,0.004004146711895371,0.003594789281527257,0.0031595095040370356,0.003070029155399121,0.002288803299903465,0.0013466932134840069
2019-05-11,0.004958531511256886,131,0.003782598729686482,0.004161414341588512,0.0037397388683043428,0.003359956486255505,0.0031213692083932407,0.0022304655348958733,0.0013660973765704095
2019-05-12,0.0050234092967617,132,0.0031278706432095417,0.004618439861918469,0.003840827441324866,0.0035119312507429098,0.0033153708268850706,0.002088394891022829,0.0015709707987297584
2019-05-13,0.005101207687491231,133,0.0029775142374515963,0.004861808137272876,0.0033470877682955577,0.0037151033579457607,0.0031839486259881847,0.001955512432624694,0.0015563835857204539
2019-05-14,0.005201784492358422,134,0.0030476478454810087,0.005095133629303948,0.003594372334623426,0.004079816683018294,0.003149674497157247,0.0021002555524099035,0.0015650570813646044
2019-05-15,0.0051906391199505455,135,0.0040380498659982654,0.00528320215142663,0.003716784117937686,0.004179309369511058,0.0032625166427972235,0.002104791322379613,0.001195548073358431
2019-05-16,0.005225657096193978,136,0.00474023855605731,0.005262073142544555,0.003465311460077964,0.004086500315402433,0.0031431556319161226,0.0022062812188223873,0.0012042847320280687
2019-05-17,0.005266873588884527,137,0.0037737183288641877,0.005681107986928022,0.003822255857235157,0.0040833515842070055,0.003146776348750201,0.002439339769961959,0.0013919294258332643
2019-05-18,0.005251235960634305,138,0.0035426240495686303,0.005596636967890522,0.0035499474818370042,0.0043103334107283805,0.0033329866779758426,0.0029377543952205936,0.0012570306663393495
2019-05-19,0.00529840453274706,139,0.003506260011042728,0.005383574566126826,0.00382442416327113,0.004443888948503661,0.0031652572221356253,0.0026705120963906063,0.0012704539588350274
2019-05-20,0.005313342151230146,140,0.0042953718239512745,0.005503934193573081,0.004042552362860197,0.004304225776977011,0.00306511106650067,0.0027984724727310208,0.0012047175048843113
2019-05-21,0.005332711428475363,141,0.004399249338834979,0.0055181930251285245,0.004010446744001075,0.004376289060966443,0.0035286333978363114,0.002664274021581047,0.0012435538404984296
2019-05-22,0.005290750580308664,142,0.003790126592024202,0.0056242809139209066,0.00400669280166773,0.004364522979178589,0.003309084232738849,0.0025329522253887157,0.001282281326805397
2019-05-23,0.005348216508494867,143,0.00402615410604411,0.005710583357713064,0.004137620704188201,0.004261415726772165,0.00361485473236886,0.002567221528997145,0.0014381746088839033
2019-05-24,0.005370178667625877,144,0.003878111865512448,0.005715141434582902,0.0036833876965517904,0.004397821389045339,0.0037869029258947675,0.0025497640075802025,0.0018941400834303816
2019-05-25,0.005400755189097417,145,0.004042952068363712,0.005820120856846146,0.0036900246502689165,0.0045863976087626305,0.0034830001585823183,0.0025450628050164258,0.002132867512488557
2019-05-26,0.0054385594548036625,146,0.004589574652187955,0.005845406806998652,0.00406034519586935,0.004418303281210906,0.003466280708155873,0.0027671300573862798,0.0022247683108606725
2019-05-27,0.005497950253178164,147,0.003989036111514839,0.005946796328583427,0.003764730870568582,0.004308617761854315,0.0034479723417147005,0.0028772302223717084,0.0024230386952745443
2019-05-28,0.005443730510800234,148,0.004274190805221197,0.005914463325618408,0.00408910019790653,0.0042767758498969185,0.00342622223248719,0.0027221849569313123,0.002272458240371515
2019-05-29,0.0054163341181876525,149,0.004509682520602546,0.005862994414597735,0.004063550685218766,0.004511487304659262,0.003121659815675732,0.0027223012201055,0.0023578409456740082
2019-05-30,0.00542727910150755,150,0.0037296430154268334,0.0058763186035503635,0.003660098962447514,0.004996491197742124,0.0032815379493659493,0.0027355733731866927,0.002372484136844767
2019-05-31,0.005485880244135886,151,0.0032935378599969413,0.005767192325832317,0.0035461265909201003,0.005555057254929686,0.0031063887184193993,0.0025269035944793725,0.002358422293787342
2019-06-01,0.005536906340536867,152,0.00390092108331975,0.006115265018715741,0.003575138356305693,0.005911826105097981,0.0029555564848083456,0.0024236830285567614,0.0023890939008284397
2019-06-02,0.005550728556996694,153,0.005523817974142537,0.0061303942799612295,0.003984981916389505,0.005967490060024553,0.003356251587623161,0.0024013036750896105,0.00206173188304768
2019-06-03,0.005566785843306853,154,0.005956833108836465,0.006270168121244921,0.00424473077602827,0.005846559117072877,0.0033503977276480453,0.002490041524118294,0.0021150872682416887
2019-06-04,0.005625109148792498,155,0.006176689507853818,0.006127270034256637,0.004477312263894102,0.005794347715183799,0.0033057420328625044,0.002442602975270428,0.0022264863010299247
2019-06-05,0.005548316723125081,156,0.006549291572964296,0.0056731333877277175,0.004970239069653225,0.005722764951203726,0.0030030254206291998,0.0023220467954638076,0.002596040534217144
2019-06-06,0.00560524379246443,157,0.006419864574489754,0.005758272727080973,0.004232576386948209,0.005615036041901528,0.0032094993547008436,0.002427780015181086,0.0024590451042565847
2019-06-07,0.0056075521323020955,158,0.006190078127389246,0.005772193136711151,0.00522567711694658,0.005519739645511321,0.0034131232728372,0.0022250999867086015,0.0022127358976864863
2019-06-08,0.005565822611994698,159,0.006827787639930463,0.0056149426819894705,0.005507011800907046,0.005962550644298943,0.0030407044469360975,0.002229610213122042,0.002341723657930232
2019-06-09,0.005625545440400411,160,0.0058581487662853335,0.0056837156222233785,0.005765190695758525,0.006460037814695848,0.0035452907736669053,0.002108402761755668,0.0025115003243212104
2019-06-10,0.00566694546519319,161,0.00557616476737577,0.0061470842845025055,0.0055379214002530186,0.007132684356140313,0.003503278766520912,0.002037188139877642,0.0026771003702817453
2019-06-11,0.005709221234849184,162,0.006430701676809531,0.0060975278462915465,0.005955499394323808,0.007930185689899743,0.003503069506792879,0.0021330626080514237,0.0025997119565600423
2019-06-12,0.005779861407212435,163,0.006230024101121209,0.005948608942792607,0.005884987407825459,0.008147145587257543,0.0035415565728648124,0.0019947599806770066,0.0027860392676398327
2019-06-13,0.005885848316035288,164,0.005766041528601493,0.006346370875899929,0.006617899477568701,0.008740624330863318,0.00346690451318578,0.0021445912310267606,0.0028989081892316086
2019-06-14,0.005896841141083538,165,0.005908548146148089,0.0067975544064613645,0.00616609324717605,0.009342366294879858,0.003335113114398454,0.0019372313413622262,0.003067399118785057
2019-06-15,0.0060028838967559435,166,0.0052197251334504405,0.007047090373889705,0.0064950976208674235,0.009209483005470344,0.003283512103930754,0.0019802801828071605,0.003189276418257814
2019-06-16,0.006081537862923723,167,0.005300738970833278,0.006975831992586215,0.006600569884271374,0.00967028999907618,0.003106589150624041,0.0017422136478024617,0.003147055336672909
2019-06-17,0.006150576135577558,168,0.005984460311889786,0.007434388875864358,0.006120257154353691,0.010164733593771728,0.0032379961478654303,0.0017519919580256192,0.0031282756519677656
2019-06-18,0.006175287226890636,169,0.0054436261183517685,0.007418298634570625,0.006126316952510049,0.010549228763484093,0.0030577883801712396,0.0018252076602770953,0.00359879292331583
2019-06-19,0.0062490981356215745,170,0.0053964969535722504,0.007180436559252669,0.005966703171312456,0.010597558651818568,0.002726152433201787,0.001908897439556031,0.0036813839708467
2019-06-20,0.006325832205636164,171,0.005788626823623785,0.007250833950948739,0.006549108357595821,0.010203404772826337,0.002628593372343783,0.0017781122384547979,0.0036408034260709482
2019-06-21,0.00633846683614184,172,0.005504630340343109,0.0074720841459713465,0.006572225632031645,0.009960168067756875,0.002657792521044813,0.0017034571727612248,0.0035253057556383074
2019-06-22,0.00638672129201985,173,0.0061459783274206235,0.00784154240843558,0.006441143441935285,0.01025839993486602,0.002730102618761183,0.001540057343754779,0.003386115091718237
2019-06-23,0.006470644177460197,174,0.006210777453045105,0.007763118419456976,0.006451185263366944,0.010365796406740289,0.0024970158228950854,0.001541987122399384,0.003386115091718237
2019-06-24,0.006528160754798282,175,0.005974076167135171,0.007794896854040137,0.0069345080407937345,0.010288875555693208,0.0025554433636118114,0.00153807109603088,0.0035257461280101096
2019-06-25,0.006631975864149633,176,0.005212507091318454,0.00788294360192186,0.007471296325057047,0.010220996126166735,0.0024360940355030673,0.001629256304274457,0.003804018613518443
2019-06-26,0.0067638599986831315,177,0.0052907917923609455,0.00784771121709495,0.006838605219252743,0.01065736031124665,0.002754288672869442,0.0017115120121215057,0.003911085846953335
2019-06-27,0.006758480368611594,178,0.005057524783368394,0.00792963611521558,0.0071437688705983686,0.010679761277144501,0.002121806059032063,0.0017267221562167628,0.0039221473979799215
